task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-03-03/ALMA,2023-03-03,ALMA,WS_2_20,0.0,1356.3499999993142,35,35,completed
2023-03-03/AMPP,2023-03-03,AMPP,WS_13_20,0.0,2942.4000000019387,159,159,completed
2023-03-03/APUR,2023-03-03,APUR,WS_25_20,0.0,127.24999999999491,2,2,completed
2023-03-03/AUST,2023-03-03,AUST,WS_8_20,0.0,147.39999999999927,1,1,completed
2023-03-03/BAMP,2023-03-03,BAMP,WS_19_20,0.0,1546.649999999141,71,71,completed
2023-03-03/BANT,2023-03-03,BANT,WS_30_20,0.0,878.9499999997483,29,29,completed
2023-03-03/BDBU,2023-03-03,BDBU,WS_19_20,0.0,1579.0999999991116,1,1,completed
2023-03-03/BDMC,2023-03-03,BDMC,WS_19_20,0.0,3559.850000004185,118,118,completed
2023-03-03/BDPP,2023-03-03,BDPP,WS_2_20,0.0,3490.1500000039314,94,94,completed
2023-03-03/BDRW,2023-03-03,BDRW,WS_30_20,0.0,1087.7999999995584,3,3,completed
2023-03-03/BHAU,2023-03-03,BHAU,WS_30_20,0.0,3067.300000002393,97,97,completed
2023-03-03/BKAG,2023-03-03,BKAG,WS_13_20,0.0,3075.000000002421,4,4,completed
2023-03-03/BKSD,2023-03-03,BKSD,WS_25_20,0.0,2395.5499999999493,109,109,completed
2023-03-03/BKTM,2023-03-03,BKTM,WS_13_20,0.0,3220.150000002949,1,1,completed
2023-03-03/BLOS,2023-03-03,BLOS,WS_25_20,0.0,4160.850000006371,84,84,completed
2023-03-03/BLWE,2023-03-03,BLWE,WS_2_20,0.0,6234.200000013914,212,212,completed
2023-03-03/BPUU,2023-03-03,BPUU,WS_13_20,0.0,4056.6500000059923,28,28,completed
2023-03-03/BURM,2023-03-03,BURM,WS_25_20,0.0,6053.950000013258,108,108,completed
2023-03-03/CENT,2023-03-03,CENT,WS_8_20,0.0,1712.84999999899,43,43,completed
2023-03-03/CTHR,2023-03-03,CTHR,WS_8_20,0.0,1849.199999998866,2,2,completed
2023-03-03/CTSQ,2023-03-03,CTSQ,WS_13_20,0.0,4540.550000007753,11,11,completed
2023-03-03/DEPE,2023-03-03,DEPE,WS_13_20,0.0,4572.150000007868,1,1,completed
2023-03-03/DMHS,2023-03-03,DMHS,WS_8_20,0.0,2042.0499999986905,3,3,completed
2023-03-03/DSET,2023-03-03,DSET,WS_8_20,0.0,3991.100000005754,101,101,completed
2023-03-03/DSHA,2023-03-03,DSHA,WS_25_20,0.0,6168.100000013674,1,1,completed
2023-03-03/IPMG,2023-03-03,IPMG,WS_25_20,0.0,9390.300000003599,196,196,completed
2023-03-03/JETG,2023-03-03,JETG,WS_19_20,0.0,5971.700000012959,206,206,completed
2023-03-03/JHJY,2023-03-03,JHJY,WS_30_20,0.0,3188.0500000028323,1,1,completed
2023-03-03/JJNG,2023-03-03,JJNG,WS_19_20,0.0,6070.200000013318,2,2,completed
2023-03-03/JKTP,2023-03-03,JKTP,WS_8_20,0.0,3986.3000000057364,1,1,completed
2023-03-03/JLTS,2023-03-03,JLTS,WS_25_20,0.0,9698.999999999107,7,7,completed
2023-03-03/KBES,2023-03-03,KBES,WS_2_20,0.0,6530.300000014991,1,1,completed
2023-03-03/KCHS,2023-03-03,KCHS,WS_8_20,0.0,4129.950000006259,1,1,completed
2023-03-03/KELS,2023-03-03,KELS,WS_30_20,0.0,3461.3000000038264,2,2,completed
2023-03-03/KIDP,2023-03-03,KIDP,WS_25_20,0.0,10045.699999994062,1,1,completed
2023-03-03/KJIN,2023-03-03,KJIN,WS_30_20,0.0,5136.450000009921,76,76,completed
2023-03-03/KJRH,2023-03-03,KJRH,WS_2_20,0.0,9195.900000006428,111,111,completed
2023-03-03/KJSC,2023-03-03,KJSC,WS_25_20,0.0,11602.9499999714,81,81,completed
2023-03-03/KKCH,2023-03-03,KKCH,WS_8_20,0.0,4522.800000007688,6,6,completed
2023-03-03/KKCM,2023-03-03,KKCM,WS_19_20,0.0,6836.700000016106,18,18,completed
2023-03-03/KKDG,2023-03-03,KKDG,WS_13_20,0.0,4851.250000008883,4,4,completed
2023-03-03/KKIN,2023-03-03,KKIN,WS_2_20,0.0,9314.200000004706,3,3,completed
2023-03-03/KKLD,2023-03-03,KKLD,WS_25_20,0.0,13613.849999942138,24,24,completed
2023-03-03/KPBR,2023-03-03,KPBR,WS_2_20,0.0,9756.849999998265,7,7,completed
2023-03-03/KTKM,2023-03-03,KTKM,WS_19_20,0.0,8769.850000012628,73,73,completed
2023-03-03/KTTG,2023-03-03,KTTG,WS_13_20,0.0,4884.000000009002,1,1,completed
2023-03-03/KULA,2023-03-03,KULA,WS_19_20,0.0,9370.800000003883,10,10,completed
2023-03-03/LARK,2023-03-03,LARK,WS_30_20,0.0,5576.20000001152,4,4,completed
2023-03-03/MAYA,2023-03-03,MAYA,WS_13_20,0.0,5044.050000009584,1,1,completed
2023-03-03/MLP2,2023-03-03,MLP2,WS_30_20,0.0,5748.950000012149,2,2,completed
2023-03-03/MMJJ,2023-03-03,MMJJ,WS_13_20,0.0,5710.500000012009,7,7,completed
2023-03-03/MMKA,2023-03-03,MMKA,WS_30_20,0.0,6022.3500000131435,2,2,completed
2023-03-03/MMMA,2023-03-03,MMMA,WS_2_20,0.0,10028.549999994311,4,4,completed
2023-03-03/MMSI,2023-03-03,MMSI,WS_2_20,0.0,10029.199999994302,1,1,completed
2023-03-03/MSHM,2023-03-03,MSHM,WS_2_20,0.0,10397.099999988948,8,8,completed
2023-03-03/PANJ,2023-03-03,PANJ,WS_30_20,0.0,8418.350000017743,140,140,completed
2023-03-03/PKMT,2023-03-03,PKMT,WS_13_20,0.0,7264.2500000176615,79,79,completed
2023-03-03/PMJY,2023-03-03,PMJY,WS_8_20,0.0,4875.05000000897,6,6,completed
2023-03-03/PONT,2023-03-03,PONT,WS_2_20,0.0,10456.649999988082,1,1,completed
2023-03-03/PUJA,2023-03-03,PUJA,WS_13_20,0.0,8491.000000016686,32,32,completed
2023-03-03/PUPT,2023-03-03,PUPT,WS_19_20,0.0,9676.79999999943,4,4,completed
2023-03-03/RUDA,2023-03-03,RUDA,WS_8_20,0.0,7734.500000019372,178,178,completed
2023-03-03/SEBR,2023-03-03,SEBR,WS_25_20,0.0,14443.14999993007,51,51,completed
2023-03-03/SEMY,2023-03-03,SEMY,WS_19_20,0.0,11257.29999997643,118,118,completed
2023-03-03/SETA,2023-03-03,SETA,WS_30_20,0.0,10091.599999993394,96,96,completed
2023-03-03/SPER,2023-03-03,SPER,WS_30_20,0.0,11863.249999967613,69,69,completed
2023-03-03/SRPA,2023-03-03,SRPA,WS_8_20,0.0,9292.250000005026,76,76,completed
2023-03-03/SRSB,2023-03-03,SRSB,WS_19_20,0.0,14298.499999932175,105,105,completed
2023-03-03/SRSD,2023-03-03,SRSD,WS_8_20,0.0,11002.499999980138,96,96,completed
2023-03-03/SS14,2023-03-03,SS14,WS_13_20,0.0,10537.249999986909,133,133,completed
2023-03-03/STT3,2023-03-03,STT3,WS_19_20,0.0,14683.04999992658,18,18,completed
2023-03-03/TJKR,2023-03-03,TJKR,WS_30_20,0.0,14175.349999933967,98,98,completed
2023-03-03/TMBM,2023-03-03,TMBM,WS_19_20,0.0,14787.249999925063,2,2,completed
2023-03-03/TMCO,2023-03-03,TMCO,WS_25_20,0.0,14486.549999929439,1,1,completed
2023-03-03/TMDY,2023-03-03,TMDY,WS_25_20,0.0,14709.049999926201,8,8,completed
2023-03-03/TMKR,2023-03-03,TMKR,WS_2_20,0.0,11146.949999978036,14,14,completed
2023-03-03/TMMI,2023-03-03,TMMI,WS_13_20,0.0,10575.499999986352,1,1,completed
2023-03-03/TMML,2023-03-03,TMML,WS_25_20,0.0,16590.499999898824,125,125,completed
2023-03-03/TMMU,2023-03-03,TMMU,WS_13_20,0.0,10865.799999982128,2,2,completed
2023-03-03/TMNU,2023-03-03,TMNU,WS_30_20,0.0,14462.899999929783,7,7,completed
2023-03-03/TMSJ,2023-03-03,TMSJ,WS_25_20,0.0,17823.49999988088,115,115,completed
2023-03-03/TMTM,2023-03-03,TMTM,WS_19_20,0.0,16326.949999902658,60,60,completed
2023-03-03/TMYL,2023-03-03,TMYL,WS_8_20,0.0,11122.449999978393,1,1,completed
2023-03-03/TPAN,2023-03-03,TPAN,WS_13_20,0.0,13440.54999994466,66,66,completed
2023-03-03/TPKA,2023-03-03,TPKA,WS_2_20,0.0,13895.649999938038,67,67,completed
2023-03-03/TPTR,2023-03-03,TPTR,WS_2_20,0.0,14039.649999935942,3,3,completed
2023-03-03/TSDA,2023-03-03,TSDA,WS_8_20,0.0,14070.649999935491,112,112,completed
2023-03-03/TSGB,2023-03-03,TSGB,WS_2_20,0.0,15082.24999992077,68,68,completed
2023-03-03/TTNG,2023-03-03,TTNG,WS_19_20,0.0,17150.79999989067,46,46,completed
