workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5660.000000011825,0.23865191185314552,757,566
WS_8_20,5320.000000010588,0.22431593128243968,707,532
WS_13_20,4050.000000005968,0.17076682738597956,563,405
WS_19_20,6520.000000014954,0.2749135097672839,896,652
WS_25_20,6800.000000015973,0.2867196114137475,913,680
WS_30_20,5660.000000011825,0.23865191185314552,746,566
