workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5610.000000011643,0.21672155529829673,757,561
WS_8_20,5270.000000010406,0.20358691558322795,707,527
WS_13_20,4120.000000006223,0.15916092831167167,563,412
WS_19_20,6330.000000014263,0.24453608645961894,896,633
WS_25_20,6760.000000015827,0.261147542569853,913,676
WS_30_20,5480.00000001117,0.2116994871719469,746,548
