task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-03-03/ALMA,2023-03-03,ALMA,WS_2_20,0.0,2172.6999999991385,35,35,completed
2023-03-03/AMPP,2023-03-03,AMPP,WS_13_20,0.0,5230.350000010262,159,159,completed
2023-03-03/APUR,2023-03-03,APUR,WS_25_20,0.0,105.64999999999614,2,2,completed
2023-03-03/AUST,2023-03-03,AUST,WS_8_20,0.0,108.69999999999597,1,1,completed
2023-03-03/BAMP,2023-03-03,BAMP,WS_19_20,0.0,2623.100000000777,71,71,completed
2023-03-03/BANT,2023-03-03,BANT,WS_30_20,0.0,2039.9999999986924,29,29,completed
2023-03-03/BDBU,2023-03-03,BDBU,WS_19_20,0.0,2916.950000001846,1,1,completed
2023-03-03/BDMC,2023-03-03,BDMC,WS_19_20,0.0,6413.650000014567,118,118,completed
2023-03-03/BDPP,2023-03-03,BDPP,WS_2_20,0.0,5299.200000010513,94,94,completed
2023-03-03/BDRW,2023-03-03,BDRW,WS_30_20,0.0,2095.349999998857,3,3,completed
2023-03-03/BHAU,2023-03-03,BHAU,WS_30_20,0.0,4934.850000009187,97,97,completed
2023-03-03/BKAG,2023-03-03,BKAG,WS_13_20,0.0,5686.200000011921,4,4,completed
2023-03-03/BKSD,2023-03-03,BKSD,WS_25_20,0.0,4504.700000007622,109,109,completed
2023-03-03/BKTM,2023-03-03,BKTM,WS_13_20,0.0,5683.050000011909,1,1,completed
2023-03-03/BLOS,2023-03-03,BLOS,WS_25_20,0.0,7047.800000016874,84,84,completed
2023-03-03/BLWE,2023-03-03,BLWE,WS_2_20,0.0,9659.049999999688,212,212,completed
2023-03-03/BPUU,2023-03-03,BPUU,WS_13_20,0.0,6595.000000015227,28,28,completed
2023-03-03/BURM,2023-03-03,BURM,WS_25_20,0.0,10152.749999992504,108,108,completed
2023-03-03/CENT,2023-03-03,CENT,WS_8_20,0.0,2495.6000000003132,43,43,completed
2023-03-03/CTHR,2023-03-03,CTHR,WS_8_20,0.0,2573.600000000597,2,2,completed
2023-03-03/CTSQ,2023-03-03,CTSQ,WS_13_20,0.0,7404.850000018173,11,11,completed
2023-03-03/DEPE,2023-03-03,DEPE,WS_13_20,0.0,7391.200000018123,1,1,completed
2023-03-03/DMHS,2023-03-03,DMHS,WS_8_20,0.0,2680.9000000009873,3,3,completed
2023-03-03/DSET,2023-03-03,DSET,WS_8_20,0.0,6205.250000013809,101,101,completed
2023-03-03/DSHA,2023-03-03,DSHA,WS_25_20,0.0,10206.949999991715,1,1,completed
2023-03-03/IPMG,2023-03-03,IPMG,WS_25_20,0.0,15488.649999914856,196,196,completed
2023-03-03/JETG,2023-03-03,JETG,WS_19_20,0.0,11032.899999979696,206,206,completed
