task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-02-03/ALMA,2023-02-03,ALMA,WS_2_20,0.0,1058.3999999995851,37,37,completed
2023-02-03/AMPP,2023-02-03,AMPP,WS_13_20,0.0,3236.550000003009,299,299,completed
2023-02-03/APUR,2023-02-03,APUR,WS_25_20,0.0,235.40000000001928,3,3,completed
2023-02-03/BAMP,2023-02-03,BAMP,WS_19_20,0.0,1301.499999999364,64,64,completed
2023-02-03/BDMC,2023-02-03,BDMC,WS_19_20,0.0,3674.1500000046008,136,136,completed
2023-02-03/BDRW,2023-02-03,BDRW,WS_30_20,0.0,239.20000000002014,2,2,completed
2023-02-03/BKAG,2023-02-03,BKAG,WS_13_20,0.0,5502.750000011253,115,115,completed
2023-02-03/BKSD,2023-02-03,BKSD,WS_25_20,0.0,1883.199999998835,56,56,completed
2023-02-03/BKTM,2023-02-03,BKTM,WS_13_20,0.0,5853.200000012528,4,4,completed
2023-02-03/BLWE,2023-02-03,BLWE,WS_2_20,0.0,3021.8000000022275,50,50,completed
2023-02-03/BSAR,2023-02-03,BSAR,WS_25_20,0.0,2482.600000000266,24,24,completed
2023-02-03/BURM,2023-02-03,BURM,WS_25_20,0.0,4937.200000009196,112,112,completed
2023-02-03/CTHR,2023-02-03,CTHR,WS_8_20,0.0,377.1500000000515,6,6,completed
2023-02-03/DMHS,2023-02-03,DMHS,WS_8_20,0.0,651.4999999999552,5,5,completed
2023-02-03/DSET,2023-02-03,DSET,WS_8_20,0.0,2831.450000001535,99,99,completed
2023-02-03/DSHA,2023-02-03,DSHA,WS_25_20,0.0,4994.000000009402,2,2,completed
2023-02-03/IPMG,2023-02-03,IPMG,WS_25_20,0.0,8070.7500000205955,197,197,completed
2023-02-03/JETG,2023-02-03,JETG,WS_19_20,0.0,6546.950000015052,281,281,completed
2023-02-03/JHJY,2023-02-03,JHJY,WS_30_20,0.0,365.8000000000489,1,1,completed
2023-02-03/JJNG,2023-02-03,JJNG,WS_19_20,0.0,6792.250000015944,3,3,completed
2023-02-03/JKTP,2023-02-03,JKTP,WS_8_20,0.0,3112.8000000025586,10,10,completed
2023-02-03/KBES,2023-02-03,KBES,WS_2_20,0.0,3011.800000002191,1,1,completed
2023-02-03/KELS,2023-02-03,KELS,WS_30_20,0.0,784.2999999998344,6,6,completed
2023-02-03/KIDP,2023-02-03,KIDP,WS_25_20,0.0,8175.850000020978,1,1,completed
2023-02-03/KJIN,2023-02-03,KJIN,WS_30_20,0.0,2136.849999999008,40,40,completed
2023-02-03/KJRH,2023-02-03,KJRH,WS_2_20,0.0,5841.250000012485,137,137,completed
2023-02-03/KJSC,2023-02-03,KJSC,WS_25_20,0.0,9310.650000004758,57,57,completed
2023-02-03/KKCH,2023-02-03,KKCH,WS_8_20,0.0,5125.750000009882,105,105,completed
2023-02-03/KKDG,2023-02-03,KKDG,WS_13_20,0.0,6795.350000015956,43,43,completed
2023-02-03/KKIN,2023-02-03,KKIN,WS_2_20,0.0,6173.500000013693,7,7,completed
2023-02-03/KKLD,2023-02-03,KKLD,WS_25_20,0.0,12122.449999963841,147,147,completed
2023-02-03/KPBR,2023-02-03,KPBR,WS_2_20,0.0,6597.800000015237,4,4,completed
2023-02-03/KTTG,2023-02-03,KTTG,WS_13_20,0.0,7339.450000017935,1,1,completed
2023-02-03/KULA,2023-02-03,KULA,WS_19_20,0.0,7128.500000017168,9,9,completed
2023-02-03/MBPN,2023-02-03,MBPN,WS_19_20,0.0,7480.000000018446,2,2,completed
2023-02-03/MLP2,2023-02-03,MLP2,WS_30_20,0.0,1959.2499999987658,4,4,completed
2023-02-03/MMIM,2023-02-03,MMIM,WS_2_20,0.0,6777.700000015891,6,6,completed
2023-02-03/MMJJ,2023-02-03,MMJJ,WS_13_20,0.0,7360.650000018012,2,2,completed
2023-02-03/MMKA,2023-02-03,MMKA,WS_30_20,0.0,2025.3499999987057,1,1,completed
