method,date,status,sim_duration_s,makespan_hours,success_flag,failure_reason,released_tasks,completed_tasks,unfinished_tasks,source_lines,completed_lines,unfinished_lines,completion_ratio,rack_jobs,completed_rack_jobs,line_throughput_per_hour,planner_failures,replans,mean_planning_latency_ms,wall_clock_seconds,simulated_seconds_per_wall_second,safety_blocked_robot_substeps,empty_distance_m,loaded_distance_m,travel_distance_m,travel_metres_per_completed_line,rack_presentations,completed_order_lines_per_rack_presentation,min_completed_order_lines_per_rack_presentation,max_completed_order_lines_per_rack_presentation,lines_per_completed_rack_trip,skus_per_completed_rack_trip,rack_trips_per_1000_lines,mean_store_completion_seconds,p95_store_completion_seconds,amr_utilization,reservation_wait_seconds_per_line,safety_wait_seconds_per_line,replans_per_1000_lines,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,layout,slotting_strategy,run_wall_clock_seconds
current_heat,2023-01-03,completed,17840.19999988064,4.955611111077955,True,,97,97,0,3471,3471,0,1.0,2425,2425,700.4181567518078,1378,7688,3.8834554124931087,2232.1868016480003,7.992252255371013,0,89832.00000000722,239263.9999998051,329095.99999981234,94.81302218375464,2425,1.4313402061855671,1,8,1.4313402061855671,1.2981443298969073,698.6459233650245,7746.807216477229,15733.429999911288,0.8995175922993695,71.08768366480754,0.0,2214.9236531259003,43892.49999998201,307753.7500007619,42918.849999982885,0,246745.35000054698,592.5000000000031,71705.0499999689,regenerated_check_traffic_zone_off_minrack,ctbsa,2232.3273206450003
current_heat,2023-02-03,completed,23990.59999979114,6.664055555497539,True,,81,81,0,4833,4833,0,1.0,3157,3157,725.2340500092316,2434,12646,3.8033537815528122,2960.1183837080002,8.104608292638368,0,148615.99999992835,319927.99999970477,468543.9999996331,96.94682391881504,3157,1.5308837503959456,1,11,1.5308837503959456,1.3924611973392462,653.2174632733291,12234.81234561574,22635.34999981086,0.9453193646757142,72.91899441350523,0.0,2616.594247879164,57141.69999996992,436178.59999926254,60634.14999996676,0,352417.5000004708,779.2000000000057,52472.849999974176,regenerated_check_traffic_zone_off_minrack,ctbsa,2960.296795971
current_heat,2023-03-03,completed,22936.199999806482,6.371166666612912,True,,100,100,0,4582,4582,0,1.0,3246,3246,719.1775446734496,1944,10697,4.006225236776022,3062.1908997439996,7.490127412279867,0,144799.99999993338,320547.9999997057,465347.9999996391,101.56001745954586,3246,1.4115834873690696,1,6,1.4115834873690696,1.3176216882316698,708.4242688782191,11997.139999942794,21738.319999823914,0.9374632676808532,67.304583151627,0.0,2334.57005674378,58752.599999968465,432537.1499993156,59593.699999967714,0,308389.60000075493,800.750000000006,57374.19999996972,regenerated_check_traffic_zone_off_minrack,ctbsa,3062.3476299540007
