layout,requested_days,comparison_days,completed_days,incomplete_days,failed_days,comparison_status,mean_daily_throughput_lines_per_hour,median_daily_throughput_lines_per_hour,stddev_daily_throughput_lines_per_hour,weighted_throughput_lines_per_hour,total_completed_lines_comparison_days,mean_daily_completed_order_lines_per_rack_presentation,mean_daily_makespan_hours,mean_daily_travel_metres_per_completed_line,mean_daily_lines_per_completed_rack_trip,mean_daily_skus_per_completed_rack_trip,mean_daily_rack_trips_per_1000_lines,mean_daily_mean_store_completion_seconds,mean_daily_p95_store_completion_seconds,mean_daily_amr_utilization,mean_daily_reservation_wait_seconds_per_line,mean_daily_safety_wait_seconds_per_line,mean_daily_replans_per_1000_lines,mean_daily_empty_distance_m,mean_daily_loaded_distance_m,min_completed_order_lines_per_rack_presentation,max_completed_order_lines_per_rack_presentation,baseline_layout,throughput_improvement_percent,slotting_strategy
regenerated_check_basic_zone_on,3,3,3,0,0,complete,951.1111197722211,940.9656200737124,87.09140887505586,948.0063391757686,12886,1.8385986973455593,4.5309120370100615,76.31219227297088,1.8385986973455593,1.6848978579869593,546.1366560191386,7846.077523807047,15209.68083325225,0.9007752024524031,47.89079788096716,0.0,1506.4189012911645,90566.66666666465,237063.9999998014,1,11,regenerated_check_basic_zone_on,0.0,basic
regenerated_check_basic_zone_off,3,3,3,0,0,complete,804.4278186130783,784.7010132786254,41.461951724644436,806.3213076516156,12886,1.8666973673284277,5.3270740740355125,71.62277278733191,1.8666973673284277,1.7105848375809796,537.8676734423088,9484.642115237843,18114.00416654332,0.9207231197566814,76.1952455021943,0.0,2810.0370645802936,87059.33333333423,220306.66666650883,1,12,regenerated_check_basic_zone_on,-15.42230956087145,basic
regenerated_check_affinity_zone_on,3,3,3,0,0,complete,1017.0715283770897,1014.1338884660171,93.10032010048866,1012.9419240221252,12886,1.8484582476816769,4.240453703680954,78.4211105422426,1.8484582476816769,1.6938133215177194,543.7593227917778,7410.830825113195,14348.958333264774,0.9217715920869276,40.618756361685676,0.0,1160.8477886244868,91642.6666666647,244309.33333312027,1,11,regenerated_check_basic_zone_on,6.9350896266111794,abc_affinity
regenerated_check_affinity_zone_off,3,3,3,0,0,complete,844.2535850002488,824.6723248152861,65.46626358058163,843.7748107732737,12886,1.920601931419533,5.09061574070562,68.82370027490023,1.920601931419533,1.759938585105027,523.3897842071972,9165.988664751836,17448.284166553007,0.9159694593650566,71.02645401386353,0.0,2689.8957041123676,81120.00000000556,214114.66666651634,1,15,regenerated_check_basic_zone_on,-11.235021076986595,abc_affinity
regenerated_check_traffic_zone_off,3,3,3,0,0,complete,637.8114069952234,637.2309089035731,18.591253013455866,639.4111687776932,12886,1.3944603169989127,6.717638888830092,107.52574931600306,1.3944603169989127,1.27804642079844,718.3415291583653,12052.795534746434,22583.252499811617,0.9267217206218394,83.67811436016936,0.0,2729.604009083293,143045.33333326792,318249.33333310526,1,10,regenerated_check_basic_zone_on,-32.940390062102196,ctbsa
regenerated_check_traffic_zone_on,3,3,3,0,0,complete,720.8398055752606,715.0455644458049,23.120980293678855,721.3008716694019,12886,1.3943828592187681,5.954981481433783,110.60232647246097,1.3943828592187681,1.2780041713408383,718.3776512382152,10466.086716386668,19896.70249985071,0.9218264048601827,57.99704412333939,0.0,1787.3676934425764,144889.33333326358,329791.9999997994,1,9,regenerated_check_basic_zone_on,-24.210768795564864,ctbsa
regenerated_check_traffic_zone_off_minrack,3,3,3,0,0,complete,714.943250478163,719.1775446734496,12.938472670301586,716.2536476967236,12886,1.4579358146501942,5.996944444396135,97.77328785403851,1.4579358146501942,1.3360757384892745,686.7625518388576,10659.586520678587,20035.699999848686,0.9274334082186456,70.43708707664659,0.0,2388.695985916281,127749.33333328964,293246.66666640516,1,11,regenerated_check_basic_zone_on,-24.83073369498795,ctbsa
regenerated_check_traffic_zone_on_minrack,3,3,3,0,0,complete,746.2464841895575,737.4232440980005,30.398496844729326,746.7793955423189,12886,1.4582540123726868,5.751810185140443,105.43989856908642,1.4582540123726868,1.336353242223019,686.6237254610745,10000.733600296348,19399.572499857946,0.9226321300832921,57.22102650042378,0.0,1821.386720124619,140089.99999993748,313577.33333309577,1,11,regenerated_check_basic_zone_on,-21.539505881471143,ctbsa
