task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-01-03/AMPP,2023-01-03,AMPP,WS_13_20,0.0,662.4499999999452,30,30,completed
2023-01-03/APUR,2023-01-03,APUR,WS_25_20,0.0,538.1000000000583,14,14,completed
2023-01-03/BDBU,2023-01-03,BDBU,WS_19_20,0.0,826.0499999997965,14,14,completed
2023-01-03/BDMC,2023-01-03,BDMC,WS_19_20,0.0,1361.2499999993097,19,19,completed
2023-01-03/BDPP,2023-01-03,BDPP,WS_2_20,0.0,501.05000000007965,7,7,completed
2023-01-03/BDRW,2023-01-03,BDRW,WS_30_20,0.0,1258.0999999994035,14,14,completed
2023-01-03/BHAU,2023-01-03,BHAU,WS_30_20,0.0,1555.6999999991328,3,3,completed
2023-01-03/BIFG,2023-01-03,BIFG,WS_25_20,0.0,1084.949999999561,2,2,completed
2023-01-03/BKIN,2023-01-03,BKIN,WS_8_20,0.0,361.3500000000479,7,7,completed
2023-01-03/BKPS,2023-01-03,BKPS,WS_25_20,0.0,1231.5499999994277,4,4,completed
2023-01-03/BKSD,2023-01-03,BKSD,WS_25_20,0.0,1833.59999999888,26,26,completed
2023-01-03/BLOS,2023-01-03,BLOS,WS_25_20,0.0,2166.799999999117,2,2,completed
2023-01-03/BNUT,2023-01-03,BNUT,WS_13_20,0.0,769.2999999998481,1,1,completed
2023-01-03/BSAR,2023-01-03,BSAR,WS_25_20,0.0,2363.2499999998317,9,9,completed
2023-01-03/CENT,2023-01-03,CENT,WS_8_20,0.0,1668.74999999903,58,58,completed
2023-01-03/CTHR,2023-01-03,CTHR,WS_8_20,0.0,2358.4999999998145,19,19,completed
2023-01-03/CTSQ,2023-01-03,CTSQ,WS_13_20,0.0,3120.1500000025853,178,178,completed
2023-01-03/DEPE,2023-01-03,DEPE,WS_13_20,0.0,3408.2500000036334,6,6,completed
2023-01-03/DESA,2023-01-03,DESA,WS_19_20,0.0,1618.6499999990756,10,10,completed
2023-01-03/DMHS,2023-01-03,DMHS,WS_8_20,0.0,2590.600000000659,12,12,completed
