job_id,task_id,store_id,robot,rack_id,workstation,covered_skus,covered_lines,dispatch_time_s,completion_time_s,station_release_time_s,to_pickup_time_s,pickup_wait_time_s,to_dropoff_entry_time_s,to_workstation_time_s,dropoff_wait_time_s,to_ingestor_exit_time_s,to_return_time_s,return_wait_time_s,idle_time_s,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,empty_distance_m,loaded_distance_m
J000001,2023-01-03/AMPP,AMPP,AMR_09,G5_10,WS_13_20,"[""107172"", ""110374""]",2,0.05,120.24999999999531,73.14999999999799,0.05,12.600000000000044,16.6500000000001,63.049999999998555,63.09999999999855,73.09999999999799,73.14999999999799,116.19999999999554,120.24999999999531,18.100000000000122,84.99999999999731,12.400000000000041,0,4.449999999999992,0.25,0,12.0,80.00000000000057
J000002,2023-01-03/BDBU,BDBU,AMR_15,G6_7,WS_19_20,"[""107238"", ""112010"", ""132437""]",3,0.05,266.20000000002625,194.60000000001,0.05,31.20000000000031,35.250000000000135,184.5000000000077,184.5500000000077,194.55000000001,194.60000000001,262.15000000002533,266.20000000002625,18.100000000000122,155.4500000000011,21.000000000000163,0,71.34999999999809,0.25,0,24.000000000000007,140.0000000000006
J000003,2023-01-03/APUR,APUR,AMR_03,G27_15,WS_25_20,"[""101202"", ""112432""]",2,0.05,126.14999999999498,80.59999999999756,0.05,48.74999999999937,52.79999999999914,70.49999999999814,70.54999999999814,80.54999999999757,80.59999999999756,122.0999999999952,126.14999999999498,18.100000000000122,63.749999999998515,8.549999999999986,0,35.450000000000124,0.25,0,28.0,36.0
J000004,2023-01-03/BDPP,BDPP,AMR_08,G3_12,WS_2_20,"[""110153""]",1,0.05,102.54999999999632,68.94999999999823,0.05,17.050000000000107,21.100000000000165,58.84999999999879,58.89999999999879,68.89999999999823,68.94999999999823,98.49999999999655,102.54999999999632,18.100000000000122,58.099999999998836,9.5,0,16.5500000000001,0.25,0,10.000000000000004,48.00000000000031
J000005,2023-01-03/BDRW,BDRW,AMR_06,G6_1,WS_30_20,"[""107327"", ""110178""]",2,0.05,319.90000000003846,152.65000000000046,0.05,14.000000000000064,18.05000000000012,142.54999999999816,142.59999999999818,152.60000000000045,152.65000000000046,315.85000000003754,319.90000000003846,18.100000000000122,168.80000000000413,15.200000000000081,0,117.49999999999547,0.25,0,13.999999999999998,179.99999999999565
J000006,2023-01-03/BKIN,BKIN,AMR_27,G8_14,WS_8_20,"[""110569""]",1,0.05,104.29999999999622,75.19999999999787,0.05,21.900000000000176,25.950000000000234,65.09999999999845,65.14999999999844,75.14999999999787,75.19999999999787,100.24999999999645,104.29999999999622,18.100000000000122,62.09999999999861,13.350000000000055,0,10.450000000000014,0.25,0,16.0,44.00000000000004
J000007,2023-01-03/AMPP,AMPP,AMR_02,G29_14,WS_13_20,"[""110543"", ""136921""]",2,0.05,225.05000000001692,152.65000000000046,0.05,59.64999999999875,63.69999999999852,142.54999999999816,142.59999999999818,152.60000000000045,152.65000000000046,221.000000000016,225.05000000001692,18.100000000000122,116.9999999999955,13.350000000000055,0,76.29999999999781,0.25,0,30.0,92.00000000000026
J000008,2023-01-03/BDBU,BDBU,AMR_40,G33_15,WS_19_20,"[""101067"", ""110465""]",2,0.05,281.65000000002976,228.55000000001772,0.05,38.54999999999995,42.59999999999972,218.45000000001542,218.50000000001543,228.5000000000177,228.55000000001772,277.60000000002884,281.65000000002976,18.100000000000122,107.34999999999604,10.500000000000014,0,145.3999999999988,0.25,0,46.0,80.00000000000001
J000009,2023-01-03/APUR,APUR,AMR_01,G26_15,WS_25_20,"[""124208""]",1,0.05,90.99999999999697,64.59999999999847,0.05,29.500000000000284,33.55000000000023,54.49999999999904,54.54999999999904,64.54999999999848,64.59999999999847,86.9499999999972,90.99999999999697,18.100000000000122,60.249999999998714,10.450000000000014,0,1.900000000000001,0.25,0,28.0,36.0
J000010,2023-01-03/BDPP,BDPP,AMR_10,G3_10,WS_2_20,"[""107398""]",1,0.05,122.34999999999519,86.09999999999725,0.05,25.850000000000232,29.90000000000029,75.99999999999783,76.04999999999782,86.04999999999725,86.09999999999725,118.29999999999542,122.34999999999519,18.100000000000122,68.04999999999828,9.5,0,26.40000000000024,0.25,0,10.000000000000004,56.00000000000057
J000011,2023-01-03/BDRW,BDRW,AMR_04,G32_14,WS_30_20,"[""125179""]",1,0.05,244.05000000002124,135.59999999999658,0.05,68.84999999999823,72.899999999998,125.49999999999501,125.54999999999501,135.54999999999657,135.59999999999658,240.00000000002032,244.05000000002124,18.100000000000122,94.79999999999676,13.350000000000055,0,117.49999999999547,0.25,0,62.00000000000084,40.000000000000114
