workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4960.000000009279,0.29195189857264425,678,496
WS_8_20,4220.000000006587,0.2483945588661647,604,422
WS_13_20,5100.000000009788,0.3001924763549512,735,510
WS_19_20,3390.000000003567,0.19953970487105926,463,339
WS_25_20,3400.0000000036034,0.2001283175697955,438,340
WS_30_20,4150.000000006332,0.24427426997501123,553,415
