workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4600.000000007969,0.2714673103217676,678,460
WS_8_20,4140.0000000062955,0.24432057928953907,604,414
WS_13_20,4850.0000000088785,0.28622096849145695,735,485
WS_19_20,3260.000000003094,0.1923877025322324,463,326
WS_25_20,3230.000000002985,0.19061726355186967,438,323
WS_30_20,4140.0000000062955,0.24432057928953907,553,414
