workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4310.000000006914,0.18239989166225345,757,431
WS_8_20,3730.000000004804,0.1578541985846845,707,373
WS_13_20,3140.0000000026575,0.1328853039023299,563,314
WS_19_20,4750.000000008515,0.20102076227282298,896,475
WS_25_20,4980.000000009351,0.21075439918289343,913,498
WS_30_20,4130.000000006259,0.17478226277611136,746,413
