sku,pick_frequency,total_quantity_ea,active_days,cumulative_frequency_share,velocity_class,req_max_item_length,req_max_item_width,req_max_item_height,req_max_item_weight,physical_data_status,physical_storage_class
113225,9,1020.0,4,0.999733,C,,,,,MISSING,UNVERIFIED_OVERSIZE
118468,9,12.0,7,0.999743,C,,,,,MISSING,UNVERIFIED_OVERSIZE
121926,9,180.0,9,0.999752,C,,,,,MISSING,UNVERIFIED_OVERSIZE
123129,8,66.0,7,0.99976,C,,,,,MISSING,UNVERIFIED_OVERSIZE
132597,8,15.0,8,0.999768,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139166,8,10.0,6,0.999776,C,,,,,MISSING,UNVERIFIED_OVERSIZE
120184,7,9.0,6,0.999783,C,,,,,MISSING,UNVERIFIED_OVERSIZE
140800,7,10.0,4,0.99979,C,3.6,7.4,3.2,30.0,COMPLETE,STANDARD
107423,6,8.0,5,0.999797,C,4.9,3.5,8.5,,MISSING,UNVERIFIED_OVERSIZE
111284,6,230.0,5,0.999803,C,11.0,5.0,5.7,,MISSING,UNVERIFIED_OVERSIZE
111836,6,700.0,6,0.999809,C,,,,,MISSING,UNVERIFIED_OVERSIZE
121930,6,18.0,5,0.999815,C,,,,,MISSING,UNVERIFIED_OVERSIZE
140084,6,298.0,4,0.999821,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110428,5,130.0,5,0.999826,C,4.8,8.3,4.2,25.0,COMPLETE,STANDARD
110564,5,36.0,5,0.999831,C,13.5,6.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
112248,5,65.0,4,0.999836,C,8.6,6.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
113226,5,60.0,3,0.999841,C,5.1,11.1,7.8,110.0,COMPLETE,STANDARD
117029,5,90.0,3,0.999846,C,9.5,9.1,6.0,,MISSING,UNVERIFIED_OVERSIZE
118506,5,25.0,4,0.999851,C,7.7,12.1,4.4,55.0,COMPLETE,STANDARD
134413,5,160.0,5,0.999857,C,,,,,MISSING,UNVERIFIED_OVERSIZE
136966,5,250.0,3,0.999862,C,12.5,20.9,12.9,415.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
136967,5,250.0,4,0.999867,C,8.4,17.4,12.3,20.0,COMPLETE,OVERSIZE
110489,4,80.0,3,0.999871,C,,,,,MISSING,UNVERIFIED_OVERSIZE
111311,4,21.0,4,0.999875,C,,,,,MISSING,UNVERIFIED_OVERSIZE
115771,4,354.0,4,0.999879,C,,,,,MISSING,UNVERIFIED_OVERSIZE
119514,4,250.0,3,0.999883,C,,,,,MISSING,UNVERIFIED_OVERSIZE
129578,4,110.0,4,0.999887,C,,,,,MISSING,UNVERIFIED_OVERSIZE
131887,4,6000.0,2,0.999891,C,,,,,MISSING,UNVERIFIED_OVERSIZE
138990,4,24.0,3,0.999895,C,,,,,MISSING,UNVERIFIED_OVERSIZE
150452,4,24.0,4,0.999899,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107302,3,39.0,3,0.999902,C,12.5,2.3,3.2,,MISSING,UNVERIFIED_OVERSIZE
107452,3,5.0,2,0.999905,C,5.5,5.0,13.5,,MISSING,UNVERIFIED_OVERSIZE
111333,3,20.0,3,0.999908,C,,,,,MISSING,UNVERIFIED_OVERSIZE
117024,3,20.0,3,0.999911,C,,,,,MISSING,UNVERIFIED_OVERSIZE
120167,3,16.0,3,0.999915,C,,,,,MISSING,UNVERIFIED_OVERSIZE
124272,3,20.0,3,0.999918,C,,,,,MISSING,UNVERIFIED_OVERSIZE
135160,3,14.0,3,0.999921,C,3.9,4.2,9.9,105.0,COMPLETE,STANDARD
135193,3,600.0,3,0.999924,C,,,,,MISSING,UNVERIFIED_OVERSIZE
137562,3,158.0,3,0.999927,C,4.9,9.1,5.2,42.0,COMPLETE,STANDARD
107404,2,3.0,2,0.999929,C,15.2,2.0,10.0,,MISSING,UNVERIFIED_OVERSIZE
110265,2,60.0,2,0.999931,C,11.0,2.9,5.7,,MISSING,UNVERIFIED_OVERSIZE
110276,2,12.0,2,0.999933,C,,,,,MISSING,UNVERIFIED_OVERSIZE
111317,2,200.0,2,0.999935,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112207,2,20.0,1,0.999937,C,3.5,8.3,5.3,50.0,COMPLETE,STANDARD
112300,2,7.0,2,0.999939,C,4.2,11.9,2.7,25.0,COMPLETE,STANDARD
118512,2,250.0,2,0.999941,C,,,,,MISSING,UNVERIFIED_OVERSIZE
121914,2,210.0,2,0.999943,C,11.9,12.0,11.3,270.0,COMPLETE,OVERWEIGHT
125286,2,40.0,2,0.999945,C,,,,,MISSING,UNVERIFIED_OVERSIZE
129717,2,3.0,2,0.999947,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134677,2,3.0,2,0.999949,C,,,,,MISSING,UNVERIFIED_OVERSIZE
135095,2,2.0,1,0.999951,C,,,,,MISSING,UNVERIFIED_OVERSIZE
135194,2,42.0,2,0.999953,C,,,,,MISSING,UNVERIFIED_OVERSIZE
138901,2,40.0,1,0.999955,C,,,,,MISSING,UNVERIFIED_OVERSIZE
138902,2,40.0,1,0.999957,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139113,2,40.0,1,0.999959,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139114,2,40.0,1,0.999961,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139115,2,40.0,1,0.999963,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139116,2,40.0,1,0.999965,C,,,,,MISSING,UNVERIFIED_OVERSIZE
150455,2,200.0,2,0.999967,C,,,,,MISSING,UNVERIFIED_OVERSIZE
101158,1,1.0,1,0.999968,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107300,1,2.0,1,0.999969,C,,,,,MISSING,UNVERIFIED_OVERSIZE
107316,1,1.0,1,0.99997,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110208,1,100.0,1,0.999972,C,4.5,4.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
110490,1,1.0,1,0.999973,C,,,,,MISSING,UNVERIFIED_OVERSIZE
110581,1,3.0,1,0.999974,C,12.0,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
111355,1,20.0,1,0.999975,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112214,1,6.0,1,0.999976,C,,,,,MISSING,UNVERIFIED_OVERSIZE
112218,1,6.0,1,0.999977,C,,,,,MISSING,UNVERIFIED_OVERSIZE
123149,1,10.0,1,0.999978,C,,,,,MISSING,UNVERIFIED_OVERSIZE
124335,1,50.0,1,0.999979,C,,,,,MISSING,UNVERIFIED_OVERSIZE
124705,1,4.0,1,0.99998,C,13.4,3.8,7.2,,MISSING,UNVERIFIED_OVERSIZE
127326,1,3.0,1,0.999981,C,,,,,MISSING,UNVERIFIED_OVERSIZE
129518,1,8.0,1,0.999982,C,,,,,MISSING,UNVERIFIED_OVERSIZE
129854,1,20.0,1,0.999983,C,15.0,4.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
131218,1,200.0,1,0.999984,C,9.5,11.0,5.0,95.0,COMPLETE,STANDARD
131656,1,11.0,1,0.999985,C,,,,,MISSING,UNVERIFIED_OVERSIZE
132591,1,10.0,1,0.999986,C,,,,,MISSING,UNVERIFIED_OVERSIZE
132625,1,3.0,1,0.999987,C,6.7,8.1,2.8,35.0,COMPLETE,STANDARD
132636,1,10.0,1,0.999988,C,,,,,MISSING,UNVERIFIED_OVERSIZE
133303,1,9.0,1,0.999989,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134412,1,1.0,1,0.99999,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134642,1,60.0,1,0.999991,C,,,,,MISSING,UNVERIFIED_OVERSIZE
134686,1,4.0,1,0.999992,C,6.5,10.1,3.6,,MISSING,UNVERIFIED_OVERSIZE
134810,1,50.0,1,0.999993,C,,,,,MISSING,UNVERIFIED_OVERSIZE
135185,1,16.0,1,0.999994,C,,,,,MISSING,UNVERIFIED_OVERSIZE
135887,1,20.0,1,0.999995,C,,,,,MISSING,UNVERIFIED_OVERSIZE
138936,1,10.0,1,0.999996,C,,,,,MISSING,UNVERIFIED_OVERSIZE
139198,1,100.0,1,0.999997,C,,,,,MISSING,UNVERIFIED_OVERSIZE
140005,1,1.0,1,0.999998,C,,,,,MISSING,UNVERIFIED_OVERSIZE
140021,1,12.0,1,0.999999,C,,,,,MISSING,UNVERIFIED_OVERSIZE
141922,1,33.0,1,1.0,C,,,,,MISSING,UNVERIFIED_OVERSIZE
