sku,pick_frequency,total_quantity_ea,active_days,cumulative_frequency_share,velocity_class,req_max_item_length,req_max_item_width,req_max_item_height,req_max_item_weight,physical_data_status,physical_storage_class
135075,4962,120155.0,71,0.005048,A,,,,,MISSING,UNVERIFIED_OVERSIZE
123094,4181,71528.0,155,0.009301,A,,,,,MISSING,UNVERIFIED_OVERSIZE
124702,3964,46229.0,178,0.013334,A,5.6,12.2,2.7,15.0,COMPLETE,STANDARD
134029,3459,208430.0,178,0.016853,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107238,3390,65803.0,177,0.020301,A,5.6,10.0,3.9,50.0,COMPLETE,STANDARD
132437,3283,778470.0,168,0.023641,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101290,3096,33100.0,177,0.026791,A,9.3,2.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
110604,3088,81432.0,168,0.029932,A,6.1,3.1,11.2,,MISSING,UNVERIFIED_OVERSIZE
101329,2990,64112.0,177,0.032974,A,5.1,14.9,10.2,95.0,COMPLETE,STANDARD
124211,2980,84124.0,176,0.036005,A,5.9,8.5,2.6,8.0,COMPLETE,STANDARD
111376,2956,179830.0,178,0.039013,A,4.4,8.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
110233,2872,83397.0,156,0.041934,A,11.5,2.2,5.5,,MISSING,UNVERIFIED_OVERSIZE
110255,2853,92420.0,164,0.044837,A,4.3,12.4,5.5,15.0,COMPLETE,STANDARD
127627,2853,35860.0,177,0.047739,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110231,2834,55780.0,167,0.050622,A,7.5,14.6,2.6,254.0,COMPLETE,OVERWEIGHT
112034,2810,88050.0,178,0.053481,A,4.0,3.0,9.7,,MISSING,UNVERIFIED_OVERSIZE
111276,2791,137720.0,178,0.05632,A,4.4,8.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
124704,2744,137420.0,162,0.059111,A,4.1,10.4,5.7,50.0,COMPLETE,STANDARD
133300,2744,21390.0,167,0.061903,A,3.7,11.6,3.0,50.0,COMPLETE,STANDARD
110225,2734,48278.0,164,0.064684,A,14.6,2.0,6.5,,MISSING,UNVERIFIED_OVERSIZE
110601,2710,32908.0,165,0.067441,A,7.5,14.7,2.5,15.0,COMPLETE,STANDARD
112056,2692,74673.0,172,0.07018,A,5.0,11.8,3.9,30.0,COMPLETE,STANDARD
107120,2659,14175.0,163,0.072885,A,10.2,2.0,5.2,,MISSING,UNVERIFIED_OVERSIZE
125583,2639,56069.0,177,0.075569,A,8.4,9.1,16.8,30.0,COMPLETE,OVERSIZE
111249,2629,31130.0,169,0.078244,A,3.7,14.4,6.0,15.0,COMPLETE,STANDARD
110166,2612,64875.0,177,0.080901,A,9.0,3.5,14.5,,MISSING,UNVERIFIED_OVERSIZE
110592,2594,56520.0,177,0.08354,A,6.2,17.2,9.5,60.0,COMPLETE,OVERSIZE
123272,2564,7023.0,178,0.086148,A,4.1,4.1,10.4,60.0,COMPLETE,STANDARD
121833,2544,108110.0,157,0.088736,A,4.2,10.2,3.4,20.0,COMPLETE,STANDARD
112029,2498,39420.0,156,0.091277,A,11.0,2.5,8.2,,MISSING,UNVERIFIED_OVERSIZE
101095,2487,28312.0,164,0.093807,A,7.5,10.2,2.3,10.0,COMPLETE,STANDARD
110475,2475,59409.0,168,0.096325,A,5.6,12.6,5.5,640.0,COMPLETE,OVERWEIGHT
110148,2473,96180.0,178,0.098841,A,4.4,11.4,6.1,45.0,COMPLETE,STANDARD
101330,2460,79871.0,172,0.101344,A,8.7,15.0,9.9,165.0,COMPLETE,STANDARD
112288,2459,16666.0,166,0.103845,A,3.8,11.5,2.5,25.0,COMPLETE,STANDARD
110185,2440,56181.0,167,0.106327,A,4.0,11.6,6.5,,MISSING,UNVERIFIED_OVERSIZE
123305,2422,10484.0,178,0.108791,A,7.3,16.7,4.2,,MISSING,UNVERIFIED_OVERSIZE
110595,2413,41373.0,174,0.111246,A,9.0,3.5,14.5,,MISSING,UNVERIFIED_OVERSIZE
101296,2400,30286.0,148,0.113688,A,6.8,9.1,2.0,45.0,COMPLETE,STANDARD
110615,2397,49082.0,165,0.116126,A,11.5,2.5,6.2,,MISSING,UNVERIFIED_OVERSIZE
125570,2390,35492.0,135,0.118557,A,,,,,MISSING,UNVERIFIED_OVERSIZE
136998,2381,40010.0,168,0.12098,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112066,2380,29256.0,169,0.123401,A,11.6,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
112010,2377,58002.0,174,0.125819,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112086,2364,18133.0,157,0.128224,A,3.7,11.7,3.0,25.0,COMPLETE,STANDARD
107459,2351,12171.0,175,0.130616,A,12.0,2.5,2.8,,MISSING,UNVERIFIED_OVERSIZE
139323,2345,11990.0,165,0.133001,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101075,2335,10473.0,167,0.135376,A,13.5,6.0,9.5,,MISSING,UNVERIFIED_OVERSIZE
110221,2335,107010.0,176,0.137752,A,4.8,12.2,7.4,60.0,COMPLETE,STANDARD
101134,2327,27584.0,177,0.140119,A,10.0,2.0,4.0,,MISSING,UNVERIFIED_OVERSIZE
110603,2320,37404.0,171,0.142479,A,6.0,3.1,11.2,,MISSING,UNVERIFIED_OVERSIZE
110502,2316,7927.0,177,0.144835,A,4.4,4.4,10.0,,MISSING,UNVERIFIED_OVERSIZE
110254,2309,68535.0,161,0.147184,A,4.9,14.0,5.7,10.0,COMPLETE,STANDARD
123304,2309,10023.0,177,0.149533,A,,,,,MISSING,UNVERIFIED_OVERSIZE
120450,2295,45774.0,177,0.151868,A,6.1,11.1,7.4,120.0,COMPLETE,STANDARD
110299,2287,82896.0,175,0.154195,A,13.0,9.0,9.0,,MISSING,UNVERIFIED_OVERSIZE
107412,2286,22417.0,173,0.15652,A,5.3,11.2,2.7,20.0,COMPLETE,STANDARD
101024,2279,9647.0,176,0.158839,A,4.2,4.2,6.5,,MISSING,UNVERIFIED_OVERSIZE
110305,2278,61716.0,166,0.161156,A,9.4,16.5,6.1,120.0,COMPLETE,OVERSIZE
112231,2277,45249.0,170,0.163472,A,4.2,14.0,5.7,10.0,COMPLETE,STANDARD
118518,2266,11372.0,162,0.165778,A,6.1,3.3,11.1,,MISSING,UNVERIFIED_OVERSIZE
110531,2260,10547.0,174,0.168077,A,3.7,10.8,3.7,40.0,COMPLETE,STANDARD
110274,2246,39663.0,176,0.170362,A,6.3,9.0,3.3,14.0,COMPLETE,STANDARD
110385,2221,42752.0,165,0.172621,A,12.6,4.3,6.9,,MISSING,UNVERIFIED_OVERSIZE
110418,2212,37035.0,178,0.174871,A,7.6,9.4,4.5,45.0,COMPLETE,STANDARD
110336,2197,46410.0,146,0.177106,A,4.7,12.2,4.5,25.0,COMPLETE,STANDARD
111391,2197,238000.0,177,0.179341,A,11.4,18.5,8.8,405.0,COMPLETE,OVERSIZE_AND_OVERWEIGHT
110417,2195,48714.0,172,0.181574,A,8.5,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
101025,2187,8215.0,172,0.183799,A,4.2,7.0,7.0,45.0,COMPLETE,STANDARD
129530,2178,40440.0,153,0.186015,A,4.4,13.4,7.2,60.0,COMPLETE,STANDARD
125413,2164,66501.0,148,0.188216,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112324,2145,17314.0,169,0.190398,A,12.5,2.6,3.6,,MISSING,UNVERIFIED_OVERSIZE
110262,2130,23810.0,174,0.192565,A,3.1,10.6,4.7,35.0,COMPLETE,STANDARD
107130,2118,13650.0,177,0.19472,A,6.0,8.8,3.7,30.0,COMPLETE,STANDARD
111228,2074,17630.0,178,0.19683,A,6.3,11.3,2.4,60.0,COMPLETE,STANDARD
111212,2073,66406.0,177,0.198939,A,5.8,11.2,4.9,,MISSING,UNVERIFIED_OVERSIZE
136923,2072,114820.0,125,0.201046,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101106,2063,23928.0,142,0.203145,A,4.0,9.8,4.0,30.0,COMPLETE,STANDARD
110222,2057,30452.0,150,0.205238,A,3.5,16.1,7.0,15.0,COMPLETE,OVERSIZE
112045,2048,37362.0,172,0.207321,A,8.5,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
110232,2047,24608.0,175,0.209404,A,7.6,14.7,2.6,30.0,COMPLETE,STANDARD
107219,2044,8026.0,177,0.211483,A,5.0,5.0,10.5,,MISSING,UNVERIFIED_OVERSIZE
111307,2021,41784.0,172,0.213539,A,4.9,11.7,3.8,18.0,COMPLETE,STANDARD
107328,2019,8592.0,162,0.215593,A,10.9,2.2,3.0,,MISSING,UNVERIFIED_OVERSIZE
124210,2005,56452.0,151,0.217632,A,9.0,2.5,5.0,,MISSING,UNVERIFIED_OVERSIZE
110419,1998,29475.0,166,0.219665,A,12.3,2.2,5.0,,MISSING,UNVERIFIED_OVERSIZE
110587,1996,65600.0,156,0.221696,A,8.0,3.0,4.0,,MISSING,UNVERIFIED_OVERSIZE
134027,1995,40959.0,142,0.223725,A,,,,,MISSING,UNVERIFIED_OVERSIZE
111237,1993,60802.0,176,0.225753,A,4.8,9.7,5.0,40.0,COMPLETE,STANDARD
127405,1988,55152.0,131,0.227775,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112392,1987,41148.0,174,0.229796,A,6.9,12.7,7.5,45.0,COMPLETE,STANDARD
110390,1980,21914.0,172,0.231811,A,7.4,11.6,2.3,109.0,COMPLETE,STANDARD
107312,1977,9645.0,177,0.233822,A,4.1,12.1,3.5,20.0,COMPLETE,STANDARD
124478,1960,27174.0,150,0.235816,A,6.9,14.1,3.0,20.0,COMPLETE,STANDARD
123310,1958,95940.0,132,0.237808,A,,,,,MISSING,UNVERIFIED_OVERSIZE
101155,1955,6615.0,160,0.239796,A,5.2,10.7,3.8,70.0,COMPLETE,STANDARD
110386,1952,49340.0,137,0.241782,A,4.7,12.6,6.7,55.0,COMPLETE,STANDARD
110323,1948,40740.0,177,0.243764,A,7.1,11.3,7.1,15.0,COMPLETE,STANDARD
110450,1948,40026.0,165,0.245746,A,3.5,14.0,5.7,25.0,COMPLETE,STANDARD
110316,1945,29382.0,167,0.247724,A,5.5,3.0,13.0,,MISSING,UNVERIFIED_OVERSIZE
112359,1942,17178.0,175,0.2497,A,13.7,3.5,4.9,,MISSING,UNVERIFIED_OVERSIZE
124208,1936,90572.0,99,0.251669,A,9.7,3.0,5.6,,MISSING,UNVERIFIED_OVERSIZE
126832,1913,31640.0,141,0.253615,A,5.1,12.7,8.2,35.0,COMPLETE,STANDARD
110143,1909,20272.0,166,0.255558,A,14.7,2.0,6.6,,MISSING,UNVERIFIED_OVERSIZE
124403,1907,26232.0,135,0.257498,A,4.4,12.8,8.1,15.0,COMPLETE,STANDARD
110191,1905,51640.0,177,0.259435,A,4.2,8.5,5.5,15.0,COMPLETE,STANDARD
111261,1902,43235.0,171,0.26137,A,8.2,16.0,6.5,125.0,COMPLETE,STANDARD
110583,1898,8069.0,177,0.263301,A,4.3,10.8,3.0,25.0,COMPLETE,STANDARD
110561,1887,8257.0,178,0.265221,A,14.0,1.8,4.7,,MISSING,UNVERIFIED_OVERSIZE
101028,1885,6203.0,175,0.267138,A,4.3,4.3,6.5,,MISSING,UNVERIFIED_OVERSIZE
101135,1876,24747.0,166,0.269047,A,5.0,8.7,6.5,65.0,COMPLETE,STANDARD
110284,1867,33338.0,117,0.270946,A,11.6,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
111238,1855,47606.0,178,0.272833,A,6.3,11.8,6.6,65.0,COMPLETE,STANDARD
110540,1852,11122.0,164,0.274717,A,3.6,12.1,3.1,20.0,COMPLETE,STANDARD
110227,1848,28092.0,172,0.276597,A,13.0,2.5,5.5,,MISSING,UNVERIFIED_OVERSIZE
110465,1840,10992.0,172,0.278469,A,6.2,5.2,12.5,,MISSING,UNVERIFIED_OVERSIZE
101191,1833,9916.0,177,0.280334,A,3.9,12.2,3.2,25.0,COMPLETE,STANDARD
110512,1831,30660.0,175,0.282197,A,13.6,14.0,5.5,45.0,COMPLETE,STANDARD
107232,1828,6919.0,166,0.284056,A,4.2,3.0,10.1,,MISSING,UNVERIFIED_OVERSIZE
110178,1818,82580.0,155,0.285906,A,8.6,11.3,4.3,90.0,COMPLETE,STANDARD
101207,1812,7520.0,177,0.287749,A,3.5,13.3,2.7,15.0,COMPLETE,STANDARD
101080,1800,7120.0,177,0.28958,A,5.8,9.4,2.4,30.0,COMPLETE,STANDARD
110504,1796,7075.0,138,0.291407,A,5.4,3.4,11.0,,MISSING,UNVERIFIED_OVERSIZE
110380,1789,20661.0,177,0.293227,A,5.6,11.2,2.2,15.0,COMPLETE,STANDARD
101181,1788,6381.0,166,0.295046,A,3.5,11.9,4.2,15.0,COMPLETE,STANDARD
112326,1781,8800.0,166,0.296858,A,3.6,12.0,3.2,,MISSING,UNVERIFIED_OVERSIZE
110594,1780,25623.0,173,0.298669,A,9.0,3.5,14.5,,MISSING,UNVERIFIED_OVERSIZE
110285,1774,36960.0,173,0.300473,A,10.2,4.2,7.2,,MISSING,UNVERIFIED_OVERSIZE
107317,1758,12222.0,159,0.302262,A,3.9,12.1,3.2,30.0,COMPLETE,STANDARD
107439,1756,5758.0,158,0.304048,A,4.2,12.6,2.5,25.0,COMPLETE,STANDARD
111342,1754,50892.0,177,0.305833,A,3.6,8.5,3.5,30.0,COMPLETE,STANDARD
109843,1735,49609.0,122,0.307598,A,4.2,4.2,11.0,,MISSING,UNVERIFIED_OVERSIZE
110189,1727,59004.0,177,0.309355,A,5.6,13.1,6.9,65.0,COMPLETE,STANDARD
101076,1725,6169.0,173,0.311109,A,6.1,11.2,6.6,100.0,COMPLETE,STANDARD
110499,1722,16212.0,177,0.312861,A,8.0,11.3,8.1,110.0,COMPLETE,STANDARD
109989,1715,32124.0,174,0.314606,A,6.0,8.9,7.5,145.0,COMPLETE,STANDARD
115089,1715,10474.0,124,0.31635,A,11.0,2.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
110596,1714,20620.0,173,0.318094,A,6.9,12.3,2.8,20.0,COMPLETE,STANDARD
110186,1713,21792.0,175,0.319837,A,4.2,15.4,7.5,25.0,COMPLETE,STANDARD
107213,1706,12826.0,138,0.321572,A,6.1,11.5,2.5,15.0,COMPLETE,STANDARD
112287,1700,6358.0,167,0.323302,A,4.0,4.0,9.5,,MISSING,UNVERIFIED_OVERSIZE
110362,1693,25470.0,173,0.325024,A,5.5,12.9,7.5,115.0,COMPLETE,STANDARD
115591,1687,55640.0,141,0.32674,A,10.0,5.5,4.5,,MISSING,UNVERIFIED_OVERSIZE
110469,1682,50607.0,144,0.328451,A,9.0,5.0,6.2,,MISSING,UNVERIFIED_OVERSIZE
112284,1681,7005.0,177,0.330161,A,5.5,11.8,3.0,10.0,COMPLETE,STANDARD
101332,1668,14136.0,170,0.331858,A,4.1,14.9,7.9,25.0,COMPLETE,STANDARD
101293,1667,6576.0,155,0.333554,A,6.5,9.2,2.5,21.0,COMPLETE,STANDARD
123309,1662,13863.0,127,0.335245,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112334,1656,7070.0,177,0.336929,A,11.0,2.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
101014,1651,14238.0,176,0.338609,A,6.2,12.2,2.3,20.0,COMPLETE,STANDARD
101018,1641,32577.0,159,0.340278,A,4.9,11.2,6.7,20.0,COMPLETE,STANDARD
107250,1639,5671.0,163,0.341946,A,4.3,11.2,5.7,15.0,COMPLETE,STANDARD
110162,1630,22080.0,172,0.343604,A,8.7,14.5,4.2,50.0,COMPLETE,STANDARD
123763,1630,22353.0,171,0.345262,A,4.2,13.3,7.2,51.0,COMPLETE,STANDARD
110283,1619,43860.0,176,0.346909,A,4.6,10.1,5.9,50.0,COMPLETE,STANDARD
107280,1615,6034.0,177,0.348552,A,4.6,12.3,3.3,30.0,COMPLETE,STANDARD
112279,1610,6790.0,160,0.35019,A,3.8,12.1,2.8,25.0,COMPLETE,STANDARD
110224,1609,17846.0,170,0.351827,A,14.6,2.0,6.6,,MISSING,UNVERIFIED_OVERSIZE
110555,1602,5883.0,177,0.353457,A,4.3,15.2,3.2,70.0,COMPLETE,STANDARD
110141,1594,13270.0,175,0.355078,A,3.4,16.1,5.7,20.0,COMPLETE,OVERSIZE
110530,1594,6124.0,177,0.3567,A,9.8,11.1,3.8,45.0,COMPLETE,STANDARD
100949,1589,5993.0,177,0.358316,A,6.5,8.9,2.2,,MISSING,UNVERIFIED_OVERSIZE
101295,1588,4554.0,177,0.359932,A,14.5,2.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
111277,1588,43420.0,170,0.361547,A,10.2,6.0,4.5,,MISSING,UNVERIFIED_OVERSIZE
112394,1583,47856.0,177,0.363158,A,9.0,10.0,5.8,115.0,COMPLETE,STANDARD
123306,1581,4273.0,165,0.364766,A,4.7,16.5,2.3,60.0,COMPLETE,OVERSIZE
112369,1575,13149.0,170,0.366368,A,10.8,2.0,4.1,,MISSING,UNVERIFIED_OVERSIZE
112059,1565,17271.0,174,0.36796,A,4.2,15.4,9.8,70.0,COMPLETE,STANDARD
110522,1563,6575.0,177,0.36955,A,4.2,11.2,3.0,47.0,COMPLETE,STANDARD
110597,1562,18008.0,172,0.371139,A,4.2,14.0,7.2,25.0,COMPLETE,STANDARD
111372,1559,19560.0,164,0.372725,A,8.5,6.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
110306,1555,19652.0,177,0.374307,A,4.0,13.0,7.4,95.0,COMPLETE,STANDARD
112374,1547,28368.0,165,0.375881,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107034,1543,7596.0,169,0.377451,A,12.3,2.0,5.0,,MISSING,UNVERIFIED_OVERSIZE
110519,1543,6701.0,130,0.37902,A,4.5,3.9,10.1,,MISSING,UNVERIFIED_OVERSIZE
138468,1543,27315.0,171,0.38059,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110436,1535,120034.0,126,0.382152,A,8.5,5.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
120052,1535,22713.0,101,0.383713,A,13.5,3.0,9.5,,MISSING,UNVERIFIED_OVERSIZE
113162,1517,3426.0,167,0.385256,A,8.4,10.3,4.2,55.0,COMPLETE,STANDARD
110606,1514,17400.0,134,0.386797,A,9.0,6.0,7.0,,MISSING,UNVERIFIED_OVERSIZE
110343,1509,49230.0,178,0.388332,A,6.2,9.2,8.4,60.0,COMPLETE,STANDARD
107224,1500,16677.0,172,0.389858,A,4.9,11.6,3.3,20.0,COMPLETE,STANDARD
113197,1495,15630.0,177,0.391379,A,13.0,2.5,5.7,,MISSING,UNVERIFIED_OVERSIZE
125639,1495,4689.0,176,0.392899,A,4.0,16.8,3.9,80.0,COMPLETE,OVERSIZE
110252,1493,21780.0,146,0.394418,A,6.7,14.7,4.7,50.0,COMPLETE,STANDARD
101146,1484,4194.0,175,0.395928,A,4.1,3.0,10.0,,MISSING,UNVERIFIED_OVERSIZE
110433,1480,15111.0,171,0.397434,A,7.0,10.5,2.8,50.0,COMPLETE,STANDARD
101026,1479,4288.0,173,0.398938,A,4.0,4.2,6.9,25.0,COMPLETE,STANDARD
101187,1471,7041.0,104,0.400435,A,3.6,13.3,3.8,25.0,COMPLETE,STANDARD
110218,1471,42300.0,158,0.401931,A,4.4,10.3,5.0,45.0,COMPLETE,STANDARD
112013,1470,37790.0,141,0.403426,A,11.5,4.5,5.9,,MISSING,UNVERIFIED_OVERSIZE
132279,1467,5836.0,176,0.404919,A,3.6,12.1,2.7,45.0,COMPLETE,STANDARD
101335,1457,4770.0,173,0.406401,A,4.2,14.7,6.7,25.0,COMPLETE,STANDARD
101012,1456,21063.0,170,0.407882,A,14.5,2.5,7.5,,MISSING,UNVERIFIED_OVERSIZE
110498,1450,4762.0,115,0.409357,A,5.6,5.6,10.7,30.0,COMPLETE,STANDARD
111272,1450,26068.0,158,0.410832,A,5.6,6.9,2.4,10.0,COMPLETE,STANDARD
110210,1449,44280.0,162,0.412307,A,4.2,8.3,5.0,45.0,COMPLETE,STANDARD
101117,1448,3884.0,174,0.41378,A,4.2,4.2,6.5,,MISSING,UNVERIFIED_OVERSIZE
120775,1446,16200.0,169,0.415251,A,10.6,2.5,6.5,,MISSING,UNVERIFIED_OVERSIZE
110286,1441,20170.0,177,0.416717,A,4.0,10.1,7.7,120.0,COMPLETE,STANDARD
110194,1434,14571.0,173,0.418175,A,12.0,2.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
101163,1431,5304.0,174,0.419631,A,8.8,2.0,13.5,,MISSING,UNVERIFIED_OVERSIZE
110165,1430,12195.0,177,0.421086,A,5.3,11.5,3.1,40.0,COMPLETE,STANDARD
131653,1425,24696.0,155,0.422535,A,,,,,MISSING,UNVERIFIED_OVERSIZE
112087,1422,5535.0,176,0.423982,A,11.7,2.5,3.5,,MISSING,UNVERIFIED_OVERSIZE
107301,1420,34199.0,138,0.425427,A,4.4,12.6,3.0,25.0,COMPLETE,STANDARD
110146,1420,108810.0,167,0.426871,A,4.2,13.3,6.2,20.0,COMPLETE,STANDARD
112017,1420,17626.0,130,0.428316,A,10.2,1.8,6.5,,MISSING,UNVERIFIED_OVERSIZE
110575,1418,12701.0,97,0.429758,A,2.8,2.8,8.3,,MISSING,UNVERIFIED_OVERSIZE
110353,1416,9900.0,176,0.431199,A,12.0,2.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
112331,1414,7281.0,165,0.432637,A,3.8,12.2,3.2,40.0,COMPLETE,STANDARD
112380,1414,21035.0,159,0.434076,A,5.8,7.1,11.6,175.0,COMPLETE,STANDARD
110301,1411,24606.0,163,0.435511,A,9.6,16.4,5.9,110.0,COMPLETE,OVERSIZE
112363,1408,9504.0,169,0.436944,A,13.7,3.5,5.0,,MISSING,UNVERIFIED_OVERSIZE
107272,1400,4092.0,173,0.438368,A,4.2,10.0,4.3,75.0,COMPLETE,STANDARD
112302,1400,25342.0,168,0.439792,A,5.9,8.6,7.2,170.0,COMPLETE,STANDARD
112285,1394,6696.0,178,0.44121,A,4.1,12.4,3.0,25.0,COMPLETE,STANDARD
107293,1390,4083.0,176,0.442624,A,15.0,3.5,7.0,,MISSING,UNVERIFIED_OVERSIZE
101193,1388,6445.0,150,0.444036,A,11.0,1.8,2.5,,MISSING,UNVERIFIED_OVERSIZE
121875,1387,45360.0,172,0.445447,A,6.4,9.1,2.5,525.0,COMPLETE,OVERWEIGHT
137523,1383,3278.0,173,0.446854,A,11.1,15.8,5.2,135.0,COMPLETE,STANDARD
110182,1381,19833.0,165,0.448259,A,8.1,2.0,4.2,,MISSING,UNVERIFIED_OVERSIZE
110179,1372,138516.0,150,0.449655,A,8.5,8.5,2.0,10.0,COMPLETE,STANDARD
110346,1372,13380.0,155,0.45105,A,3.9,9.8,7.5,25.0,COMPLETE,STANDARD
115355,1372,6880.0,173,0.452446,A,3.3,12.0,3.7,60.0,COMPLETE,STANDARD
110193,1368,35448.0,177,0.453838,A,6.0,9.8,4.9,70.0,COMPLETE,STANDARD
101276,1359,3906.0,162,0.45522,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110168,1345,44440.0,149,0.456589,A,,,,,MISSING,UNVERIFIED_OVERSIZE
122632,1344,6890.0,177,0.457956,A,4.2,12.5,2.7,30.0,COMPLETE,STANDARD
110163,1343,15528.0,169,0.459322,A,9.1,14.7,4.1,45.0,COMPLETE,STANDARD
110541,1343,5492.0,159,0.460688,A,3.7,12.3,3.1,25.0,COMPLETE,STANDARD
123788,1341,7338.0,177,0.462053,A,9.5,12.5,2.9,31.0,COMPLETE,STANDARD
101318,1340,15597.0,151,0.463416,A,10.5,2.7,6.1,,MISSING,UNVERIFIED_OVERSIZE
112317,1337,5200.0,172,0.464776,A,4.2,10.0,2.7,25.0,COMPLETE,STANDARD
131891,1336,12520.0,137,0.466135,A,,,,,MISSING,UNVERIFIED_OVERSIZE
107159,1335,10622.0,174,0.467493,A,3.5,10.5,6.7,40.0,COMPLETE,STANDARD
111362,1334,13596.0,147,0.46885,A,6.6,10.3,4.8,215.0,COMPLETE,STANDARD
112203,1332,49114.0,70,0.470205,A,5.4,11.6,2.5,15.0,COMPLETE,STANDARD
110452,1329,12702.0,176,0.471557,A,3.9,12.2,7.9,40.0,COMPLETE,STANDARD
107310,1328,6069.0,176,0.472908,A,8.5,2.0,3.0,,MISSING,UNVERIFIED_OVERSIZE
131216,1327,17184.0,159,0.474258,A,,,,,MISSING,UNVERIFIED_OVERSIZE
110253,1324,16348.0,162,0.475605,A,5.4,16.3,7.0,50.0,COMPLETE,OVERSIZE
132277,1324,16398.0,82,0.476952,A,6.2,12.8,3.0,60.0,COMPLETE,STANDARD
107457,1320,13347.0,158,0.478295,A,8.6,11.5,3.6,55.0,COMPLETE,STANDARD
110298,1311,29784.0,172,0.479629,A,13.0,9.0,9.0,,MISSING,UNVERIFIED_OVERSIZE
125535,1311,31808.0,113,0.480962,A,5.5,13.4,4.4,50.0,COMPLETE,STANDARD
110317,1294,11217.0,178,0.482279,A,9.0,3.8,5.0,,MISSING,UNVERIFIED_OVERSIZE
110251,1291,21420.0,166,0.483592,A,3.9,11.2,5.5,25.0,COMPLETE,STANDARD
101180,1290,3315.0,171,0.484904,A,2.8,8.4,3.5,25.0,COMPLETE,STANDARD
111380,1285,31162.0,168,0.486211,A,4.5,11.0,8.7,140.0,COMPLETE,STANDARD
121904,1285,13056.0,162,0.487519,A,6.1,10.5,2.8,25.0,COMPLETE,STANDARD
101015,1284,14448.0,170,0.488825,A,12.0,2.5,6.0,,MISSING,UNVERIFIED_OVERSIZE
101192,1283,61362.0,177,0.49013,A,3.5,13.3,2.7,30.0,COMPLETE,STANDARD
111220,1283,7452.0,175,0.491435,A,4.5,15.4,6.0,25.0,COMPLETE,STANDARD
107263,1281,20391.0,131,0.492738,A,11.1,2.2,4.5,,MISSING,UNVERIFIED_OVERSIZE
112332,1278,5371.0,159,0.494039,A,12.5,2.7,3.7,,MISSING,UNVERIFIED_OVERSIZE
110154,1273,11229.0,165,0.495334,A,5.7,12.0,2.9,30.0,COMPLETE,STANDARD
107380,1270,5924.0,131,0.496626,A,5.1,8.4,2.7,15.0,COMPLETE,STANDARD
110513,1256,13850.0,167,0.497903,A,4.2,11.2,6.5,55.0,COMPLETE,STANDARD
111999,1251,27470.0,177,0.499176,A,10.0,4.5,5.5,,MISSING,UNVERIFIED_OVERSIZE
110501,1242,6036.0,171,0.500439,A,7.9,3.0,18.8,,MISSING,UNVERIFIED_OVERSIZE
110164,1238,12360.0,170,0.501699,A,8.5,14.6,4.1,55.0,COMPLETE,STANDARD
110520,1236,4780.0,167,0.502956,A,3.6,11.5,2.8,45.0,COMPLETE,STANDARD
107259,1232,12177.0,176,0.50421,A,4.2,14.7,5.5,30.0,COMPLETE,STANDARD
134611,1231,4009.0,138,0.505462,A,4.4,7.1,3.5,60.0,COMPLETE,STANDARD
110593,1230,12831.0,166,0.506713,A,8.8,14.5,4.0,45.0,COMPLETE,STANDARD
110590,1223,7962.0,178,0.507957,A,4.2,10.5,6.7,65.0,COMPLETE,STANDARD
110205,1221,11830.0,168,0.509199,A,15.0,1.0,4.5,,MISSING,UNVERIFIED_OVERSIZE
110440,1221,11337.0,177,0.510442,A,13.5,3.0,5.5,,MISSING,UNVERIFIED_OVERSIZE
101149,1215,3390.0,158,0.511678,A,5.4,3.5,9.1,,MISSING,UNVERIFIED_OVERSIZE
101065,1212,5906.0,175,0.512911,A,9.1,3.0,6.0,,MISSING,UNVERIFIED_OVERSIZE
110466,1211,12711.0,176,0.514143,A,9.0,4.2,14.5,,MISSING,UNVERIFIED_OVERSIZE
