workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5030.000000009533,0.2421575612879493,757,503
WS_8_20,4600.000000007969,0.22145621907045432,707,460
WS_13_20,3620.000000004404,0.17427641587709372,563,362
WS_19_20,5680.000000011898,0.2734502878957905,896,568
WS_25_20,6040.000000013208,0.2907816441709026,913,604
WS_30_20,4910.000000009097,0.2363804425295786,746,491
