workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5220.0000000102245,0.2239074858901731,713,522
WS_8_20,5720.0000000120435,0.2453545630827544,836,572
WS_13_20,5760.000000012189,0.24707032925816091,850,576
WS_19_20,5090.000000009752,0.21833124582010194,789,509
WS_25_20,5280.000000010443,0.22648113515328283,797,528
WS_30_20,5700.000000011971,0.24449667999505115,848,570
