workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4390.000000007205,0.20883878026934014,757,439
WS_8_20,3910.000000005459,0.18600447172048284,707,391
WS_13_20,3150.000000002694,0.14985014985145884,563,315
WS_19_20,4790.00000000866,0.2278673707267212,896,479
WS_25_20,5180.000000010079,0.24642024642266772,913,518
WS_30_20,4180.000000006441,0.19884877027921508,746,418
