workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4590.000000007933,0.2572841111668391,678,459
WS_8_20,4140.0000000062955,0.23206017869945372,604,414
WS_13_20,4840.000000008842,0.2712974069820531,735,484
WS_19_20,3260.000000003094,0.1827333774299002,463,326
WS_25_20,3260.000000003094,0.1827333774299002,438,326
WS_30_20,4160.000000006368,0.23318124236467086,553,416
