workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5550.000000011425,0.22200310804595474,757,555
WS_8_20,5160.000000010006,0.20640288964270087,707,516
WS_13_20,4110.000000006186,0.16440230163394037,563,411
WS_19_20,6410.000000014554,0.25640358965313,896,641
WS_25_20,6820.000000016045,0.2728038192565508,913,682
WS_30_20,5550.000000011425,0.22200310804595474,746,555
