task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-03-03/ALMA,2023-03-03,ALMA,WS_2_20,0.0,1206.7999999994502,35,35,completed
2023-03-03/AMPP,2023-03-03,AMPP,WS_13_20,0.0,4234.80000000664,159,159,completed
2023-03-03/APUR,2023-03-03,APUR,WS_25_20,0.0,190.95000000000917,2,2,completed
2023-03-03/AUST,2023-03-03,AUST,WS_8_20,0.0,318.95000000003824,1,1,completed
2023-03-03/BAMP,2023-03-03,BAMP,WS_19_20,0.0,1778.1499999989305,71,71,completed
2023-03-03/BANT,2023-03-03,BANT,WS_30_20,0.0,1382.6999999992902,29,29,completed
2023-03-03/BDBU,2023-03-03,BDBU,WS_19_20,0.0,1832.599999998881,1,1,completed
2023-03-03/BDMC,2023-03-03,BDMC,WS_19_20,0.0,4965.600000009299,118,118,completed
2023-03-03/BDPP,2023-03-03,BDPP,WS_2_20,0.0,4294.000000006856,94,94,completed
2023-03-03/BDRW,2023-03-03,BDRW,WS_30_20,0.0,1332.5499999993358,3,3,completed
2023-03-03/BHAU,2023-03-03,BHAU,WS_30_20,0.0,4284.900000006823,97,97,completed
2023-03-03/BKAG,2023-03-03,BKAG,WS_13_20,0.0,4539.4000000077485,4,4,completed
2023-03-03/BKSD,2023-03-03,BKSD,WS_25_20,0.0,4010.5000000058244,109,109,completed
2023-03-03/BKTM,2023-03-03,BKTM,WS_13_20,0.0,4773.4500000086,1,1,completed
2023-03-03/BLOS,2023-03-03,BLOS,WS_25_20,0.0,6225.700000013883,84,84,completed
2023-03-03/BLWE,2023-03-03,BLWE,WS_2_20,0.0,8804.300000012126,212,212,completed
2023-03-03/BPUU,2023-03-03,BPUU,WS_13_20,0.0,5669.050000011858,28,28,completed
2023-03-03/BURM,2023-03-03,BURM,WS_25_20,0.0,8998.300000009303,108,108,completed
2023-03-03/CENT,2023-03-03,CENT,WS_8_20,0.0,1907.6999999988127,43,43,completed
2023-03-03/CTHR,2023-03-03,CTHR,WS_8_20,0.0,1961.149999998764,2,2,completed
