sku,observation_start,observation_end,observation_days,total_demand_ea,average_daily_demand_ea,minimum_stock_days,minimum_stock_ea,buffer_stock_days,minimum_buffer_stock_ea,total_required_ea,attribute_combination,units_per_slot,slots_per_unit,occupied_level_span,occupied_horizontal_slot_span,required_slots,required_racks,rack_calculation_status
120235,2023-01-03,2023-07-31,210,18300.0,87.1429,2,175,1,87,262,chilled=F · oversize=F,69,1,1,1,4,1,CALCULATED
120257,2023-01-03,2023-07-31,210,9301.0,44.2905,2,89,1,44,133,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
120272,2023-01-03,2023-07-31,210,712.0,3.3905,2,7,1,4,11,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
120318,2023-01-03,2023-07-31,210,11430.0,54.4286,2,109,1,55,164,chilled=F · oversize=F,131,1,1,1,2,1,CALCULATED
120359,2023-01-03,2023-07-31,210,189.0,0.9,2,2,1,1,3,chilled=F · oversize=F,459,1,1,1,1,1,CALCULATED
120382,2023-01-03,2023-07-31,210,1557.0,7.4143,2,15,1,8,23,chilled=F · oversize=F,465,1,1,1,1,1,CALCULATED
120447,2023-01-03,2023-07-31,210,3504.0,16.6857,2,34,1,17,51,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
120448,2023-01-03,2023-07-31,210,12084.0,57.5429,2,116,1,57,173,chilled=F · oversize=F,147,1,1,1,2,1,CALCULATED
120449,2023-01-03,2023-07-31,210,9762.0,46.4857,2,93,1,47,140,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
120450,2023-01-03,2023-07-31,210,45774.0,217.9714,2,436,1,218,654,chilled=F · oversize=F,104,1,1,1,7,1,CALCULATED
120775,2023-01-03,2023-07-31,210,16200.0,77.1429,2,155,1,77,232,chilled=F · oversize=F,529,1,1,1,1,1,CALCULATED
120778,2023-01-03,2023-07-31,210,4113.0,19.5857,2,40,1,19,59,chilled=F · oversize=F,405,1,1,1,1,1,CALCULATED
120779,2023-01-03,2023-07-31,210,4107.0,19.5571,2,40,1,19,59,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
121567,2023-01-03,2023-07-31,210,1492.0,7.1048,2,15,1,7,22,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
121568,2023-01-03,2023-07-31,210,388.0,1.8476,2,4,1,2,6,chilled=F · oversize=F,474,1,1,1,1,1,CALCULATED
121570,2023-01-03,2023-07-31,210,2740.0,13.0476,2,27,1,13,40,chilled=F · oversize=F,474,1,1,1,1,1,CALCULATED
121710,2023-01-03,2023-07-31,210,76.0,0.3619,2,1,1,1,2,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
121745,2023-01-03,2023-07-31,210,9280.0,44.1905,2,89,1,44,133,chilled=F · oversize=F,71,1,1,1,2,1,CALCULATED
121807,2023-01-03,2023-07-31,210,1872.0,8.9143,2,18,1,9,27,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
121814,2023-01-03,2023-07-31,210,90.0,0.4286,2,1,1,1,2,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
121833,2023-01-03,2023-07-31,210,108110.0,514.8095,2,1030,1,515,1545,chilled=F · oversize=F,625,1,1,1,3,1,CALCULATED
121874,2023-01-03,2023-07-31,210,540.0,2.5714,2,6,1,2,8,chilled=F · oversize=F,312,1,1,1,1,1,CALCULATED
121875,2023-01-03,2023-07-31,210,45360.0,216.0,2,432,1,216,648,chilled=F · oversize=F,23,1,1,1,29,3,CALCULATED
121892,2023-01-03,2023-07-31,210,480.0,2.2857,2,5,1,2,7,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
121904,2023-01-03,2023-07-31,210,13056.0,62.1714,2,125,1,62,187,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
121914,2023-01-03,2023-07-31,210,210.0,1.0,2,2,1,1,3,chilled=F · oversize=F,46,1,1,1,1,1,CALCULATED
121917,2023-01-03,2023-07-31,210,2140.0,10.1905,2,21,1,10,31,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
121926,2023-01-03,2023-07-31,210,180.0,0.8571,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
121930,2023-01-03,2023-07-31,210,18.0,0.0857,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
121937,2023-01-03,2023-07-31,210,6340.0,30.1905,2,61,1,30,91,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
121939,2023-01-03,2023-07-31,210,7100.0,33.8095,2,68,1,34,102,chilled=F · oversize=F,130,1,1,1,1,1,CALCULATED
122555,2023-01-03,2023-07-31,210,1230.0,5.8571,2,12,1,6,18,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
122556,2023-01-03,2023-07-31,210,1696.0,8.0762,2,17,1,8,25,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
122631,2023-01-03,2023-07-31,210,2554.0,12.1619,2,25,1,12,37,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
122632,2023-01-03,2023-07-31,210,6890.0,32.8095,2,66,1,33,99,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
122643,2023-01-03,2023-07-31,210,2277.0,10.8429,2,22,1,11,33,chilled=F · oversize=F,496,1,1,1,1,1,CALCULATED
122644,2023-01-03,2023-07-31,210,1500.0,7.1429,2,15,1,7,22,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
122645,2023-01-03,2023-07-31,210,10568.0,50.3238,2,101,1,50,151,chilled=F · oversize=F,240,1,1,1,1,1,CALCULATED
122675,2023-01-03,2023-07-31,210,2150.0,10.2381,2,21,1,10,31,chilled=F · oversize=F,73,1,1,1,1,1,CALCULATED
122678,2023-01-03,2023-07-31,210,8300.0,39.5238,2,80,1,39,119,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
122682,2023-01-03,2023-07-31,210,110.0,0.5238,2,2,1,0,2,chilled=T · oversize=F,416,1,1,1,1,1,CALCULATED
122686,2023-01-03,2023-07-31,210,7910.0,37.6667,2,76,1,37,113,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
122687,2023-01-03,2023-07-31,210,864.0,4.1143,2,9,1,4,13,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
122697,2023-01-03,2023-07-31,210,2030.0,9.6667,2,20,1,9,29,chilled=T · oversize=F,152,1,1,1,1,1,CALCULATED
122778,2023-01-03,2023-07-31,210,292.0,1.3905,2,3,1,2,5,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
122814,2023-01-03,2023-07-31,210,1780.0,8.4762,2,17,1,9,26,chilled=F · oversize=F,174,1,1,1,1,1,CALCULATED
122938,2023-01-03,2023-07-31,210,21.0,0.1,2,1,1,0,1,chilled=F · oversize=F,147,1,1,1,1,1,CALCULATED
122941,2023-01-03,2023-07-31,210,1740.0,8.2857,2,17,1,8,25,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
122980,2023-01-03,2023-07-31,210,3945.0,18.7857,2,38,1,19,57,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
123034,2023-01-03,2023-07-31,210,48210.0,229.5714,2,460,1,229,689,chilled=F · oversize=F,227,1,1,1,4,1,CALCULATED
123035,2023-01-03,2023-07-31,210,12448.0,59.2762,2,119,1,59,178,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
123063,2023-01-03,2023-07-31,210,1060.0,5.0476,2,11,1,5,16,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
123069,2023-01-03,2023-07-31,210,1129.0,5.3762,2,11,1,6,17,chilled=F · oversize=F,138,1,1,1,1,1,CALCULATED
123094,2023-01-03,2023-07-31,210,71528.0,340.6095,2,682,1,340,1022,chilled=F · oversize=F,415,1,1,1,3,1,CALCULATED
123128,2023-01-03,2023-07-31,210,7071.0,33.6714,2,68,1,34,102,chilled=T · oversize=F,833,1,1,1,1,1,CALCULATED
123129,2023-01-03,2023-07-31,210,66.0,0.3143,2,1,1,0,1,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
123130,2023-01-03,2023-07-31,210,1194.0,5.6857,2,12,1,6,18,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
123149,2023-01-03,2023-07-31,210,10.0,0.0476,2,1,1,0,1,chilled=F · oversize=T,1,1,1,1,1,1,CALCULATED_UNVERIFIED_PHYSICAL
123252,2023-01-03,2023-07-31,210,497.0,2.3667,2,5,1,3,8,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
123272,2023-01-03,2023-07-31,210,7023.0,33.4429,2,67,1,34,101,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
123304,2023-01-03,2023-07-31,210,10023.0,47.7286,2,96,1,48,144,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
123305,2023-01-03,2023-07-31,210,10484.0,49.9238,2,100,1,50,150,chilled=F · oversize=F,127,1,1,1,2,1,CALCULATED
123306,2023-01-03,2023-07-31,210,4273.0,20.3476,2,41,1,21,62,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
123309,2023-01-03,2023-07-31,210,13863.0,66.0143,2,133,1,66,199,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
123310,2023-01-03,2023-07-31,210,95940.0,456.8571,2,914,1,457,1371,chilled=F · oversize=F,227,1,1,1,7,1,CALCULATED
123311,2023-01-03,2023-07-31,210,8585.0,40.881,2,82,1,41,123,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
123753,2023-01-03,2023-07-31,210,210.0,1.0,2,2,1,1,3,chilled=T · oversize=F,487,1,1,1,1,1,CALCULATED
123763,2023-01-03,2023-07-31,210,22353.0,106.4429,2,213,1,107,320,chilled=F · oversize=F,245,1,1,1,2,1,CALCULATED
123788,2023-01-03,2023-07-31,210,7338.0,34.9429,2,70,1,35,105,chilled=F · oversize=F,403,1,1,1,1,1,CALCULATED
124008,2023-01-03,2023-07-31,210,38150.0,181.6667,2,364,1,181,545,chilled=F · oversize=F,100,1,1,1,6,1,CALCULATED
124012,2023-01-03,2023-07-31,210,46.0,0.219,2,1,1,0,1,chilled=T · oversize=F,206,1,1,1,1,1,CALCULATED
124034,2023-01-03,2023-07-31,210,475.0,2.2619,2,5,1,2,7,chilled=F · oversize=F,731,1,1,1,1,1,CALCULATED
124080,2023-01-03,2023-07-31,210,1686.0,8.0286,2,17,1,8,25,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
124183,2023-01-03,2023-07-31,210,1197.0,5.7,2,12,1,6,18,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
124184,2023-01-03,2023-07-31,210,2245.0,10.6905,2,22,1,11,33,chilled=F · oversize=F,166,1,1,1,1,1,CALCULATED
124205,2023-01-03,2023-07-31,210,1505.0,7.1667,2,15,1,7,22,chilled=F · oversize=F,345,1,1,1,1,1,CALCULATED
124207,2023-01-03,2023-07-31,210,34240.0,163.0476,2,327,1,163,490,chilled=F · oversize=F,227,1,1,1,3,1,CALCULATED
124208,2023-01-03,2023-07-31,210,90572.0,431.2952,2,863,1,431,1294,chilled=F · oversize=F,559,1,1,1,3,1,CALCULATED
124210,2023-01-03,2023-07-31,210,56452.0,268.819,2,538,1,269,807,chilled=F · oversize=F,810,1,1,1,1,1,CALCULATED
124211,2023-01-03,2023-07-31,210,84124.0,400.5905,2,802,1,400,1202,chilled=F · oversize=F,1562,1,1,1,1,1,CALCULATED
124230,2023-01-03,2023-07-31,210,266.0,1.2667,2,3,1,1,4,chilled=F · oversize=F,109,1,1,1,1,1,CALCULATED
124233,2023-01-03,2023-07-31,210,9800.0,46.6667,2,94,1,46,140,chilled=T · oversize=F,619,1,1,1,1,1,CALCULATED
124234,2023-01-03,2023-07-31,210,4000.0,19.0476,2,39,1,19,58,chilled=F · oversize=F,600,1,1,1,1,1,CALCULATED
124272,2023-01-03,2023-07-31,210,20.0,0.0952,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
124298,2023-01-03,2023-07-31,210,696.0,3.3143,2,7,1,3,10,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
124335,2023-01-03,2023-07-31,210,50.0,0.2381,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
124402,2023-01-03,2023-07-31,210,9772.0,46.5333,2,94,1,46,140,chilled=F · oversize=F,92,1,1,1,2,1,CALCULATED
124403,2023-01-03,2023-07-31,210,26232.0,124.9143,2,250,1,125,375,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
124476,2023-01-03,2023-07-31,210,1050.0,5.0,2,10,1,5,15,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
124478,2023-01-03,2023-07-31,210,27174.0,129.4,2,259,1,130,389,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
124483,2023-01-03,2023-07-31,210,12630.0,60.1429,2,121,1,60,181,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
124666,2023-01-03,2023-07-31,210,2778.0,13.2286,2,27,1,13,40,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
124702,2023-01-03,2023-07-31,210,46229.0,220.1381,2,441,1,220,661,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
124704,2023-01-03,2023-07-31,210,137420.0,654.381,2,1309,1,655,1964,chilled=F · oversize=F,250,1,1,1,8,1,CALCULATED
124705,2023-01-03,2023-07-31,210,4.0,0.019,2,1,1,0,1,chilled=F · oversize=F,248,1,1,1,1,1,CALCULATED
124794,2023-01-03,2023-07-31,210,3350.0,15.9524,2,32,1,16,48,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
124795,2023-01-03,2023-07-31,210,5380.0,25.619,2,52,1,25,77,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
124826,2023-01-03,2023-07-31,210,2117.0,10.081,2,21,1,10,31,chilled=F · oversize=F,343,1,1,1,1,1,CALCULATED
124896,2023-01-03,2023-07-31,210,1185.0,5.6429,2,12,1,5,17,chilled=F · oversize=F,358,1,1,1,1,1,CALCULATED
124899,2023-01-03,2023-07-31,210,2796.0,13.3143,2,27,1,13,40,chilled=F · oversize=F,166,1,1,1,1,1,CALCULATED
124994,2023-01-03,2023-07-31,210,4340.0,20.6667,2,42,1,20,62,chilled=T · oversize=F,277,1,1,1,1,1,CALCULATED
125121,2023-01-03,2023-07-31,210,357.0,1.7,2,4,1,2,6,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125172,2023-01-03,2023-07-31,210,1530.0,7.2857,2,15,1,7,22,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125174,2023-01-03,2023-07-31,210,174.0,0.8286,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125175,2023-01-03,2023-07-31,210,1488.0,7.0857,2,15,1,7,22,chilled=F · oversize=F,592,1,1,1,1,1,CALCULATED
125176,2023-01-03,2023-07-31,210,8913.0,42.4429,2,85,1,43,128,chilled=F · oversize=F,1089,1,1,1,1,1,CALCULATED
125179,2023-01-03,2023-07-31,210,1445.0,6.881,2,14,1,7,21,chilled=F · oversize=F,131,1,1,1,1,1,CALCULATED
125180,2023-01-03,2023-07-31,210,1557.0,7.4143,2,15,1,8,23,chilled=F · oversize=F,613,1,1,1,1,1,CALCULATED
125181,2023-01-03,2023-07-31,210,3681.0,17.5286,2,36,1,17,53,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
125183,2023-01-03,2023-07-31,210,4314.0,20.5429,2,42,1,20,62,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125185,2023-01-03,2023-07-31,210,942.0,4.4857,2,9,1,5,14,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
125194,2023-01-03,2023-07-31,210,7776.0,37.0286,2,75,1,37,112,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125246,2023-01-03,2023-07-31,210,216.0,1.0286,2,3,1,1,4,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
125286,2023-01-03,2023-07-31,210,40.0,0.1905,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
125297,2023-01-03,2023-07-31,210,164.0,0.781,2,2,1,1,3,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
125371,2023-01-03,2023-07-31,210,612.0,2.9143,2,6,1,3,9,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
125389,2023-01-03,2023-07-31,210,2406.0,11.4571,2,23,1,12,35,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125413,2023-01-03,2023-07-31,210,66501.0,316.6714,2,634,1,317,951,chilled=F · oversize=F,227,1,1,1,5,1,CALCULATED
125461,2023-01-03,2023-07-31,210,1050.0,5.0,2,10,1,5,15,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125462,2023-01-03,2023-07-31,210,14320.0,68.1905,2,137,1,68,205,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
125463,2023-01-03,2023-07-31,210,20990.0,99.9524,2,200,1,100,300,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
125469,2023-01-03,2023-07-31,210,1610.0,7.6667,2,16,1,7,23,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
125500,2023-01-03,2023-07-31,210,51.0,0.2429,2,1,1,0,1,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
125535,2023-01-03,2023-07-31,210,31808.0,151.4667,2,303,1,152,455,chilled=F · oversize=F,250,1,1,1,2,1,CALCULATED
125547,2023-01-03,2023-07-31,210,14462.0,68.8667,2,138,1,69,207,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
125549,2023-01-03,2023-07-31,210,18036.0,85.8857,2,172,1,86,258,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
125570,2023-01-03,2023-07-31,210,35492.0,169.0095,2,339,1,169,508,chilled=F · oversize=F,227,1,1,1,3,1,CALCULATED
125583,2023-01-03,2023-07-31,210,56069.0,266.9952,2,534,1,267,801,chilled=F · oversize=F,416,1,1,1,2,1,CALCULATED
125617,2023-01-03,2023-07-31,210,2286.0,10.8857,2,22,1,11,33,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
125639,2023-01-03,2023-07-31,210,4689.0,22.3286,2,45,1,22,67,chilled=F · oversize=F,156,1,1,1,1,1,CALCULATED
125701,2023-01-03,2023-07-31,210,320.0,1.5238,2,4,1,1,5,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
125831,2023-01-03,2023-07-31,210,159.0,0.7571,2,2,1,1,3,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
126301,2023-01-03,2023-07-31,210,210.0,1.0,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
126308,2023-01-03,2023-07-31,210,6774.0,32.2571,2,65,1,32,97,chilled=F · oversize=F,156,1,1,1,1,1,CALCULATED
126345,2023-01-03,2023-07-31,210,459.0,2.1857,2,5,1,2,7,chilled=T · oversize=F,416,1,1,1,1,1,CALCULATED
126347,2023-01-03,2023-07-31,210,1201.0,5.719,2,12,1,6,18,chilled=T · oversize=F,416,1,1,1,1,1,CALCULATED
126832,2023-01-03,2023-07-31,210,31640.0,150.6667,2,302,1,150,452,chilled=F · oversize=F,357,1,1,1,2,1,CALCULATED
126833,2023-01-03,2023-07-31,210,14752.0,70.2476,2,141,1,70,211,chilled=F · oversize=F,312,1,1,1,1,1,CALCULATED
126834,2023-01-03,2023-07-31,210,8106.0,38.6,2,78,1,38,116,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
127260,2023-01-03,2023-07-31,210,2910.0,13.8571,2,28,1,14,42,chilled=F · oversize=F,69,1,1,1,1,1,CALCULATED
127276,2023-01-03,2023-07-31,210,573.0,2.7286,2,6,1,3,9,chilled=F · oversize=F,531,1,1,1,1,1,CALCULATED
127326,2023-01-03,2023-07-31,210,3.0,0.0143,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
127332,2023-01-03,2023-07-31,210,399.0,1.9,2,4,1,2,6,chilled=F · oversize=F,160,1,1,1,1,1,CALCULATED
127405,2023-01-03,2023-07-31,210,55152.0,262.6286,2,526,1,262,788,chilled=T · oversize=F,227,1,1,1,4,1,CALCULATED
127444,2023-01-03,2023-07-31,210,71.0,0.3381,2,1,1,1,2,chilled=T · oversize=F,312,1,1,1,1,1,CALCULATED
127445,2023-01-03,2023-07-31,210,20.0,0.0952,2,1,1,0,1,chilled=F · oversize=F,290,1,1,1,1,1,CALCULATED
127465,2023-01-03,2023-07-31,210,2684.0,12.781,2,26,1,13,39,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
127468,2023-01-03,2023-07-31,210,300.0,1.4286,2,3,1,2,5,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
127570,2023-01-03,2023-07-31,210,3670.0,17.4762,2,35,1,18,53,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
127626,2023-01-03,2023-07-31,210,5361.0,25.5286,2,52,1,25,77,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
127627,2023-01-03,2023-07-31,210,35860.0,170.7619,2,342,1,171,513,chilled=T · oversize=F,227,1,1,1,3,1,CALCULATED
127717,2023-01-03,2023-07-31,210,901.0,4.2905,2,9,1,4,13,chilled=F · oversize=F,371,1,1,1,1,1,CALCULATED
129517,2023-01-03,2023-07-31,210,1810.0,8.619,2,18,1,8,26,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
129518,2023-01-03,2023-07-31,210,8.0,0.0381,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
129530,2023-01-03,2023-07-31,210,40440.0,192.5714,2,386,1,192,578,chilled=F · oversize=F,208,1,1,1,3,1,CALCULATED
129531,2023-01-03,2023-07-31,210,2392.0,11.3905,2,23,1,12,35,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
129578,2023-01-03,2023-07-31,210,110.0,0.5238,2,2,1,0,2,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
129717,2023-01-03,2023-07-31,210,3.0,0.0143,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
129719,2023-01-03,2023-07-31,210,4780.0,22.7619,2,46,1,23,69,chilled=F · oversize=F,482,1,1,1,1,1,CALCULATED
129726,2023-01-03,2023-07-31,210,4940.0,23.5238,2,48,1,23,71,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
129752,2023-01-03,2023-07-31,210,880.0,4.1905,2,9,1,4,13,chilled=F · oversize=F,39,1,1,1,1,1,CALCULATED
129782,2023-01-03,2023-07-31,210,11920.0,56.7619,2,114,1,57,171,chilled=T · oversize=F,129,1,1,1,2,1,CALCULATED
129854,2023-01-03,2023-07-31,210,20.0,0.0952,2,1,1,0,1,chilled=F · oversize=F,253,1,1,1,1,1,CALCULATED
130011,2023-01-03,2023-07-31,210,7320.0,34.8571,2,70,1,35,105,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
130718,2023-01-03,2023-07-31,210,2000.0,9.5238,2,20,1,9,29,chilled=T · oversize=F,227,1,1,1,1,1,CALCULATED
131140,2023-01-03,2023-07-31,210,1062.0,5.0571,2,11,1,5,16,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
131216,2023-01-03,2023-07-31,210,17184.0,81.8286,2,164,1,82,246,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
131218,2023-01-03,2023-07-31,210,200.0,0.9524,2,2,1,1,3,chilled=F · oversize=F,131,1,1,1,1,1,CALCULATED
131530,2023-01-03,2023-07-31,210,78.0,0.3714,2,1,1,1,2,chilled=F · oversize=F,961,1,1,1,1,1,CALCULATED
131531,2023-01-03,2023-07-31,210,2427.0,11.5571,2,24,1,11,35,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
131532,2023-01-03,2023-07-31,210,2020.0,9.619,2,20,1,9,29,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
131589,2023-01-03,2023-07-31,210,3664.0,17.4476,2,35,1,18,53,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
131590,2023-01-03,2023-07-31,210,3166.0,15.0762,2,31,1,15,46,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
131591,2023-01-03,2023-07-31,210,538.0,2.5619,2,6,1,2,8,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
131642,2023-01-03,2023-07-31,210,6570.0,31.2857,2,63,1,31,94,chilled=F · oversize=F,36,1,1,1,3,1,CALCULATED
131653,2023-01-03,2023-07-31,210,24696.0,117.6,2,236,1,117,353,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
131656,2023-01-03,2023-07-31,210,11.0,0.0524,2,1,1,0,1,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
131663,2023-01-03,2023-07-31,210,3998.0,19.0381,2,39,1,19,58,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
131887,2023-01-03,2023-07-31,210,6000.0,28.5714,2,58,1,28,86,chilled=F · oversize=F,260,1,1,1,1,1,CALCULATED
131888,2023-01-03,2023-07-31,210,6000.0,28.5714,2,58,1,28,86,chilled=F · oversize=F,36,1,1,1,3,1,CALCULATED
131889,2023-01-03,2023-07-31,210,539000.0,2566.6667,2,5134,1,2566,7700,chilled=F · oversize=F,48,1,1,1,161,14,CALCULATED
131891,2023-01-03,2023-07-31,210,12520.0,59.619,2,120,1,59,179,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
131970,2023-01-03,2023-07-31,210,984.0,4.6857,2,10,1,5,15,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
131976,2023-01-03,2023-07-31,210,6972.0,33.2,2,67,1,33,100,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
131980,2023-01-03,2023-07-31,210,1562.0,7.4381,2,15,1,8,23,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
131990,2023-01-03,2023-07-31,210,425.0,2.0238,2,5,1,2,7,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132276,2023-01-03,2023-07-31,210,8006.0,38.1238,2,77,1,38,115,chilled=F · oversize=F,51,1,1,1,3,1,CALCULATED
132277,2023-01-03,2023-07-31,210,16398.0,78.0857,2,157,1,78,235,chilled=F · oversize=F,208,1,1,1,2,1,CALCULATED
132278,2023-01-03,2023-07-31,210,12001.0,57.1476,2,115,1,57,172,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
132279,2023-01-03,2023-07-31,210,5836.0,27.7905,2,56,1,28,84,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
132280,2023-01-03,2023-07-31,210,6680.0,31.8095,2,64,1,32,96,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132315,2023-01-03,2023-07-31,210,724.0,3.4476,2,7,1,4,11,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132414,2023-01-03,2023-07-31,210,5860.0,27.9048,2,56,1,28,84,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
132418,2023-01-03,2023-07-31,210,650.0,3.0952,2,7,1,3,10,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
132437,2023-01-03,2023-07-31,210,778470.0,3707.0,2,7414,1,3707,11121,chilled=F · oversize=F,36,1,1,1,309,26,CALCULATED
132450,2023-01-03,2023-07-31,210,76000.0,361.9048,2,724,1,362,1086,chilled=F · oversize=F,29,1,1,1,38,4,CALCULATED
132452,2023-01-03,2023-07-31,210,4360.0,20.7619,2,42,1,21,63,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
132494,2023-01-03,2023-07-31,210,165.0,0.7857,2,2,1,1,3,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
