sku,observation_start,observation_end,observation_days,total_demand_ea,average_daily_demand_ea,minimum_stock_days,minimum_stock_ea,buffer_stock_days,minimum_buffer_stock_ea,total_required_ea,attribute_combination,units_per_slot,slots_per_unit,occupied_level_span,occupied_horizontal_slot_span,required_slots,required_racks,rack_calculation_status
100167,2023-01-03,2023-07-31,210,1183.0,5.6333,2,12,1,5,17,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
100949,2023-01-03,2023-07-31,210,5993.0,28.5381,2,58,1,28,86,chilled=F · oversize=F,513,1,1,1,1,1,CALCULATED
101012,2023-01-03,2023-07-31,210,21063.0,100.3,2,201,1,100,301,chilled=F · oversize=F,335,1,1,1,1,1,CALCULATED
101013,2023-01-03,2023-07-31,210,9828.0,46.8,2,94,1,47,141,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101014,2023-01-03,2023-07-31,210,14238.0,67.8,2,136,1,68,204,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101015,2023-01-03,2023-07-31,210,14448.0,68.8,2,138,1,69,207,chilled=F · oversize=F,506,1,1,1,1,1,CALCULATED
101016,2023-01-03,2023-07-31,210,26316.0,125.3143,2,251,1,125,376,chilled=F · oversize=F,269,1,1,1,2,1,CALCULATED
101017,2023-01-03,2023-07-31,210,1104.0,5.2571,2,11,1,5,16,chilled=F · oversize=F,463,1,1,1,1,1,CALCULATED
101018,2023-01-03,2023-07-31,210,32577.0,155.1286,2,311,1,155,466,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101019,2023-01-03,2023-07-31,210,52.0,0.2476,2,1,1,0,1,chilled=F · oversize=F,430,1,1,1,1,1,CALCULATED
101020,2023-01-03,2023-07-31,210,2861.0,13.6238,2,28,1,13,41,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101021,2023-01-03,2023-07-31,210,963.0,4.5857,2,10,1,4,14,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
101022,2023-01-03,2023-07-31,210,4927.0,23.4619,2,47,1,24,71,chilled=F · oversize=F,205,1,1,1,1,1,CALCULATED
101024,2023-01-03,2023-07-31,210,9647.0,45.9381,2,92,1,46,138,chilled=T · oversize=F,569,1,1,1,1,1,CALCULATED
101025,2023-01-03,2023-07-31,210,8215.0,39.119,2,79,1,39,118,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
101026,2023-01-03,2023-07-31,210,4288.0,20.419,2,41,1,21,62,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101027,2023-01-03,2023-07-31,210,1615.0,7.6905,2,16,1,8,24,chilled=F · oversize=F,569,1,1,1,1,1,CALCULATED
101028,2023-01-03,2023-07-31,210,6203.0,29.5381,2,60,1,29,89,chilled=F · oversize=F,543,1,1,1,1,1,CALCULATED
101030,2023-01-03,2023-07-31,210,626.0,2.981,2,6,1,3,9,chilled=F · oversize=F,454,1,1,1,1,1,CALCULATED
101031,2023-01-03,2023-07-31,210,500.0,2.381,2,5,1,3,8,chilled=F · oversize=F,79,1,1,1,1,1,CALCULATED
101032,2023-01-03,2023-07-31,210,169.0,0.8048,2,2,1,1,3,chilled=F · oversize=F,306,1,1,1,1,1,CALCULATED
101033,2023-01-03,2023-07-31,210,539.0,2.5667,2,6,1,2,8,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
101036,2023-01-03,2023-07-31,210,83.0,0.3952,2,1,1,1,2,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101039,2023-01-03,2023-07-31,210,29400.0,140.0,2,280,1,140,420,chilled=T · oversize=F,657,1,1,1,1,1,CALCULATED
101043,2023-01-03,2023-07-31,210,363.0,1.7286,2,4,1,2,6,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101044,2023-01-03,2023-07-31,210,1068.0,5.0857,2,11,1,5,16,chilled=F · oversize=F,299,1,1,1,1,1,CALCULATED
101045,2023-01-03,2023-07-31,210,2210.0,10.5238,2,22,1,10,32,chilled=F · oversize=F,685,1,1,1,1,1,CALCULATED
101053,2023-01-03,2023-07-31,210,870.0,4.1429,2,9,1,4,13,chilled=F · oversize=F,534,1,1,1,1,1,CALCULATED
101056,2023-01-03,2023-07-31,210,1596.0,7.6,2,16,1,7,23,chilled=F · oversize=F,224,1,1,1,1,1,CALCULATED
101059,2023-01-03,2023-07-31,210,64.0,0.3048,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101060,2023-01-03,2023-07-31,210,8934.0,42.5429,2,86,1,42,128,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101061,2023-01-03,2023-07-31,210,8925.0,42.5,2,85,1,43,128,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
101063,2023-01-03,2023-07-31,210,2646.0,12.6,2,26,1,12,38,chilled=F · oversize=F,226,1,1,1,1,1,CALCULATED
101065,2023-01-03,2023-07-31,210,5906.0,28.1238,2,57,1,28,85,chilled=F · oversize=F,556,1,1,1,1,1,CALCULATED
101066,2023-01-03,2023-07-31,210,602.0,2.8667,2,6,1,3,9,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
101067,2023-01-03,2023-07-31,210,941.0,4.481,2,9,1,5,14,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101068,2023-01-03,2023-07-31,210,1803.0,8.5857,2,18,1,8,26,chilled=F · oversize=F,280,1,1,1,1,1,CALCULATED
101069,2023-01-03,2023-07-31,210,1030.0,4.9048,2,10,1,5,15,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
101071,2023-01-03,2023-07-31,210,821.0,3.9095,2,8,1,4,12,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101072,2023-01-03,2023-07-31,210,189.0,0.9,2,2,1,1,3,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101073,2023-01-03,2023-07-31,210,1193.0,5.681,2,12,1,6,18,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
101074,2023-01-03,2023-07-31,210,1567.0,7.4619,2,15,1,8,23,chilled=F · oversize=F,100,1,1,1,1,1,CALCULATED
101075,2023-01-03,2023-07-31,210,10473.0,49.8714,2,100,1,50,150,chilled=F · oversize=F,96,1,1,1,2,1,CALCULATED
101076,2023-01-03,2023-07-31,210,6169.0,29.3762,2,59,1,30,89,chilled=F · oversize=F,125,1,1,1,1,1,CALCULATED
101077,2023-01-03,2023-07-31,210,133.0,0.6333,2,2,1,0,2,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
101080,2023-01-03,2023-07-31,210,7120.0,33.9048,2,68,1,34,102,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
101082,2023-01-03,2023-07-31,210,1020.0,4.8571,2,10,1,5,15,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
101084,2023-01-03,2023-07-31,210,8628.0,41.0857,2,83,1,41,124,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
101085,2023-01-03,2023-07-31,210,2453.0,11.681,2,24,1,12,36,chilled=F · oversize=F,590,1,1,1,1,1,CALCULATED
101089,2023-01-03,2023-07-31,210,361.0,1.719,2,4,1,2,6,chilled=F · oversize=F,279,1,1,1,1,1,CALCULATED
101090,2023-01-03,2023-07-31,210,555.0,2.6429,2,6,1,2,8,chilled=F · oversize=F,96,1,1,1,1,1,CALCULATED
101091,2023-01-03,2023-07-31,210,876.0,4.1714,2,9,1,4,13,chilled=T · oversize=F,625,1,1,1,1,1,CALCULATED
101092,2023-01-03,2023-07-31,210,1967.0,9.3667,2,19,1,10,29,chilled=F · oversize=F,299,1,1,1,1,1,CALCULATED
101093,2023-01-03,2023-07-31,210,2718.0,12.9429,2,26,1,13,39,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
101094,2023-01-03,2023-07-31,210,815.0,3.881,2,8,1,4,12,chilled=T · oversize=F,192,1,1,1,1,1,CALCULATED
101095,2023-01-03,2023-07-31,210,28312.0,134.819,2,270,1,135,405,chilled=F · oversize=F,1250,1,1,1,1,1,CALCULATED
101096,2023-01-03,2023-07-31,210,1374.0,6.5429,2,14,1,6,20,chilled=F · oversize=F,130,1,1,1,1,1,CALCULATED
101097,2023-01-03,2023-07-31,210,10326.0,49.1714,2,99,1,49,148,chilled=F · oversize=F,347,1,1,1,1,1,CALCULATED
101099,2023-01-03,2023-07-31,210,3180.0,15.1429,2,31,1,15,46,chilled=F · oversize=F,280,1,1,1,1,1,CALCULATED
101101,2023-01-03,2023-07-31,210,149.0,0.7095,2,2,1,1,3,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101102,2023-01-03,2023-07-31,210,31754.0,151.2095,2,303,1,151,454,chilled=F · oversize=F,227,1,1,1,2,1,CALCULATED
101103,2023-01-03,2023-07-31,210,1448.0,6.8952,2,14,1,7,21,chilled=T · oversize=F,149,1,1,1,1,1,CALCULATED
101104,2023-01-03,2023-07-31,210,5040.0,24.0,2,48,1,24,72,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101105,2023-01-03,2023-07-31,210,1461.0,6.9571,2,14,1,7,21,chilled=F · oversize=F,480,1,1,1,1,1,CALCULATED
101106,2023-01-03,2023-07-31,210,23928.0,113.9429,2,228,1,114,342,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
101107,2023-01-03,2023-07-31,210,21000.0,100.0,2,200,1,100,300,chilled=T · oversize=F,1023,1,1,1,1,1,CALCULATED
101109,2023-01-03,2023-07-31,210,5010.0,23.8571,2,48,1,24,72,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101110,2023-01-03,2023-07-31,210,479.0,2.281,2,5,1,2,7,chilled=F · oversize=F,208,1,1,1,1,1,CALCULATED
101112,2023-01-03,2023-07-31,210,316.0,1.5048,2,4,1,1,5,chilled=F · oversize=F,52,1,1,1,1,1,CALCULATED
101116,2023-01-03,2023-07-31,210,1332.0,6.3429,2,13,1,7,20,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101117,2023-01-03,2023-07-31,210,3884.0,18.4952,2,37,1,19,56,chilled=F · oversize=F,569,1,1,1,1,1,CALCULATED
101122,2023-01-03,2023-07-31,210,7356.0,35.0286,2,71,1,35,106,chilled=F · oversize=F,129,1,1,1,1,1,CALCULATED
101125,2023-01-03,2023-07-31,210,1316.0,6.2667,2,13,1,6,19,chilled=F · oversize=F,308,1,1,1,1,1,CALCULATED
101126,2023-01-03,2023-07-31,210,69.0,0.3286,2,1,1,0,1,chilled=F · oversize=F,147,1,1,1,1,1,CALCULATED
101128,2023-01-03,2023-07-31,210,3552.0,16.9143,2,34,1,17,51,chilled=F · oversize=F,675,1,1,1,1,1,CALCULATED
101133,2023-01-03,2023-07-31,210,61.0,0.2905,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101134,2023-01-03,2023-07-31,210,27584.0,131.3524,2,263,1,132,395,chilled=F · oversize=F,1140,1,1,1,1,1,CALCULATED
101135,2023-01-03,2023-07-31,210,24747.0,117.8429,2,236,1,118,354,chilled=F · oversize=F,192,1,1,1,2,1,CALCULATED
101137,2023-01-03,2023-07-31,210,666.0,3.1714,2,7,1,3,10,chilled=F · oversize=F,176,1,1,1,1,1,CALCULATED
101138,2023-01-03,2023-07-31,210,3000.0,14.2857,2,29,1,14,43,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
101141,2023-01-03,2023-07-31,210,7344.0,34.9714,2,70,1,35,105,chilled=F · oversize=F,600,1,1,1,1,1,CALCULATED
101143,2023-01-03,2023-07-31,210,559.0,2.6619,2,6,1,2,8,chilled=F · oversize=F,56,1,1,1,1,1,CALCULATED
101144,2023-01-03,2023-07-31,210,67.0,0.319,2,1,1,0,1,chilled=F · oversize=F,389,1,1,1,1,1,CALCULATED
101145,2023-01-03,2023-07-31,210,1113.0,5.3,2,11,1,5,16,chilled=F · oversize=F,393,1,1,1,1,1,CALCULATED
101146,2023-01-03,2023-07-31,210,4194.0,19.9714,2,40,1,20,60,chilled=F · oversize=F,531,1,1,1,1,1,CALCULATED
101147,2023-01-03,2023-07-31,210,14357.0,68.3667,2,137,1,69,206,chilled=F · oversize=F,461,1,1,1,1,1,CALCULATED
101149,2023-01-03,2023-07-31,210,3390.0,16.1429,2,33,1,16,49,chilled=F · oversize=F,379,1,1,1,1,1,CALCULATED
101150,2023-01-03,2023-07-31,210,1388.0,6.6095,2,14,1,6,20,chilled=F · oversize=F,360,1,1,1,1,1,CALCULATED
101151,2023-01-03,2023-07-31,210,3498.0,16.6571,2,34,1,16,50,chilled=T · oversize=F,156,1,1,1,1,1,CALCULATED
101153,2023-01-03,2023-07-31,210,10373.0,49.3952,2,99,1,50,149,chilled=F · oversize=F,318,1,1,1,1,1,CALCULATED
101154,2023-01-03,2023-07-31,210,487.0,2.319,2,5,1,2,7,chilled=F · oversize=F,119,1,1,1,1,1,CALCULATED
101155,2023-01-03,2023-07-31,210,6615.0,31.5,2,63,1,32,95,chilled=F · oversize=F,178,1,1,1,1,1,CALCULATED
101157,2023-01-03,2023-07-31,210,10186.0,48.5048,2,98,1,48,146,chilled=F · oversize=F,179,1,1,1,1,1,CALCULATED
101158,2023-01-03,2023-07-31,210,1.0,0.0048,2,1,1,0,1,chilled=T · oversize=T,1,1,1,1,1,1,CALCULATED_UNVERIFIED_PHYSICAL
101159,2023-01-03,2023-07-31,210,1152.0,5.4857,2,11,1,6,17,chilled=F · oversize=F,268,1,1,1,1,1,CALCULATED
101160,2023-01-03,2023-07-31,210,100.0,0.4762,2,1,1,1,2,chilled=F · oversize=F,430,1,1,1,1,1,CALCULATED
101163,2023-01-03,2023-07-31,210,5304.0,25.2571,2,51,1,25,76,chilled=T · oversize=F,274,1,1,1,1,1,CALCULATED
101164,2023-01-03,2023-07-31,210,65800.0,313.3333,2,627,1,313,940,chilled=F · oversize=F,166,1,1,1,6,1,CALCULATED
101165,2023-01-03,2023-07-31,210,2000.0,9.5238,2,20,1,9,29,chilled=F · oversize=F,114,1,1,1,1,1,CALCULATED
101166,2023-01-03,2023-07-31,210,2153.0,10.2524,2,21,1,10,31,chilled=F · oversize=F,274,1,1,1,1,1,CALCULATED
101167,2023-01-03,2023-07-31,210,1081.0,5.1476,2,11,1,5,16,chilled=F · oversize=F,378,1,1,1,1,1,CALCULATED
101173,2023-01-03,2023-07-31,210,407.0,1.9381,2,4,1,2,6,chilled=F · oversize=F,174,1,1,1,1,1,CALCULATED
101174,2023-01-03,2023-07-31,210,586.0,2.7905,2,6,1,3,9,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101177,2023-01-03,2023-07-31,210,2586.0,12.3143,2,25,1,12,37,chilled=F · oversize=F,462,1,1,1,1,1,CALCULATED
101179,2023-01-03,2023-07-31,210,383.0,1.8238,2,4,1,2,6,chilled=F · oversize=F,212,1,1,1,1,1,CALCULATED
101180,2023-01-03,2023-07-31,210,3315.0,15.7857,2,32,1,16,48,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101181,2023-01-03,2023-07-31,210,6381.0,30.3857,2,61,1,31,92,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101182,2023-01-03,2023-07-31,210,1066.0,5.0762,2,11,1,5,16,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101183,2023-01-03,2023-07-31,210,2105.0,10.0238,2,21,1,10,31,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101184,2023-01-03,2023-07-31,210,963.0,4.5857,2,10,1,4,14,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101185,2023-01-03,2023-07-31,210,2370.0,11.2857,2,23,1,11,34,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101187,2023-01-03,2023-07-31,210,7041.0,33.5286,2,68,1,33,101,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101189,2023-01-03,2023-07-31,210,1394.0,6.6381,2,14,1,6,20,chilled=F · oversize=F,275,1,1,1,1,1,CALCULATED
101191,2023-01-03,2023-07-31,210,9916.0,47.219,2,95,1,47,142,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101192,2023-01-03,2023-07-31,210,61362.0,292.2,2,585,1,292,877,chilled=T · oversize=F,416,1,1,1,3,1,CALCULATED
101193,2023-01-03,2023-07-31,210,6445.0,30.6905,2,62,1,31,93,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101195,2023-01-03,2023-07-31,210,120.0,0.5714,2,2,1,0,2,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101198,2023-01-03,2023-07-31,210,1577.0,7.5095,2,16,1,7,23,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
101199,2023-01-03,2023-07-31,210,738.0,3.5143,2,8,1,3,11,chilled=F · oversize=F,277,1,1,1,1,1,CALCULATED
101200,2023-01-03,2023-07-31,210,4188.0,19.9429,2,40,1,20,60,chilled=F · oversize=F,26,1,1,1,3,1,CALCULATED
101202,2023-01-03,2023-07-31,210,2635.0,12.5476,2,26,1,12,38,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101203,2023-01-03,2023-07-31,210,2101.0,10.0048,2,21,1,10,31,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
101207,2023-01-03,2023-07-31,210,7520.0,35.8095,2,72,1,36,108,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101211,2023-01-03,2023-07-31,210,2280.0,10.8571,2,22,1,11,33,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101215,2023-01-03,2023-07-31,210,1101.0,5.2429,2,11,1,5,16,chilled=F · oversize=F,574,1,1,1,1,1,CALCULATED
101218,2023-01-03,2023-07-31,210,1976.0,9.4095,2,19,1,10,29,chilled=F · oversize=F,821,1,1,1,1,1,CALCULATED
101219,2023-01-03,2023-07-31,210,2309.0,10.9952,2,22,1,11,33,chilled=F · oversize=F,166,1,1,1,1,1,CALCULATED
101221,2023-01-03,2023-07-31,210,2330.0,11.0952,2,23,1,11,34,chilled=F · oversize=F,442,1,1,1,1,1,CALCULATED
101233,2023-01-03,2023-07-31,210,469.0,2.2333,2,5,1,2,7,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101234,2023-01-03,2023-07-31,210,188.0,0.8952,2,2,1,1,3,chilled=F · oversize=F,214,1,1,1,1,1,CALCULATED
101235,2023-01-03,2023-07-31,210,1401.0,6.6714,2,14,1,7,21,chilled=T · oversize=F,516,1,1,1,1,1,CALCULATED
101244,2023-01-03,2023-07-31,210,3625.0,17.2619,2,35,1,17,52,chilled=F · oversize=F,688,1,1,1,1,1,CALCULATED
101254,2023-01-03,2023-07-31,210,829.0,3.9476,2,8,1,4,12,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101256,2023-01-03,2023-07-31,210,2450.0,11.6667,2,24,1,11,35,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
101265,2023-01-03,2023-07-31,210,1465.0,6.9762,2,14,1,7,21,chilled=F · oversize=F,625,1,1,1,1,1,CALCULATED
101266,2023-01-03,2023-07-31,210,1453.0,6.919,2,14,1,7,21,chilled=T · oversize=F,833,1,1,1,1,1,CALCULATED
101271,2023-01-03,2023-07-31,210,249.0,1.1857,2,3,1,1,4,chilled=F · oversize=F,96,1,1,1,1,1,CALCULATED
101273,2023-01-03,2023-07-31,210,1602.0,7.6286,2,16,1,7,23,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101275,2023-01-03,2023-07-31,210,1599.0,7.6143,2,16,1,7,23,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101276,2023-01-03,2023-07-31,210,3906.0,18.6,2,38,1,18,56,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101277,2023-01-03,2023-07-31,210,143.0,0.681,2,2,1,1,3,chilled=F · oversize=F,96,1,1,1,1,1,CALCULATED
101279,2023-01-03,2023-07-31,210,770.0,3.6667,2,8,1,3,11,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
101280,2023-01-03,2023-07-31,210,1265.0,6.0238,2,13,1,6,19,chilled=T · oversize=F,500,1,1,1,1,1,CALCULATED
101281,2023-01-03,2023-07-31,210,990.0,4.7143,2,10,1,5,15,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
101282,2023-01-03,2023-07-31,210,925.0,4.4048,2,9,1,5,14,chilled=F · oversize=F,304,1,1,1,1,1,CALCULATED
101285,2023-01-03,2023-07-31,210,200.0,0.9524,2,2,1,1,3,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
101288,2023-01-03,2023-07-31,210,4411.0,21.0048,2,43,1,21,64,chilled=T · oversize=F,658,1,1,1,1,1,CALCULATED
101289,2023-01-03,2023-07-31,210,23.0,0.1095,2,1,1,0,1,chilled=F · oversize=F,546,1,1,1,1,1,CALCULATED
101290,2023-01-03,2023-07-31,210,33100.0,157.619,2,316,1,157,473,chilled=F · oversize=F,540,1,1,1,1,1,CALCULATED
101291,2023-01-03,2023-07-31,210,2993.0,14.2524,2,29,1,14,43,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101292,2023-01-03,2023-07-31,210,1080.0,5.1429,2,11,1,5,16,chilled=F · oversize=F,558,1,1,1,1,1,CALCULATED
101293,2023-01-03,2023-07-31,210,6576.0,31.3143,2,63,1,31,94,chilled=F · oversize=F,595,1,1,1,1,1,CALCULATED
101295,2023-01-03,2023-07-31,210,4554.0,21.6857,2,44,1,22,66,chilled=F · oversize=F,409,1,1,1,1,1,CALCULATED
101296,2023-01-03,2023-07-31,210,30286.0,144.219,2,289,1,144,433,chilled=F · oversize=F,277,1,1,1,2,1,CALCULATED
101297,2023-01-03,2023-07-31,210,2323.0,11.0619,2,23,1,11,34,chilled=F · oversize=F,53,1,1,1,1,1,CALCULATED
101299,2023-01-03,2023-07-31,210,2194.0,10.4476,2,21,1,11,32,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
101301,2023-01-03,2023-07-31,210,511.0,2.4333,2,5,1,3,8,chilled=F · oversize=F,669,1,1,1,1,1,CALCULATED
101302,2023-01-03,2023-07-31,210,1459.0,6.9476,2,14,1,7,21,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101303,2023-01-03,2023-07-31,210,639.0,3.0429,2,7,1,3,10,chilled=F · oversize=F,543,1,1,1,1,1,CALCULATED
101305,2023-01-03,2023-07-31,210,2524.0,12.019,2,25,1,12,37,chilled=F · oversize=F,697,1,1,1,1,1,CALCULATED
101307,2023-01-03,2023-07-31,210,736.0,3.5048,2,8,1,3,11,chilled=F · oversize=F,400,1,1,1,1,1,CALCULATED
101311,2023-01-03,2023-07-31,210,603.0,2.8714,2,6,1,3,9,chilled=T · oversize=F,601,1,1,1,1,1,CALCULATED
101318,2023-01-03,2023-07-31,210,15597.0,74.2714,2,149,1,74,223,chilled=F · oversize=F,527,1,1,1,1,1,CALCULATED
101322,2023-01-03,2023-07-31,210,1148.0,5.4667,2,11,1,6,17,chilled=T · oversize=F,170,1,1,1,1,1,CALCULATED
101325,2023-01-03,2023-07-31,210,921.0,4.3857,2,9,1,5,14,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
101326,2023-01-03,2023-07-31,210,218.0,1.0381,2,3,1,1,4,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101327,2023-01-03,2023-07-31,210,1898.0,9.0381,2,19,1,9,28,chilled=F · oversize=F,299,1,1,1,1,1,CALCULATED
101328,2023-01-03,2023-07-31,210,5808.0,27.6571,2,56,1,27,83,chilled=F · oversize=F,138,1,1,1,1,1,CALCULATED
101329,2023-01-03,2023-07-31,210,64112.0,305.2952,2,611,1,305,916,chilled=F · oversize=F,131,1,1,1,7,1,CALCULATED
101330,2023-01-03,2023-07-31,210,79871.0,380.3381,2,761,1,381,1142,chilled=F · oversize=F,75,1,1,1,16,2,CALCULATED
101332,2023-01-03,2023-07-31,210,14136.0,67.3143,2,135,1,67,202,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101333,2023-01-03,2023-07-31,210,8442.0,40.2,2,81,1,40,121,chilled=F · oversize=F,250,1,1,1,1,1,CALCULATED
101334,2023-01-03,2023-07-31,210,5898.0,28.0857,2,57,1,28,85,chilled=F · oversize=F,127,1,1,1,1,1,CALCULATED
101335,2023-01-03,2023-07-31,210,4770.0,22.7143,2,46,1,23,69,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
101336,2023-01-03,2023-07-31,210,668.0,3.181,2,7,1,3,10,chilled=F · oversize=F,131,1,1,1,1,1,CALCULATED
101337,2023-01-03,2023-07-31,210,2242.0,10.6762,2,22,1,11,33,chilled=F · oversize=F,416,1,1,1,1,1,CALCULATED
104356,2023-01-03,2023-07-31,210,10224.0,48.6857,2,98,1,49,147,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
104357,2023-01-03,2023-07-31,210,80.0,0.381,2,1,1,1,2,chilled=F · oversize=F,227,1,1,1,1,1,CALCULATED
104397,2023-01-03,2023-07-31,210,5299.0,25.2333,2,51,1,25,76,chilled=T · oversize=F,415,1,1,1,1,1,CALCULATED
104398,2023-01-03,2023-07-31,210,247.0,1.1762,2,3,1,1,4,chilled=F · oversize=F,310,1,1,1,1,1,CALCULATED
104429,2023-01-03,2023-07-31,210,3828.0,18.2286,2,37,1,18,55,chilled=F · oversize=F,214,1,1,1,1,1,CALCULATED
104505,2023-01-03,2023-07-31,210,2099.0,9.9952,2,20,1,10,30,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
105271,2023-01-03,2023-07-31,210,1000.0,4.7619,2,10,1,5,15,chilled=F · oversize=F,35,1,1,1,1,1,CALCULATED
105418,2023-01-03,2023-07-31,210,5030.0,23.9524,2,48,1,24,72,chilled=F · oversize=F,147,1,1,1,1,1,CALCULATED
107034,2023-01-03,2023-07-31,210,7596.0,36.1714,2,73,1,36,109,chilled=F · oversize=F,531,1,1,1,1,1,CALCULATED
107094,2023-01-03,2023-07-31,210,543.0,2.5857,2,6,1,2,8,chilled=F · oversize=F,500,1,1,1,1,1,CALCULATED
107095,2023-01-03,2023-07-31,210,1500.0,7.1429,2,15,1,7,22,chilled=T · oversize=F,892,1,1,1,1,1,CALCULATED
107101,2023-01-03,2023-07-31,210,1761.0,8.3857,2,17,1,9,26,chilled=F · oversize=F,833,1,1,1,1,1,CALCULATED
107102,2023-01-03,2023-07-31,210,1189.0,5.6619,2,12,1,5,17,chilled=F · oversize=F,357,1,1,1,1,1,CALCULATED
107103,2023-01-03,2023-07-31,210,3889.0,18.519,2,38,1,18,56,chilled=T · oversize=F,500,1,1,1,1,1,CALCULATED
107104,2023-01-03,2023-07-31,210,7462.0,35.5333,2,72,1,35,107,chilled=F · oversize=F,280,1,1,1,1,1,CALCULATED
107105,2023-01-03,2023-07-31,210,1704.0,8.1143,2,17,1,8,25,chilled=T · oversize=F,416,1,1,1,1,1,CALCULATED
107106,2023-01-03,2023-07-31,210,9853.0,46.919,2,94,1,47,141,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107107,2023-01-03,2023-07-31,210,372.0,1.7714,2,4,1,2,6,chilled=F · oversize=F,217,1,1,1,1,1,CALCULATED
107108,2023-01-03,2023-07-31,210,498.0,2.3714,2,5,1,3,8,chilled=F · oversize=F,394,1,1,1,1,1,CALCULATED
107110,2023-01-03,2023-07-31,210,50.0,0.2381,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107112,2023-01-03,2023-07-31,210,18.0,0.0857,2,1,1,0,1,chilled=F · oversize=F,415,1,1,1,1,1,CALCULATED
107113,2023-01-03,2023-07-31,210,441.0,2.1,2,5,1,2,7,chilled=F · oversize=F,119,1,1,1,1,1,CALCULATED
107116,2023-01-03,2023-07-31,210,1269.0,6.0429,2,13,1,6,19,chilled=T · oversize=F,625,1,1,1,1,1,CALCULATED
