sku,handling_unit_id,from_rack,to_rack,from,to
101282,SHELF_003,G28_15,G16_15,Z17/A02/B-G28_15/L02/S04,Z13/A01/B-G16_15/L01/S02
101285,SHELF_001,G30_14,G13_15,Z18/A01/B-G30_14/L01/S04,Z10/A01/B-G13_15/L01/S02
101288,SHELF_169,G3_10,G4_9,Z01/A02/B-G3_10/L03/S02,Z01/A03/B-G4_9/L02/S02
101289,SHELF_202,G32_15,G10_4,Z18/A03/B-G32_15/L03/S04,Z09/A01/B-G10_4/L01/S01
101290,SHELF_057,G13_15,G5_14,Z10/A01/B-G13_15/L01/S03,Z04/A04/B-G5_14/L01/S03
101291,SHELF_231,G8_15,G27_5,Z06/A02/B-G8_15/L03/S01,Z17/A01/B-G27_5/L01/S01
101292,SHELF_294,G8_13,G33_6,Z06/A02/B-G8_13/L03/S04,Z19/A04/B-G33_6/L01/S02
101293,SHELF_046,G16_14,G21_12,Z13/A01/B-G16_14/L02/S01,Z15/A01/B-G21_12/L02/S02
101295,SHELF_141,G17_14,G27_9,Z13/A02/B-G17_14/L01/S01,Z17/A01/B-G27_9/L01/S04
101296,SHELF_015,G16_15,G22_15,Z13/A01/B-G16_15/L03/S04,Z15/A02/B-G22_15/L02/S03
101297,SHELF_112,G25_15,G10_8,Z16/A02/B-G25_15/L03/S04,Z09/A01/B-G10_8/L01/S04
101299,SHELF_126,G11_12,G0_14,Z09/A02/B-G11_12/L01/S02,Z03/A01/B-G0_14/L01/S02
101301,SHELF_274,G24_12,G35_10,Z16/A01/B-G24_12/L01/S04,Z20/A01/B-G35_10/L01/S04
101302,SHELF_035,G13_12,G14_12,Z10/A01/B-G13_12/L03/S03,Z10/A02/B-G14_12/L01/S02
101303,SHELF_022,G13_10,G16_13,Z10/A01/B-G13_10/L02/S04,Z13/A01/B-G16_13/L01/S03
101305,SHELF_099,G11_13,G19_8,Z09/A02/B-G11_13/L03/S04,Z14/A01/B-G19_8/L01/S03
101307,SHELF_143,G17_10,G32_13,Z13/A02/B-G17_10/L02/S03,Z18/A03/B-G32_13/L01/S01
101311,SHELF_173,G3_9,G2_10,Z01/A02/B-G3_9/L03/S03,Z01/A01/B-G2_10/L01/S01
101318,SHELF_103,G21_14,G20_8,Z15/A01/B-G21_14/L01/S04,Z14/A02/B-G20_8/L01/S02
101322,SHELF_218,G2_10,G5_6,Z01/A01/B-G2_10/L02/S03,Z01/A04/B-G5_6/L01/S02
101325,SHELF_108,G22_12,G0_15,Z15/A02/B-G22_12/L03/S02,Z03/A01/B-G0_15/L01/S02
101326,SHELF_230,G31_15,G25_4,Z18/A02/B-G31_15/L03/S04,Z16/A02/B-G25_4/L01/S02
101327,SHELF_022,G19_12,G16_13,Z14/A01/B-G19_12/L01/S01,Z13/A01/B-G16_13/L01/S02
101328,SHELF_055,G24_13,G27_14,Z16/A01/B-G24_13/L01/S03,Z17/A01/B-G27_14/L01/S04
101329,SHELF_025,G13_15,G22_14,Z10/A01/B-G13_15/L03/S01,Z15/A02/B-G22_14/L02/S02
101330,SHELF_011,G16_15,G14_14,Z13/A01/B-G16_15/L01/S03,Z10/A02/B-G14_14/L01/S04
101332,SHELF_100,G14_14,G22_9,Z10/A02/B-G14_14/L03/S04,Z15/A02/B-G22_9/L01/S02
101333,SHELF_281,G16_12,G27_2,Z13/A01/B-G16_12/L02/S02,Z21/A03/B-G27_2/L01/S01
101334,SHELF_265,G7_14,G22_1,Z06/A01/B-G7_14/L02/S02,Z15/A02/B-G22_1/L01/S02
101335,SHELF_108,G22_15,G0_15,Z15/A02/B-G22_15/L01/S04,Z03/A01/B-G0_15/L01/S03
101336,SHELF_044,G4_15,G27_15,Z04/A03/B-G4_15/L02/S01,Z17/A01/B-G27_15/L02/S01
101337,SHELF_008,G25_15,G21_15,Z16/A02/B-G25_15/L01/S02,Z15/A01/B-G21_15/L01/S03
104356,SHELF_163,G24_14,G25_7,Z16/A01/B-G24_14/L02/S04,Z16/A02/B-G25_7/L01/S03
104357,SHELF_233,G31_14,G31_8,Z18/A02/B-G31_14/L01/S04,Z19/A02/B-G31_8/L01/S04
104397,SHELF_199,G4_9,G2_9,Z01/A03/B-G4_9/L03/S03,Z01/A01/B-G2_9/L02/S01
104398,SHELF_211,G20_9,G31_9,Z14/A02/B-G20_9/L02/S04,Z19/A02/B-G31_9/L01/S04
104429,SHELF_259,G22_12,G0_8,Z15/A02/B-G22_12/L02/S03,Z03/A01/B-G0_8/L01/S01
104505,SHELF_114,G21_9,G14_7,Z15/A01/B-G21_9/L03/S03,Z10/A02/B-G14_7/L01/S03
105271,SHELF_300,G30_13,G5_1,Z18/A01/B-G30_13/L01/S02,Z05/A04/B-G5_1/L01/S01
105418,SHELF_098,G30_15,G17_8,Z18/A01/B-G30_15/L03/S04,Z13/A02/B-G17_8/L01/S01
107034,SHELF_021,G19_14,G14_13,Z14/A01/B-G19_14/L02/S04,Z10/A02/B-G14_13/L02/S02
107094,SHELF_117,G20_10,G19_7,Z14/A02/B-G20_10/L03/S01,Z14/A01/B-G19_7/L02/S02
107095,SHELF_218,G2_10,G5_6,Z01/A01/B-G2_10/L03/S02,Z01/A04/B-G5_6/L01/S04
107101,SHELF_043,G14_12,G25_14,Z10/A02/B-G14_12/L03/S04,Z16/A02/B-G25_14/L01/S04
107102,SHELF_197,G3_15,G11_4,Z04/A02/B-G3_15/L02/S04,Z09/A02/B-G11_4/L01/S03
107103,SHELF_173,G5_9,G2_10,Z01/A04/B-G5_9/L02/S01,Z01/A01/B-G2_10/L01/S02
107104,SHELF_171,G8_13,G11_5,Z06/A02/B-G8_13/L01/S02,Z09/A02/B-G11_5/L01/S01
107105,SHELF_242,G2_10,G5_5,Z01/A01/B-G2_10/L02/S02,Z01/A04/B-G5_5/L01/S02
107106,SHELF_058,G21_12,G7_13,Z15/A01/B-G21_12/L02/S01,Z06/A01/B-G7_13/L01/S03
107107,SHELF_090,G10_9,G11_9,Z09/A01/B-G10_9/L02/S03,Z09/A02/B-G11_9/L01/S02
107108,SHELF_210,G30_14,G30_8,Z18/A01/B-G30_14/L02/S02,Z19/A01/B-G30_8/L01/S02
107110,SHELF_230,G30_13,G25_4,Z18/A01/B-G30_13/L01/S03,Z16/A02/B-G25_4/L01/S03
107112,SHELF_123,G0_15,G31_13,Z03/A01/B-G0_15/L02/S02,Z18/A02/B-G31_13/L01/S02
107113,SHELF_155,G4_14,G17_5,Z04/A03/B-G4_14/L02/S03,Z13/A02/B-G17_5/L01/S02
107116,SHELF_160,G4_9,G3_10,Z01/A03/B-G4_9/L02/S03,Z01/A02/B-G3_10/L02/S01
107120,SHELF_054,G14_15,G25_13,Z10/A02/B-G14_15/L01/S04,Z16/A02/B-G25_13/L01/S03
107121,SHELF_124,G5_13,G32_14,Z04/A04/B-G5_13/L01/S01,Z18/A03/B-G32_14/L02/S03
107123,SHELF_183,G17_8,G24_6,Z13/A02/B-G17_8/L02/S04,Z16/A01/B-G24_6/L02/S02
107124,SHELF_150,G8_15,G7_8,Z06/A02/B-G8_15/L01/S03,Z06/A01/B-G7_8/L01/S04
107129,SHELF_029,G25_12,G25_15,Z16/A02/B-G25_12/L02/S03,Z16/A02/B-G25_15/L02/S01
107130,SHELF_005,G20_15,G19_15,Z14/A02/B-G20_15/L01/S03,Z14/A01/B-G19_15/L01/S02
107131,SHELF_065,G7_15,G3_15,Z06/A01/B-G7_15/L02/S04,Z04/A02/B-G3_15/L02/S03
107133,SHELF_169,G4_8,G4_9,Z01/A03/B-G4_8/L03/S02,Z01/A03/B-G4_9/L02/S03
107135,SHELF_073,G31_14,G21_10,Z18/A02/B-G31_14/L03/S01,Z15/A01/B-G21_10/L01/S01
107136,SHELF_002,G20_12,G14_15,Z14/A02/B-G20_12/L01/S01,Z10/A02/B-G14_15/L01/S02
107144,SHELF_217,G3_9,G2_8,Z01/A02/B-G3_9/L01/S03,Z01/A01/B-G2_8/L01/S01
107146,SHELF_154,G27_13,G16_5,Z17/A01/B-G27_13/L01/S01,Z13/A01/B-G16_5/L01/S04
107149,SHELF_183,G28_13,G24_6,Z17/A02/B-G28_13/L02/S01,Z16/A01/B-G24_6/L02/S03
107151,SHELF_030,G20_10,G11_13,Z14/A02/B-G20_10/L01/S03,Z09/A02/B-G11_13/L01/S02
107153,SHELF_064,G13_9,G28_14,Z10/A01/B-G13_9/L03/S03,Z17/A02/B-G28_14/L01/S04
107154,SHELF_011,G5_12,G14_14,Z04/A04/B-G5_12/L01/S04,Z10/A02/B-G14_14/L01/S03
107159,SHELF_013,G21_14,G17_14,Z15/A01/B-G21_14/L03/S03,Z13/A02/B-G17_14/L02/S02
107162,SHELF_004,G5_15,G17_15,Z04/A04/B-G5_15/L03/S02,Z13/A02/B-G17_15/L02/S01
107164,SHELF_048,G30_14,G7_14,Z18/A01/B-G30_14/L03/S01,Z06/A01/B-G7_14/L01/S02
107165,SHELF_250,G27_13,G28_5,Z17/A01/B-G27_13/L03/S02,Z17/A02/B-G28_5/L01/S03
107166,SHELF_141,G13_8,G27_9,Z10/A01/B-G13_8/L01/S02,Z17/A01/B-G27_9/L01/S01
107168,SHELF_176,G24_13,G10_5,Z16/A01/B-G24_13/L02/S04,Z09/A01/B-G10_5/L01/S04
107170,SHELF_167,G14_8,G33_13,Z10/A02/B-G14_8/L02/S03,Z18/A04/B-G33_13/L01/S03
107171,SHELF_322,G19_8,G35_4,Z14/A01/B-G19_8/L03/S02,Z20/A01/B-G35_4/L01/S01
107172,SHELF_059,G19_13,G13_10,Z14/A01/B-G19_13/L02/S01,Z10/A01/B-G13_10/L01/S02
107174,SHELF_108,G27_13,G0_15,Z17/A01/B-G27_13/L01/S02,Z03/A01/B-G0_15/L01/S04
107175,SHELF_295,G22_12,G35_8,Z15/A02/B-G22_12/L02/S01,Z20/A01/B-G35_8/L01/S01
107176,SHELF_061,G8_12,G17_10,Z06/A02/B-G8_12/L01/S02,Z13/A02/B-G17_10/L01/S02
107177,SHELF_149,G5_9,G5_9,Z01/A04/B-G5_9/L02/S03,Z01/A04/B-G5_9/L01/S03
107178,SHELF_037,G10_13,G17_12,Z09/A01/B-G10_13/L03/S02,Z13/A02/B-G17_12/L01/S02
107180,SHELF_106,G10_9,G32_15,Z09/A01/B-G10_9/L01/S01,Z18/A03/B-G32_15/L01/S03
107186,SHELF_225,G5_14,G24_4,Z04/A04/B-G5_14/L02/S01,Z16/A01/B-G24_4/L01/S02
107188,SHELF_003,G14_8,G16_15,Z10/A02/B-G14_8/L02/S04,Z13/A01/B-G16_15/L01/S03
107192,SHELF_260,G19_10,G11_1,Z14/A01/B-G19_10/L01/S03,Z11/A02/B-G11_1/L01/S03
107195,SHELF_215,G4_8,G4_7,Z01/A03/B-G4_8/L03/S04,Z01/A03/B-G4_7/L02/S04
107197,SHELF_020,G16_8,G13_13,Z13/A01/B-G16_8/L01/S01,Z10/A01/B-G13_13/L01/S02
107198,SHELF_078,G19_8,G13_9,Z14/A01/B-G19_8/L02/S01,Z10/A01/B-G13_9/L01/S04
107199,SHELF_319,G4_13,G36_6,Z04/A03/B-G4_13/L03/S03,Z20/A02/B-G36_6/L01/S01
107202,SHELF_274,G22_10,G35_10,Z15/A02/B-G22_10/L01/S03,Z20/A01/B-G35_10/L01/S02
107204,SHELF_155,G11_12,G17_5,Z09/A02/B-G11_12/L03/S03,Z13/A02/B-G17_5/L02/S01
107207,SHELF_081,G20_12,G19_9,Z14/A02/B-G20_12/L03/S04,Z14/A01/B-G19_9/L02/S01
107209,SHELF_165,G16_8,G30_10,Z13/A01/B-G16_8/L01/S04,Z19/A01/B-G30_10/L02/S03
107210,SHELF_225,G19_12,G24_4,Z14/A01/B-G19_12/L02/S02,Z16/A01/B-G24_4/L01/S01
107212,SHELF_209,G2_15,G27_6,Z04/A01/B-G2_15/L03/S04,Z17/A01/B-G27_6/L01/S04
107213,SHELF_044,G14_14,G27_15,Z10/A02/B-G14_14/L01/S03,Z17/A01/B-G27_15/L01/S03
107217,SHELF_047,G31_14,G5_15,Z18/A02/B-G31_14/L03/S02,Z04/A04/B-G5_15/L02/S02
107219,SHELF_036,G11_15,G16_12,Z09/A02/B-G11_15/L02/S02,Z13/A01/B-G16_12/L01/S01
107223,SHELF_024,G4_13,G19_13,Z04/A03/B-G4_13/L03/S04,Z14/A01/B-G19_13/L02/S03
107224,SHELF_008,G19_14,G21_15,Z14/A01/B-G19_14/L03/S03,Z15/A01/B-G21_15/L02/S03
107225,SHELF_216,G22_10,G0_10,Z15/A02/B-G22_10/L01/S01,Z03/A01/B-G0_10/L01/S01
107226,SHELF_032,G27_13,G7_15,Z17/A01/B-G27_13/L01/S04,Z06/A01/B-G7_15/L02/S01
107227,SHELF_139,G16_12,G8_8,Z13/A01/B-G16_12/L03/S04,Z06/A02/B-G8_8/L01/S01
107229,SHELF_235,G31_14,G35_12,Z18/A02/B-G31_14/L02/S03,Z20/A01/B-G35_12/L01/S02
107230,SHELF_261,G5_13,G21_1,Z04/A04/B-G5_13/L02/S02,Z15/A01/B-G21_1/L01/S01
107232,SHELF_039,G10_15,G22_13,Z09/A01/B-G10_15/L03/S03,Z15/A02/B-G22_13/L01/S04
107237,SHELF_237,G5_7,G4_6,Z01/A04/B-G5_7/L03/S02,Z01/A03/B-G4_6/L01/S03
107238,SHELF_047,G13_15,G5_15,Z10/A01/B-G13_15/L01/S01,Z04/A04/B-G5_15/L01/S04
107239,SHELF_248,G19_8,G19_1,Z14/A01/B-G19_8/L03/S03,Z14/A01/B-G19_1/L01/S03
107244,SHELF_110,G31_15,G21_8,Z18/A02/B-G31_15/L01/S01,Z15/A01/B-G21_8/L01/S02
107248,SHELF_192,G3_13,G33_12,Z04/A02/B-G3_13/L02/S01,Z18/A04/B-G33_12/L01/S04
107250,SHELF_048,G16_14,G7_14,Z13/A01/B-G16_14/L01/S02,Z06/A01/B-G7_14/L02/S03
107251,SHELF_066,G14_9,G8_12,Z10/A02/B-G14_9/L03/S01,Z06/A02/B-G8_12/L01/S04
107254,SHELF_063,G21_13,G24_12,Z15/A01/B-G21_13/L01/S04,Z16/A01/B-G24_12/L02/S01
107255,SHELF_104,G25_14,G30_13,Z16/A02/B-G25_14/L02/S02,Z18/A01/B-G30_13/L01/S04
107256,SHELF_043,G14_13,G25_14,Z10/A02/B-G14_13/L03/S02,Z16/A02/B-G25_14/L02/S02
107258,SHELF_126,G7_13,G0_14,Z06/A01/B-G7_13/L01/S02,Z03/A01/B-G0_14/L01/S01
107259,SHELF_057,G14_13,G5_14,Z10/A02/B-G14_13/L02/S02,Z04/A04/B-G5_14/L01/S04
107261,SHELF_309,G30_15,G2_2,Z18/A01/B-G30_15/L02/S01,Z05/A01/B-G2_2/L01/S01
107263,SHELF_203,G13_13,G22_4,Z10/A01/B-G13_13/L01/S01,Z15/A02/B-G22_4/L01/S01
107264,SHELF_085,G13_8,G20_9,Z10/A01/B-G13_8/L03/S04,Z14/A02/B-G20_9/L02/S02
107265,SHELF_177,G2_15,G13_4,Z04/A01/B-G2_15/L01/S04,Z10/A01/B-G13_4/L02/S01
107266,SHELF_222,G19_10,G16_2,Z14/A01/B-G19_10/L03/S04,Z13/A01/B-G16_2/L01/S02
107268,SHELF_181,G25_14,G19_4,Z16/A02/B-G25_14/L01/S04,Z14/A01/B-G19_4/L01/S01
107269,SHELF_064,G17_12,G28_14,Z13/A02/B-G17_12/L02/S03,Z17/A02/B-G28_14/L02/S01
107271,SHELF_079,G20_10,G14_9,Z14/A02/B-G20_10/L03/S02,Z10/A02/B-G14_9/L01/S04
107272,SHELF_191,G11_14,G31_10,Z09/A02/B-G11_14/L02/S03,Z19/A02/B-G31_10/L01/S03
107274,SHELF_124,G7_14,G32_14,Z06/A01/B-G7_14/L02/S04,Z18/A03/B-G32_14/L02/S02
107275,SHELF_116,G21_10,G17_7,Z15/A01/B-G21_10/L02/S02,Z13/A02/B-G17_7/L01/S02
107276,SHELF_117,G24_15,G19_7,Z16/A01/B-G24_15/L01/S03,Z14/A01/B-G19_7/L01/S03
107280,SHELF_070,G16_14,G30_15,Z13/A01/B-G16_14/L03/S02,Z18/A01/B-G30_15/L01/S01
107281,SHELF_017,G22_14,G11_14,Z15/A02/B-G22_14/L02/S04,Z09/A02/B-G11_14/L02/S03
107283,SHELF_074,G27_12,G2_15,Z17/A01/B-G27_12/L02/S04,Z04/A01/B-G2_15/L02/S01
107285,SHELF_037,G13_12,G17_12,Z10/A01/B-G13_12/L01/S01,Z13/A02/B-G17_12/L02/S02
107287,SHELF_130,G3_9,G5_10,Z01/A02/B-G3_9/L02/S04,Z01/A04/B-G5_10/L02/S02
107288,SHELF_142,G28_13,G31_12,Z17/A02/B-G28_13/L02/S04,Z18/A02/B-G31_12/L01/S01
107290,SHELF_206,G4_9,G3_8,Z01/A03/B-G4_9/L02/S01,Z01/A02/B-G3_8/L01/S03
107291,SHELF_140,G7_13,G20_6,Z06/A01/B-G7_13/L03/S02,Z14/A02/B-G20_6/L01/S01
107292,SHELF_224,G25_12,G19_2,Z16/A02/B-G25_12/L03/S03,Z14/A01/B-G19_2/L01/S01
107293,SHELF_171,G11_14,G11_5,Z09/A02/B-G11_14/L01/S02,Z09/A02/B-G11_5/L01/S03
107294,SHELF_224,G8_14,G19_2,Z06/A02/B-G8_14/L01/S03,Z14/A01/B-G19_2/L01/S04
107297,SHELF_179,G16_13,G16_4,Z13/A01/B-G16_13/L01/S02,Z13/A01/B-G16_4/L01/S03
107301,SHELF_173,G4_10,G2_10,Z01/A03/B-G4_10/L01/S04,Z01/A01/B-G2_10/L01/S04
107302,SHELF_094,G21_8,G10_9,Z15/A01/B-G21_8/L03/S02,Z09/A01/B-G10_9/L01/S04
107303,SHELF_034,G27_15,G13_12,Z17/A01/B-G27_15/L02/S01,Z10/A01/B-G13_12/L02/S03
107304,SHELF_043,G11_10,G25_14,Z09/A02/B-G11_10/L02/S02,Z16/A02/B-G25_14/L02/S01
107310,SHELF_137,G10_14,G22_7,Z09/A01/B-G10_14/L02/S03,Z15/A02/B-G22_7/L01/S01
107311,SHELF_029,G28_14,G25_15,Z17/A02/B-G28_14/L03/S02,Z16/A02/B-G25_15/L01/S03
107312,SHELF_027,G11_15,G8_15,Z09/A02/B-G11_15/L03/S03,Z06/A02/B-G8_15/L02/S04
107314,SHELF_102,G27_12,G3_13,Z17/A01/B-G27_12/L01/S02,Z04/A02/B-G3_13/L01/S03
107317,SHELF_097,G13_14,G16_8,Z10/A01/B-G13_14/L03/S01,Z13/A01/B-G16_8/L01/S01
107321,SHELF_147,G20_8,G11_6,Z14/A02/B-G20_8/L02/S03,Z09/A02/B-G11_6/L01/S03
107323,SHELF_244,G10_10,G10_2,Z09/A01/B-G10_10/L02/S01,Z11/A01/B-G10_2/L01/S04
107324,SHELF_089,G13_12,G4_13,Z10/A01/B-G13_12/L02/S01,Z04/A03/B-G4_13/L02/S01
107326,SHELF_111,G30_14,G2_13,Z18/A01/B-G30_14/L02/S03,Z04/A01/B-G2_13/L01/S01
107327,SHELF_074,G21_13,G2_15,Z15/A01/B-G21_13/L03/S01,Z04/A01/B-G2_15/L01/S01
107328,SHELF_142,G11_15,G31_12,Z09/A02/B-G11_15/L02/S04,Z18/A02/B-G31_12/L01/S03
107329,SHELF_012,G13_12,G16_14,Z10/A01/B-G13_12/L03/S01,Z13/A01/B-G16_14/L01/S01
107330,SHELF_162,G22_12,G20_5,Z15/A02/B-G22_12/L01/S04,Z14/A02/B-G20_5/L01/S02
107332,SHELF_196,G10_10,G0_11,Z09/A01/B-G10_10/L01/S02,Z03/A01/B-G0_11/L01/S01
107333,SHELF_099,G21_12,G19_8,Z15/A01/B-G21_12/L02/S03,Z14/A01/B-G19_8/L01/S02
107334,SHELF_065,G8_15,G3_15,Z06/A02/B-G8_15/L03/S03,Z04/A02/B-G3_15/L02/S02
107336,SHELF_160,G5_9,G3_10,Z01/A04/B-G5_9/L03/S01,Z01/A02/B-G3_10/L01/S01
107340,SHELF_086,G22_13,G27_12,Z15/A02/B-G22_13/L03/S03,Z17/A01/B-G27_12/L01/S04
107342,SHELF_293,G27_13,G32_5,Z17/A01/B-G27_13/L03/S01,Z19/A03/B-G32_5/L01/S02
107343,SHELF_119,G7_14,G3_12,Z06/A01/B-G7_14/L01/S02,Z04/A02/B-G3_12/L02/S01
107344,SHELF_050,G20_8,G22_12,Z14/A02/B-G20_8/L02/S04,Z15/A02/B-G22_12/L01/S02
107347,SHELF_227,G5_8,G3_7,Z01/A04/B-G5_8/L02/S02,Z01/A02/B-G3_7/L01/S02
107349,SHELF_323,G4_12,G36_5,Z04/A03/B-G4_12/L02/S04,Z20/A02/B-G36_5/L01/S01
107364,SHELF_108,G3_15,G0_15,Z04/A02/B-G3_15/L03/S01,Z03/A01/B-G0_15/L01/S01
107366,SHELF_165,G8_14,G30_10,Z06/A02/B-G8_14/L03/S01,Z19/A01/B-G30_10/L01/S01
107377,SHELF_046,G19_12,G21_12,Z14/A01/B-G19_12/L01/S02,Z15/A01/B-G21_12/L01/S04
107380,SHELF_014,G13_13,G19_14,Z10/A01/B-G13_13/L01/S04,Z14/A01/B-G19_14/L01/S02
107381,SHELF_213,G8_14,G35_13,Z06/A02/B-G8_14/L01/S01,Z20/A01/B-G35_13/L01/S01
107382,SHELF_077,G13_12,G10_10,Z10/A01/B-G13_12/L01/S02,Z09/A01/B-G10_10/L01/S02
107383,SHELF_262,G4_8,G2_6,Z01/A03/B-G4_8/L02/S03,Z01/A01/B-G2_6/L01/S01
107387,SHELF_267,G5_8,G3_5,Z01/A04/B-G5_8/L03/S03,Z01/A02/B-G3_5/L01/S01
107388,SHELF_226,G4_14,G28_6,Z04/A03/B-G4_14/L03/S03,Z17/A02/B-G28_6/L01/S03
107389,SHELF_226,G25_13,G28_6,Z16/A02/B-G25_13/L01/S02,Z17/A02/B-G28_6/L01/S02
107393,SHELF_171,G28_12,G11_5,Z17/A02/B-G28_12/L02/S03,Z09/A02/B-G11_5/L01/S02
107395,SHELF_070,G10_13,G30_15,Z09/A01/B-G10_13/L02/S02,Z18/A01/B-G30_15/L02/S01
107396,SHELF_115,G16_13,G16_7,Z13/A01/B-G16_13/L02/S04,Z13/A01/B-G16_7/L01/S01
107398,SHELF_130,G4_10,G5_10,Z01/A03/B-G4_10/L03/S04,Z01/A04/B-G5_10/L02/S01
107400,SHELF_169,G2_10,G4_9,Z01/A01/B-G2_10/L03/S01,Z01/A03/B-G4_9/L02/S01
107403,SHELF_077,G17_10,G10_10,Z13/A02/B-G17_10/L03/S04,Z09/A01/B-G10_10/L01/S04
107404,SHELF_213,G2_13,G35_13,Z04/A01/B-G2_13/L01/S03,Z20/A01/B-G35_13/L01/S03
107405,SHELF_179,G19_10,G16_4,Z14/A01/B-G19_10/L02/S04,Z13/A01/B-G16_4/L01/S01
107407,SHELF_115,G22_14,G16_7,Z15/A02/B-G22_14/L03/S01,Z13/A01/B-G16_7/L01/S04
107411,SHELF_069,G24_12,G27_13,Z16/A01/B-G24_12/L02/S03,Z17/A01/B-G27_13/L02/S01
107412,SHELF_001,G19_15,G13_15,Z14/A01/B-G19_15/L01/S01,Z10/A01/B-G13_15/L01/S04
107413,SHELF_151,G10_10,G10_6,Z09/A01/B-G10_10/L03/S04,Z09/A01/B-G10_6/L01/S04
107414,SHELF_243,G7_12,G7_4,Z06/A01/B-G7_12/L01/S04,Z06/A01/B-G7_4/L02/S02
107416,SHELF_223,G10_9,G17_2,Z09/A01/B-G10_9/L01/S02,Z13/A02/B-G17_2/L01/S03
107419,SHELF_124,G2_14,G32_14,Z04/A01/B-G2_14/L03/S02,Z18/A03/B-G32_14/L01/S03
107423,SHELF_233,G11_8,G31_8,Z09/A02/B-G11_8/L02/S03,Z19/A02/B-G31_8/L02/S03
107428,SHELF_053,G11_13,G8_13,Z09/A02/B-G11_13/L03/S01,Z06/A02/B-G8_13/L01/S03
107429,SHELF_191,G20_8,G31_10,Z14/A02/B-G20_8/L01/S01,Z19/A02/B-G31_10/L02/S01
107435,SHELF_146,G22_9,G0_13,Z15/A02/B-G22_9/L02/S02,Z03/A01/B-G0_13/L02/S01
107437,SHELF_283,G13_8,G31_5,Z10/A01/B-G13_8/L02/S01,Z19/A02/B-G31_5/L01/S01
107439,SHELF_173,G4_10,G2_10,Z01/A03/B-G4_10/L02/S01,Z01/A01/B-G2_10/L02/S02
107441,SHELF_052,G4_12,G28_15,Z04/A03/B-G4_12/L01/S04,Z17/A02/B-G28_15/L01/S01
107443,SHELF_207,G31_15,G8_5,Z18/A02/B-G31_15/L03/S02,Z06/A02/B-G8_5/L01/S01
107444,SHELF_090,G28_15,G11_9,Z17/A02/B-G28_15/L02/S01,Z09/A02/B-G11_9/L02/S01
107448,SHELF_208,G22_9,G25_5,Z15/A02/B-G22_9/L03/S03,Z16/A02/B-G25_5/L01/S02
107449,SHELF_150,G8_12,G7_8,Z06/A02/B-G8_12/L02/S02,Z06/A01/B-G7_8/L02/S02
107450,SHELF_301,G10_9,G3_2,Z09/A01/B-G10_9/L02/S02,Z05/A02/B-G3_2/L01/S01
107451,SHELF_128,G2_14,G21_7,Z04/A01/B-G2_14/L01/S04,Z15/A01/B-G21_7/L01/S02
107452,SHELF_224,G21_8,G19_2,Z15/A01/B-G21_8/L03/S03,Z14/A01/B-G19_2/L01/S03
107455,SHELF_115,G7_12,G16_7,Z06/A01/B-G7_12/L01/S02,Z13/A01/B-G16_7/L01/S03
107456,SHELF_269,G21_13,G25_2,Z15/A01/B-G21_13/L01/S02,Z21/A01/B-G25_2/L01/S01
107457,SHELF_135,G10_14,G17_6,Z09/A01/B-G10_14/L01/S03,Z13/A02/B-G17_6/L01/S04
107458,SHELF_128,G7_15,G21_7,Z06/A01/B-G7_15/L01/S02,Z15/A01/B-G21_7/L02/S03
107459,SHELF_032,G17_15,G7_15,Z13/A02/B-G17_15/L01/S02,Z06/A01/B-G7_15/L02/S03
107573,SHELF_080,G10_12,G17_9,Z09/A01/B-G10_12/L01/S01,Z13/A02/B-G17_9/L01/S03
107879,SHELF_121,G2_15,G27_10,Z04/A01/B-G2_15/L02/S04,Z17/A01/B-G27_10/L01/S03
109534,SHELF_051,G13_9,G24_13,Z10/A01/B-G13_9/L02/S03,Z16/A01/B-G24_13/L01/S03
109843,SHELF_111,G13_14,G2_13,Z10/A01/B-G13_14/L03/S03,Z04/A01/B-G2_13/L01/S02
109969,SHELF_186,G10_12,G8_6,Z09/A01/B-G10_12/L02/S03,Z06/A02/B-G8_6/L01/S04
109989,SHELF_029,G14_14,G25_15,Z10/A02/B-G14_14/L02/S03,Z16/A02/B-G25_15/L02/S02
110097,SHELF_204,G13_12,G24_5,Z10/A01/B-G13_12/L02/S04,Z16/A01/B-G24_5/L01/S03
110109,SHELF_214,G27_14,G36_14,Z17/A01/B-G27_14/L02/S02,Z20/A02/B-G36_14/L01/S01
110128,SHELF_254,G4_14,G30_6,Z04/A03/B-G4_14/L03/S04,Z19/A01/B-G30_6/L01/S03
110130,SHELF_165,G11_10,G30_10,Z09/A02/B-G11_10/L03/S01,Z19/A01/B-G30_10/L02/S02
110131,SHELF_170,G14_12,G0_12,Z10/A02/B-G14_12/L02/S02,Z03/A01/B-G0_12/L01/S04
110132,SHELF_031,G13_12,G21_13,Z10/A01/B-G13_12/L02/S03,Z15/A01/B-G21_13/L02/S03
110133,SHELF_266,G19_12,G28_4,Z14/A01/B-G19_12/L03/S02,Z17/A02/B-G28_4/L01/S02
110134,SHELF_235,G21_13,G35_12,Z15/A01/B-G21_13/L02/S04,Z20/A01/B-G35_12/L01/S03
110135,SHELF_272,G11_9,G32_7,Z09/A02/B-G11_9/L03/S01,Z19/A03/B-G32_7/L01/S01
