sku,handling_unit_id,from_rack,to_rack,from,to
110448,SHELF_202,G7_15,G10_4,Z06/A01/B-G7_15/L03/S02,Z09/A01/B-G10_4/L02/S01
110449,SHELF_134,G27_14,G16_6,Z17/A01/B-G27_14/L03/S01,Z13/A01/B-G16_6/L01/S02
110450,SHELF_034,G21_15,G13_12,Z15/A01/B-G21_15/L02/S04,Z10/A01/B-G13_12/L02/S01
110452,SHELF_079,G10_14,G14_9,Z09/A01/B-G10_14/L02/S02,Z10/A02/B-G14_9/L02/S01
110453,SHELF_297,G4_15,G4_2,Z04/A03/B-G4_15/L01/S04,Z05/A03/B-G4_2/L01/S02
110455,SHELF_060,G4_14,G14_10,Z04/A03/B-G4_14/L02/S02,Z10/A02/B-G14_10/L01/S01
110457,SHELF_019,G14_8,G10_14,Z10/A02/B-G14_8/L02/S01,Z09/A01/B-G10_14/L01/S02
110459,SHELF_291,G3_13,G28_2,Z04/A02/B-G3_13/L02/S04,Z21/A04/B-G28_2/L01/S03
110461,SHELF_083,G19_12,G28_13,Z14/A01/B-G19_12/L01/S04,Z17/A02/B-G28_13/L01/S01
110462,SHELF_300,G17_9,G5_1,Z13/A02/B-G17_9/L01/S01,Z05/A04/B-G5_1/L01/S03
110463,SHELF_102,G11_10,G3_13,Z09/A02/B-G11_10/L03/S02,Z04/A02/B-G3_13/L01/S01
110464,SHELF_167,G10_12,G33_13,Z09/A01/B-G10_12/L02/S01,Z18/A04/B-G33_13/L01/S04
110465,SHELF_006,G10_15,G20_15,Z09/A01/B-G10_15/L01/S04,Z14/A02/B-G20_15/L01/S02
110466,SHELF_084,G14_13,G3_14,Z10/A02/B-G14_13/L03/S01,Z04/A02/B-G3_14/L02/S01
110468,SHELF_240,G20_13,G21_2,Z14/A02/B-G20_13/L01/S01,Z15/A01/B-G21_2/L01/S02
110469,SHELF_021,G14_14,G14_13,Z10/A02/B-G14_14/L03/S02,Z10/A02/B-G14_13/L02/S01
110473,SHELF_141,G30_15,G27_9,Z18/A01/B-G30_15/L03/S01,Z17/A01/B-G27_9/L01/S03
110474,SHELF_310,G3_14,G3_1,Z04/A02/B-G3_14/L02/S04,Z05/A02/B-G3_1/L01/S01
110475,SHELF_036,G16_15,G16_12,Z13/A01/B-G16_15/L01/S01,Z13/A01/B-G16_12/L01/S03
110478,SHELF_029,G25_12,G25_15,Z16/A02/B-G25_12/L03/S01,Z16/A02/B-G25_15/L01/S01
110479,SHELF_073,G17_13,G21_10,Z13/A02/B-G17_13/L03/S03,Z15/A01/B-G21_10/L01/S03
110480,SHELF_243,G8_14,G7_4,Z06/A02/B-G8_14/L03/S03,Z06/A01/B-G7_4/L01/S03
110481,SHELF_180,G21_12,G17_4,Z15/A01/B-G21_12/L03/S04,Z13/A02/B-G17_4/L02/S01
110482,SHELF_201,G16_13,G7_6,Z13/A01/B-G16_13/L01/S03,Z06/A01/B-G7_6/L01/S03
110483,SHELF_114,G22_14,G14_7,Z15/A02/B-G22_14/L02/S03,Z10/A02/B-G14_7/L02/S01
110484,SHELF_101,G22_14,G28_12,Z15/A02/B-G22_14/L01/S01,Z17/A02/B-G28_12/L01/S01
110485,SHELF_246,G27_15,G14_1,Z17/A01/B-G27_15/L01/S02,Z12/A02/B-G14_1/L01/S01
110486,SHELF_026,G11_13,G24_15,Z09/A02/B-G11_13/L01/S03,Z16/A01/B-G24_15/L02/S02
110487,SHELF_019,G28_13,G10_14,Z17/A02/B-G28_13/L01/S02,Z09/A01/B-G10_14/L02/S03
110489,SHELF_228,G21_8,G8_4,Z15/A01/B-G21_8/L02/S03,Z06/A02/B-G8_4/L01/S01
110491,SHELF_088,G22_9,G31_15,Z15/A02/B-G22_9/L02/S03,Z18/A02/B-G31_15/L01/S04
110492,SHELF_168,G16_13,G35_15,Z13/A01/B-G16_13/L03/S03,Z20/A01/B-G35_15/L01/S02
110494,SHELF_200,G5_9,G5_7,Z01/A04/B-G5_9/L01/S01,Z01/A04/B-G5_7/L01/S04
110495,SHELF_103,G19_9,G20_8,Z14/A01/B-G19_9/L03/S04,Z14/A02/B-G20_8/L01/S04
110496,SHELF_215,G5_8,G4_7,Z01/A04/B-G5_8/L02/S04,Z01/A03/B-G4_7/L01/S01
110497,SHELF_015,G28_15,G22_15,Z17/A02/B-G28_15/L02/S03,Z15/A02/B-G22_15/L01/S02
110498,SHELF_006,G22_15,G20_15,Z15/A02/B-G22_15/L03/S02,Z14/A02/B-G20_15/L02/S01
110499,SHELF_082,G14_14,G22_10,Z10/A02/B-G14_14/L02/S02,Z15/A02/B-G22_10/L01/S02
110500,SHELF_118,G22_12,G22_8,Z15/A02/B-G22_12/L02/S04,Z15/A02/B-G22_8/L01/S03
110501,SHELF_027,G13_13,G8_15,Z10/A01/B-G13_13/L03/S03,Z06/A02/B-G8_15/L01/S03
110502,SHELF_004,G17_15,G17_15,Z13/A02/B-G17_15/L03/S04,Z13/A02/B-G17_15/L01/S01
110503,SHELF_052,G28_12,G28_15,Z17/A02/B-G28_12/L03/S04,Z17/A02/B-G28_15/L01/S04
110504,SHELF_071,G13_14,G4_14,Z10/A01/B-G13_14/L02/S03,Z04/A03/B-G4_14/L01/S02
110505,SHELF_088,G4_12,G31_15,Z04/A03/B-G4_12/L03/S01,Z18/A02/B-G31_15/L02/S01
110506,SHELF_120,G5_13,G20_7,Z04/A04/B-G5_13/L02/S03,Z14/A02/B-G20_7/L01/S03
110507,SHELF_233,G21_9,G31_8,Z15/A01/B-G21_9/L02/S04,Z19/A02/B-G31_8/L01/S01
110509,SHELF_065,G17_12,G3_15,Z13/A02/B-G17_12/L03/S03,Z04/A02/B-G3_15/L01/S03
110511,SHELF_205,G8_15,G28_7,Z06/A02/B-G8_15/L02/S03,Z17/A02/B-G28_7/L01/S01
110512,SHELF_020,G10_15,G13_13,Z09/A01/B-G10_15/L03/S02,Z10/A01/B-G13_13/L01/S04
110513,SHELF_033,G13_13,G10_13,Z10/A01/B-G13_13/L03/S01,Z09/A01/B-G10_13/L02/S01
110514,SHELF_030,G16_12,G11_13,Z13/A01/B-G16_12/L01/S03,Z09/A02/B-G11_13/L02/S01
110517,SHELF_194,G14_10,G36_15,Z10/A02/B-G14_10/L03/S04,Z20/A02/B-G36_15/L01/S02
110518,SHELF_174,G3_9,G5_8,Z01/A02/B-G3_9/L02/S02,Z01/A04/B-G5_8/L02/S03
110519,SHELF_114,G19_14,G14_7,Z14/A01/B-G19_14/L01/S01,Z10/A02/B-G14_7/L01/S01
110520,SHELF_018,G14_13,G21_14,Z10/A02/B-G14_13/L02/S01,Z15/A01/B-G21_14/L01/S02
110521,SHELF_069,G8_15,G27_13,Z06/A02/B-G8_15/L03/S02,Z17/A01/B-G27_13/L01/S01
110522,SHELF_024,G17_14,G19_13,Z13/A02/B-G17_14/L03/S03,Z14/A01/B-G19_13/L01/S02
110523,SHELF_042,G7_13,G20_12,Z06/A01/B-G7_13/L01/S04,Z14/A02/B-G20_12/L01/S03
110524,SHELF_004,G7_15,G17_15,Z06/A01/B-G7_15/L01/S03,Z13/A02/B-G17_15/L01/S04
110525,SHELF_168,G11_12,G35_15,Z09/A02/B-G11_12/L02/S02,Z20/A01/B-G35_15/L01/S01
110526,SHELF_027,G11_13,G8_15,Z09/A02/B-G11_13/L02/S04,Z06/A02/B-G8_15/L01/S01
110527,SHELF_037,G27_14,G17_12,Z17/A01/B-G27_14/L02/S03,Z13/A02/B-G17_12/L02/S04
110528,SHELF_189,G24_15,G27_7,Z16/A01/B-G24_15/L03/S04,Z17/A01/B-G27_7/L01/S02
110529,SHELF_143,G27_12,G32_13,Z17/A01/B-G27_12/L01/S03,Z18/A03/B-G32_13/L02/S01
110530,SHELF_073,G17_14,G21_10,Z13/A02/B-G17_14/L02/S03,Z15/A01/B-G21_10/L01/S02
110531,SHELF_105,G19_15,G31_14,Z14/A01/B-G19_15/L01/S03,Z18/A02/B-G31_14/L01/S03
110533,SHELF_122,G4_15,G30_12,Z04/A03/B-G4_15/L02/S04,Z18/A01/B-G30_12/L02/S01
110534,SHELF_066,G17_12,G8_12,Z13/A02/B-G17_12/L01/S02,Z06/A02/B-G8_12/L02/S03
110535,SHELF_247,G27_12,G17_1,Z17/A01/B-G27_12/L01/S04,Z13/A02/B-G17_1/L01/S03
110536,SHELF_050,G25_14,G22_12,Z16/A02/B-G25_14/L01/S02,Z15/A02/B-G22_12/L01/S01
110537,SHELF_226,G20_9,G28_6,Z14/A02/B-G20_9/L03/S04,Z17/A02/B-G28_6/L01/S04
110538,SHELF_084,G21_10,G3_14,Z15/A01/B-G21_10/L03/S02,Z04/A02/B-G3_14/L01/S02
110540,SHELF_018,G10_15,G21_14,Z09/A01/B-G10_15/L01/S02,Z15/A01/B-G21_14/L02/S01
110541,SHELF_055,G21_14,G27_14,Z15/A01/B-G21_14/L01/S02,Z17/A01/B-G27_14/L01/S02
110542,SHELF_288,G4_15,G0_6,Z04/A03/B-G4_15/L02/S02,Z03/A01/B-G0_6/L01/S01
110543,SHELF_175,G22_14,G7_7,Z15/A02/B-G22_14/L02/S01,Z06/A01/B-G7_7/L01/S04
110546,SHELF_131,G21_9,G10_7,Z15/A01/B-G21_9/L01/S03,Z09/A01/B-G10_7/L01/S03
110548,SHELF_217,G2_10,G2_8,Z01/A01/B-G2_10/L01/S04,Z01/A01/B-G2_8/L02/S02
110551,SHELF_044,G27_13,G27_15,Z17/A01/B-G27_13/L03/S03,Z17/A01/B-G27_15/L01/S02
110552,SHELF_132,G28_15,G13_6,Z17/A02/B-G28_15/L03/S04,Z10/A01/B-G13_6/L01/S04
110554,SHELF_134,G14_9,G16_6,Z10/A02/B-G14_9/L03/S02,Z13/A01/B-G16_6/L01/S04
110555,SHELF_080,G17_14,G17_9,Z13/A02/B-G17_14/L02/S01,Z13/A02/B-G17_9/L01/S02
110557,SHELF_204,G2_15,G24_5,Z04/A01/B-G2_15/L02/S03,Z16/A01/B-G24_5/L02/S03
110558,SHELF_003,G24_12,G16_15,Z16/A01/B-G24_12/L02/S01,Z13/A01/B-G16_15/L02/S01
110561,SHELF_145,G5_10,G4_10,Z01/A04/B-G5_10/L03/S04,Z01/A03/B-G4_10/L02/S03
110562,SHELF_038,G5_13,G19_12,Z04/A04/B-G5_13/L01/S04,Z14/A01/B-G19_12/L01/S01
110564,SHELF_125,G11_8,G33_15,Z09/A02/B-G11_8/L01/S04,Z18/A04/B-G33_15/L01/S03
110567,SHELF_168,G30_14,G35_15,Z18/A01/B-G30_14/L01/S03,Z20/A01/B-G35_15/L01/S04
110568,SHELF_207,G4_14,G8_5,Z04/A03/B-G4_14/L01/S04,Z06/A02/B-G8_5/L01/S04
110569,SHELF_046,G16_12,G21_12,Z13/A01/B-G16_12/L02/S03,Z15/A01/B-G21_12/L02/S03
110572,SHELF_252,G8_15,G20_1,Z06/A02/B-G8_15/L02/S01,Z14/A02/B-G20_1/L01/S01
110573,SHELF_159,G11_13,G28_9,Z09/A02/B-G11_13/L03/S02,Z17/A02/B-G28_9/L02/S02
110574,SHELF_217,G4_8,G2_8,Z01/A03/B-G4_8/L02/S02,Z01/A01/B-G2_8/L01/S02
110575,SHELF_052,G20_14,G28_15,Z14/A02/B-G20_14/L03/S01,Z17/A02/B-G28_15/L02/S02
110576,SHELF_128,G13_9,G21_7,Z10/A01/B-G13_9/L01/S03,Z15/A01/B-G21_7/L02/S01
110577,SHELF_181,G17_12,G19_4,Z13/A02/B-G17_12/L01/S03,Z14/A01/B-G19_4/L01/S03
110580,SHELF_234,G11_12,G32_9,Z09/A02/B-G11_12/L02/S01,Z19/A03/B-G32_9/L01/S02
110581,SHELF_250,G10_8,G28_5,Z09/A01/B-G10_8/L03/S04,Z17/A02/B-G28_5/L02/S01
110582,SHELF_102,G17_13,G3_13,Z13/A02/B-G17_13/L02/S02,Z04/A02/B-G3_13/L02/S02
110583,SHELF_011,G10_15,G14_14,Z09/A01/B-G10_15/L02/S01,Z10/A02/B-G14_14/L02/S02
110585,SHELF_192,G8_13,G33_12,Z06/A02/B-G8_13/L02/S03,Z18/A04/B-G33_12/L01/S03
110587,SHELF_016,G11_15,G20_14,Z09/A02/B-G11_15/L01/S03,Z14/A02/B-G20_14/L02/S01
110588,SHELF_220,G25_15,G13_2,Z16/A02/B-G25_15/L03/S01,Z12/A01/B-G13_2/L01/S03
110589,SHELF_153,G2_15,G14_5,Z04/A01/B-G2_15/L03/S02,Z10/A02/B-G14_5/L02/S01
110590,SHELF_001,G14_13,G13_15,Z10/A02/B-G14_13/L02/S04,Z10/A01/B-G13_15/L01/S01
110591,SHELF_027,G7_12,G8_15,Z06/A01/B-G7_12/L03/S02,Z06/A02/B-G8_15/L01/S04
110592,SHELF_052,G14_15,G28_15,Z10/A02/B-G14_15/L03/S04,Z17/A02/B-G28_15/L02/S01
110593,SHELF_001,G14_13,G13_15,Z10/A02/B-G14_13/L02/S03,Z10/A01/B-G13_15/L02/S03
110594,SHELF_055,G13_14,G27_14,Z10/A01/B-G13_14/L01/S03,Z17/A01/B-G27_14/L01/S01
110595,SHELF_066,G16_15,G8_12,Z13/A01/B-G16_15/L03/S03,Z06/A02/B-G8_12/L01/S03
110596,SHELF_117,G14_14,G19_7,Z10/A02/B-G14_14/L01/S01,Z14/A01/B-G19_7/L01/S04
110597,SHELF_013,G17_14,G17_14,Z13/A02/B-G17_14/L03/S04,Z13/A02/B-G17_14/L01/S03
110598,SHELF_135,G5_12,G17_6,Z04/A04/B-G5_12/L03/S01,Z13/A02/B-G17_6/L01/S01
110599,SHELF_039,G22_14,G22_13,Z15/A02/B-G22_14/L03/S02,Z15/A02/B-G22_13/L01/S02
110600,SHELF_070,G22_13,G30_15,Z15/A02/B-G22_13/L01/S04,Z18/A01/B-G30_15/L02/S03
110601,SHELF_185,G5_10,G3_9,Z01/A04/B-G5_10/L02/S03,Z01/A02/B-G3_9/L02/S01
110603,SHELF_020,G17_15,G13_13,Z13/A02/B-G17_15/L03/S03,Z10/A01/B-G13_13/L03/S01
110604,SHELF_002,G13_15,G14_15,Z10/A01/B-G13_15/L01/S04,Z10/A02/B-G14_15/L02/S02
110606,SHELF_121,G19_14,G27_10,Z14/A01/B-G19_14/L03/S02,Z17/A01/B-G27_10/L01/S01
110607,SHELF_228,G8_13,G8_4,Z06/A02/B-G8_13/L01/S01,Z06/A02/B-G8_4/L01/S02
110608,SHELF_012,G11_9,G16_14,Z09/A02/B-G11_9/L03/S04,Z13/A01/B-G16_14/L01/S04
110609,SHELF_193,G7_14,G35_14,Z06/A01/B-G7_14/L02/S01,Z20/A01/B-G35_14/L01/S03
110612,SHELF_188,G22_10,G25_6,Z15/A02/B-G22_10/L03/S04,Z16/A02/B-G25_6/L01/S01
110615,SHELF_195,G5_10,G4_8,Z01/A04/B-G5_10/L02/S04,Z01/A03/B-G4_8/L01/S04
110617,SHELF_068,G14_12,G25_12,Z10/A02/B-G14_12/L01/S03,Z16/A02/B-G25_12/L01/S02
110618,SHELF_038,G27_15,G19_12,Z17/A01/B-G27_15/L03/S01,Z14/A01/B-G19_12/L02/S03
110620,SHELF_285,G21_10,G33_7,Z15/A01/B-G21_10/L02/S03,Z19/A04/B-G33_7/L01/S01
110622,SHELF_065,G7_14,G3_15,Z06/A01/B-G7_14/L01/S01,Z04/A02/B-G3_15/L01/S01
110623,SHELF_200,G3_8,G5_7,Z01/A02/B-G3_8/L01/S03,Z01/A04/B-G5_7/L02/S03
110624,SHELF_206,G2_10,G3_8,Z01/A01/B-G2_10/L03/S03,Z01/A02/B-G3_8/L02/S01
110703,SHELF_055,G19_13,G27_14,Z14/A01/B-G19_13/L02/S03,Z17/A01/B-G27_14/L02/S02
110710,SHELF_047,G28_14,G5_15,Z17/A02/B-G28_14/L01/S02,Z04/A04/B-G5_15/L01/S01
110847,SHELF_074,G8_13,G2_15,Z06/A02/B-G8_13/L01/S04,Z04/A01/B-G2_15/L01/S03
110918,SHELF_029,G20_8,G25_15,Z14/A02/B-G20_8/L03/S04,Z16/A02/B-G25_15/L02/S03
111147,SHELF_076,G8_12,G7_12,Z06/A02/B-G8_12/L01/S01,Z06/A01/B-G7_12/L02/S01
111207,SHELF_218,G3_10,G5_6,Z01/A02/B-G3_10/L02/S01,Z01/A04/B-G5_6/L01/S03
111208,SHELF_101,G17_12,G28_12,Z13/A02/B-G17_12/L01/S04,Z17/A02/B-G28_12/L01/S03
111210,SHELF_234,G21_12,G32_9,Z15/A01/B-G21_12/L02/S04,Z19/A03/B-G32_9/L01/S01
111212,SHELF_009,G20_15,G10_15,Z14/A02/B-G20_15/L03/S01,Z09/A01/B-G10_15/L02/S02
111214,SHELF_255,G5_12,G31_7,Z04/A04/B-G5_12/L01/S01,Z19/A02/B-G31_7/L01/S02
111218,SHELF_090,G14_9,G11_9,Z10/A02/B-G14_9/L03/S03,Z09/A02/B-G11_9/L01/S01
111220,SHELF_038,G13_13,G19_12,Z10/A01/B-G13_13/L02/S04,Z14/A01/B-G19_12/L01/S03
111222,SHELF_031,G11_12,G21_13,Z09/A02/B-G11_12/L02/S03,Z15/A01/B-G21_13/L02/S02
111223,SHELF_134,G20_12,G16_6,Z14/A02/B-G20_12/L01/S03,Z13/A01/B-G16_6/L01/S03
111224,SHELF_012,G27_12,G16_14,Z17/A01/B-G27_12/L01/S01,Z13/A01/B-G16_14/L02/S03
111225,SHELF_302,G21_9,G30_2,Z15/A01/B-G21_9/L03/S04,Z21/A06/B-G30_2/L01/S04
111226,SHELF_174,G5_9,G5_8,Z01/A04/B-G5_9/L03/S04,Z01/A04/B-G5_8/L02/S01
111228,SHELF_010,G20_15,G13_14,Z14/A02/B-G20_15/L01/S04,Z10/A01/B-G13_14/L01/S03
111229,SHELF_287,G25_13,G36_10,Z16/A02/B-G25_13/L02/S04,Z20/A02/B-G36_10/L01/S01
111233,SHELF_095,G16_12,G13_8,Z13/A01/B-G16_12/L03/S02,Z10/A01/B-G13_8/L01/S04
111236,SHELF_295,G20_8,G35_8,Z14/A02/B-G20_8/L01/S02,Z20/A01/B-G35_8/L01/S02
111237,SHELF_001,G11_15,G13_15,Z09/A02/B-G11_15/L03/S01,Z10/A01/B-G13_15/L02/S01
111238,SHELF_040,G10_15,G24_14,Z09/A01/B-G10_15/L01/S01,Z16/A01/B-G24_14/L01/S02
111239,SHELF_144,G24_15,G33_14,Z16/A01/B-G24_15/L03/S03,Z18/A04/B-G33_14/L01/S01
111241,SHELF_102,G7_14,G3_13,Z06/A01/B-G7_14/L03/S02,Z04/A02/B-G3_13/L01/S02
111242,SHELF_138,G2_14,G28_10,Z04/A01/B-G2_14/L03/S03,Z17/A02/B-G28_10/L02/S01
111243,SHELF_187,G28_15,G20_4,Z17/A02/B-G28_15/L01/S02,Z14/A02/B-G20_4/L02/S02
111244,SHELF_052,G28_13,G28_15,Z17/A02/B-G28_13/L03/S01,Z17/A02/B-G28_15/L01/S02
111246,SHELF_019,G7_15,G10_14,Z06/A01/B-G7_15/L02/S01,Z09/A01/B-G10_14/L01/S01
111247,SHELF_107,G20_12,G4_12,Z14/A02/B-G20_12/L02/S03,Z04/A03/B-G4_12/L01/S04
111249,SHELF_015,G14_15,G22_15,Z10/A02/B-G14_15/L03/S02,Z15/A02/B-G22_15/L02/S01
111252,SHELF_031,G20_13,G21_13,Z14/A02/B-G20_13/L02/S01,Z15/A01/B-G21_13/L02/S04
111257,SHELF_079,G31_15,G14_9,Z18/A02/B-G31_15/L02/S02,Z10/A02/B-G14_9/L02/S03
111258,SHELF_218,G2_9,G5_6,Z01/A01/B-G2_9/L02/S02,Z01/A04/B-G5_6/L01/S01
111261,SHELF_090,G21_15,G11_9,Z15/A01/B-G21_15/L03/S04,Z09/A02/B-G11_9/L01/S04
111263,SHELF_160,G5_8,G3_10,Z01/A04/B-G5_8/L03/S02,Z01/A02/B-G3_10/L02/S02
111264,SHELF_241,G4_9,G2_7,Z01/A03/B-G4_9/L03/S04,Z01/A01/B-G2_7/L01/S02
111265,SHELF_282,G24_13,G30_4,Z16/A01/B-G24_13/L01/S01,Z19/A01/B-G30_4/L01/S01
111266,SHELF_314,G13_9,G36_7,Z10/A01/B-G13_9/L01/S01,Z20/A02/B-G36_7/L01/S01
111268,SHELF_195,G3_10,G4_8,Z01/A02/B-G3_10/L01/S01,Z01/A03/B-G4_8/L01/S01
111269,SHELF_296,G16_8,G36_9,Z13/A01/B-G16_8/L03/S01,Z20/A02/B-G36_9/L01/S01
111270,SHELF_141,G8_12,G27_9,Z06/A02/B-G8_12/L03/S01,Z17/A01/B-G27_9/L01/S02
111271,SHELF_097,G17_10,G16_8,Z13/A02/B-G17_10/L03/S01,Z13/A01/B-G16_8/L01/S03
111272,SHELF_166,G22_15,G32_12,Z15/A02/B-G22_15/L03/S03,Z18/A03/B-G32_12/L01/S02
111273,SHELF_106,G22_13,G32_15,Z15/A02/B-G22_13/L02/S04,Z18/A03/B-G32_15/L01/S01
111274,SHELF_022,G17_9,G16_13,Z13/A02/B-G17_9/L02/S03,Z13/A01/B-G16_13/L02/S01
111275,SHELF_218,G4_9,G5_6,Z01/A03/B-G4_9/L01/S03,Z01/A04/B-G5_6/L02/S02
111276,SHELF_059,G14_15,G13_10,Z10/A02/B-G14_15/L02/S03,Z10/A01/B-G13_10/L01/S03
111277,SHELF_024,G17_14,G19_13,Z13/A02/B-G17_14/L01/S02,Z14/A01/B-G19_13/L01/S04
111279,SHELF_285,G32_15,G33_7,Z18/A03/B-G32_15/L01/S04,Z19/A04/B-G33_7/L01/S04
111281,SHELF_086,G27_15,G27_12,Z17/A01/B-G27_15/L02/S02,Z17/A01/B-G27_12/L01/S01
111283,SHELF_022,G17_13,G16_13,Z13/A02/B-G17_13/L02/S01,Z13/A01/B-G16_13/L03/S01
111284,SHELF_037,G11_8,G17_12,Z09/A02/B-G11_8/L02/S04,Z13/A02/B-G17_12/L02/S03
111285,SHELF_247,G8_14,G17_1,Z06/A02/B-G8_14/L02/S03,Z13/A02/B-G17_1/L01/S02
111286,SHELF_153,G11_9,G14_5,Z09/A02/B-G11_9/L01/S02,Z10/A02/B-G14_5/L01/S03
111289,SHELF_057,G11_9,G5_14,Z09/A02/B-G11_9/L02/S02,Z04/A04/B-G5_14/L01/S02
111295,SHELF_110,G19_13,G21_8,Z14/A01/B-G19_13/L03/S01,Z15/A01/B-G21_8/L01/S01
111296,SHELF_017,G20_10,G11_14,Z14/A02/B-G20_10/L02/S03,Z09/A02/B-G11_14/L01/S01
111301,SHELF_223,G22_12,G17_2,Z15/A02/B-G22_12/L03/S03,Z13/A02/B-G17_2/L01/S02
111303,SHELF_083,G5_15,G28_13,Z04/A04/B-G5_15/L01/S01,Z17/A02/B-G28_13/L01/S02
111305,SHELF_167,G11_10,G33_13,Z09/A02/B-G11_10/L01/S01,Z18/A04/B-G33_13/L02/S01
111307,SHELF_014,G11_15,G19_14,Z09/A02/B-G11_15/L02/S03,Z14/A01/B-G19_14/L01/S04
111309,SHELF_052,G19_8,G28_15,Z14/A01/B-G19_8/L01/S04,Z17/A02/B-G28_15/L02/S04
111310,SHELF_088,G2_14,G31_15,Z04/A01/B-G2_14/L01/S03,Z18/A02/B-G31_15/L02/S02
111311,SHELF_306,G21_8,G36_8,Z15/A01/B-G21_8/L02/S04,Z20/A02/B-G36_8/L01/S03
111312,SHELF_100,G3_15,G22_9,Z04/A02/B-G3_15/L01/S02,Z15/A02/B-G22_9/L01/S04
111314,SHELF_202,G32_15,G10_4,Z18/A03/B-G32_15/L02/S01,Z09/A01/B-G10_4/L01/S04
111315,SHELF_044,G7_13,G27_15,Z06/A01/B-G7_13/L02/S02,Z17/A01/B-G27_15/L01/S04
111317,SHELF_218,G4_7,G5_6,Z01/A03/B-G4_7/L02/S03,Z01/A04/B-G5_6/L02/S01
111321,SHELF_105,G19_9,G31_14,Z14/A01/B-G19_9/L03/S02,Z18/A02/B-G31_14/L01/S02
111322,SHELF_307,G7_12,G4_1,Z06/A01/B-G7_12/L01/S03,Z05/A03/B-G4_1/L01/S02
111323,SHELF_170,G22_10,G0_12,Z15/A02/B-G22_10/L01/S04,Z03/A01/B-G0_12/L01/S01
111324,SHELF_211,G17_8,G31_9,Z13/A02/B-G17_8/L03/S02,Z19/A02/B-G31_9/L01/S01
111325,SHELF_240,G17_9,G21_2,Z13/A02/B-G17_9/L02/S04,Z15/A01/B-G21_2/L01/S01
111326,SHELF_235,G30_15,G35_12,Z18/A01/B-G30_15/L01/S01,Z20/A01/B-G35_12/L01/S01
111328,SHELF_174,G5_8,G5_8,Z01/A04/B-G5_8/L02/S01,Z01/A04/B-G5_8/L02/S02
111330,SHELF_032,G17_13,G7_15,Z13/A02/B-G17_13/L01/S02,Z06/A01/B-G7_15/L01/S02
111331,SHELF_225,G13_8,G24_4,Z10/A01/B-G13_8/L02/S02,Z16/A01/B-G24_4/L01/S03
111333,SHELF_187,G21_8,G20_4,Z15/A01/B-G21_8/L03/S04,Z14/A02/B-G20_4/L01/S04
111335,SHELF_200,G4_8,G5_7,Z01/A03/B-G4_8/L02/S04,Z01/A04/B-G5_7/L01/S03
111337,SHELF_244,G10_10,G10_2,Z09/A01/B-G10_10/L01/S01,Z11/A01/B-G10_2/L01/S01
111341,SHELF_243,G10_10,G7_4,Z09/A01/B-G10_10/L02/S02,Z06/A01/B-G7_4/L02/S01
111342,SHELF_067,G13_14,G20_10,Z10/A01/B-G13_14/L03/S02,Z14/A02/B-G20_10/L01/S03
111344,SHELF_061,G11_9,G17_10,Z09/A02/B-G11_9/L03/S02,Z13/A02/B-G17_10/L01/S03
111345,SHELF_024,G17_9,G19_13,Z13/A02/B-G17_9/L03/S03,Z14/A01/B-G19_13/L02/S02
111348,SHELF_023,G27_15,G17_13,Z17/A01/B-G27_15/L01/S03,Z13/A02/B-G17_13/L01/S04
111349,SHELF_224,G4_14,G19_2,Z04/A03/B-G4_14/L03/S01,Z14/A01/B-G19_2/L01/S02
111350,SHELF_170,G22_12,G0_12,Z15/A02/B-G22_12/L01/S02,Z03/A01/B-G0_12/L01/S03
111356,SHELF_299,G7_13,G29_2,Z06/A01/B-G7_13/L02/S01,Z21/A05/B-G29_2/L01/S02
111357,SHELF_037,G14_9,G17_12,Z10/A02/B-G14_9/L01/S02,Z13/A02/B-G17_12/L01/S04
111359,SHELF_233,G0_15,G31_8,Z03/A01/B-G0_15/L01/S03,Z19/A02/B-G31_8/L02/S02
111361,SHELF_027,G27_13,G8_15,Z17/A01/B-G27_13/L03/S04,Z06/A02/B-G8_15/L02/S01
111362,SHELF_210,G21_14,G30_8,Z15/A01/B-G21_14/L03/S04,Z19/A01/B-G30_8/L01/S01
111363,SHELF_093,G8_15,G5_12,Z06/A02/B-G8_15/L01/S02,Z04/A04/B-G5_12/L01/S04
111366,SHELF_100,G5_14,G22_9,Z04/A04/B-G5_14/L02/S03,Z15/A02/B-G22_9/L01/S03
111367,SHELF_186,G27_14,G8_6,Z17/A01/B-G27_14/L03/S04,Z06/A02/B-G8_6/L01/S02
111368,SHELF_120,G19_10,G20_7,Z14/A01/B-G19_10/L03/S02,Z14/A02/B-G20_7/L02/S04
111371,SHELF_070,G31_15,G30_15,Z18/A02/B-G31_15/L01/S02,Z18/A01/B-G30_15/L01/S04
111372,SHELF_086,G19_14,G27_12,Z14/A01/B-G19_14/L02/S01,Z17/A01/B-G27_12/L01/S02
111373,SHELF_008,G20_13,G21_15,Z14/A02/B-G20_13/L02/S02,Z15/A01/B-G21_15/L01/S02
111376,SHELF_045,G13_15,G11_12,Z10/A01/B-G13_15/L03/S03,Z09/A02/B-G11_12/L02/S01
111377,SHELF_020,G13_9,G13_13,Z10/A01/B-G13_9/L01/S04,Z10/A01/B-G13_13/L01/S03
