sku,max_item_length,max_item_width,max_item_height,max_item_weight,chilled,tablet,flammable
110343,0.062,0.092,0.084,0.06,true,true,false
110344,0.043,0.106,0.043,0.03,true,false,false
110346,0.039,0.098,0.075,0.025,false,true,false
110347,0.0725,0.095,0.0755,0.08196,false,false,false
110348,0.111,0.03,0.064,0.02921,false,true,false
110349,0.071,0.094,0.06,0.05488,true,true,false
110350,0.06,0.19,0.034,0.05,false,false,false
110351,0.037,0.102,0.036,0.01,true,false,false
110353,0.12,0.02,0.06,0.01974,false,true,false
110354,0.295,0.15,0.115,0.18,false,false,false
110355,0.09,0.005,0.03,0.025,false,false,false
110356,0.051,0.105,0.067,0.055,true,true,false
110357,0.052,0.052,0.126,0.06519,false,false,false
110358,0.05,0.05,0.085,0.02913,false,true,false
110360,0.065,0.092,0.037,0.04,false,true,false
110361,0.041,0.132,0.08,0.065,false,true,false
110362,0.055,0.129,0.075,0.115,false,true,false
110363,0.047,0.107,0.021,0.08,false,false,false
110368,0.19,0.057,0.057,0.10734,false,false,false
110370,0.057,0.094,0.054,0.095,false,true,false
110374,0.115,0.045,0.06,0.04256,false,true,false
110377,0.062,0.09,0.044,0.075,false,true,false
110378,0.085,0.065,0.045,0.03408,true,false,true
110379,0.18,0.07,0.095,0.16406,false,true,false
110380,0.056,0.112,0.022,0.015,false,false,false
110381,0.17,0.09,0.1,0.18,false,true,false
110382,0.124,0.033,0.058,0.03253,false,true,false
110385,0.126,0.043,0.069,0.05124,false,false,false
110386,0.047,0.126,0.067,0.055,true,true,false
110387,0.0725,0.095,0.0755,0.08196,false,true,false
110388,0.14,0.057,0.065,0.09019,false,true,false
110390,0.074,0.116,0.023,0.109,false,false,false
110391,0.075,0.104,0.026,0.015,false,true,false
110392,0.049,0.135,0.076,0.07,false,false,true
110393,0.047,0.055,0.119,0.19,false,true,false
110394,0.055,0.134,0.046,0.05,false,true,false
110395,0.048,0.124,0.02,0.035,false,false,false
110397,0.065,0.055,0.075,0.04662,false,true,false
110398,0.082,0.096,0.071,0.075,false,false,false
110401,0.064,0.101,0.063,0.045,false,true,false
110404,0.175,0.07,0.095,0.20236,false,true,false
110407,0.15,0.123,0.08,0.18,false,false,true
110412,0.087,0.03,0.06,0.02146,false,true,false
110417,0.085,0.02,0.05,0.01165,false,false,false
110418,0.076,0.094,0.045,0.045,false,false,true
110419,0.123,0.022,0.05,0.01854,false,true,false
110420,0.09,0.06,0.075,0.05551,false,true,false
110422,0.125,0.02,0.07,0.02399,false,true,false
110423,0.078,0.098,0.075,0.10927,false,true,false
110424,0.11,0.035,0.055,0.02902,false,true,false
110426,0.078,0.098,0.075,0.10927,false,true,false
110428,0.048,0.083,0.042,0.025,true,false,false
110429,0.056,0.102,0.068,0.055,false,true,false
110431,0.123,0.015,0.055,0.01391,false,false,false
110432,0.078,0.207,0.084,0.355,false,true,false
110433,0.07,0.105,0.028,0.05,false,true,false
110434,0.09,0.038,0.049,0.02297,false,true,false
110435,0.12,0.025,0.065,0.02673,false,false,false
110436,0.085,0.05,0.06,0.03495,false,true,false
110437,0.041,0.083,0.049,0.025,true,true,false
110438,0.13,0.05,0.11,0.098,true,false,false
110439,0.071,0.094,0.06,0.05488,false,true,false
110440,0.135,0.03,0.055,0.03053,false,true,false
110441,0.071,0.094,0.06,0.05488,false,true,false
110442,0.048,0.106,0.071,0.075,false,false,false
110443,0.1,0.046,0.057,0.03594,false,false,false
110444,0.13,0.024,0.052,0.03104,false,false,false
110445,0.113,0.02,0.065,0.02013,false,true,false
110446,0.058,0.187,0.025,0.03716,false,true,false
110447,0.135,0.05,0.055,0.05088,false,false,true
110448,0.09,0.06,0.09,0.06661,false,true,false
110449,0.095,0.035,0.04,0.01823,false,false,false
110450,0.035,0.14,0.057,0.025,false,false,false
110452,0.039,0.122,0.079,0.04,false,false,false
110453,0.09,0.035,0.145,0.0626,false,true,false
110455,0.21,0.1,0.04,0.05,false,false,false
110457,0.106,0.15,0.098,0.085,false,true,false
110459,0.071,0.094,0.06,0.05488,false,true,false
110461,0.041,0.094,0.066,0.07,false,true,false
110462,0.042,0.098,0.065,0.03667,false,false,false
110463,0.059,0.085,0.048,0.04,false,true,false
110464,0.065,0.118,0.059,0.085,false,false,false
110465,0.062,0.052,0.125,0.0771,false,false,false
110466,0.09,0.042,0.145,0.07512,false,true,false
110468,0.088,0.096,0.026,0.03,false,false,false
110469,0.09,0.05,0.062,0.03824,false,true,false
110473,0.071,0.094,0.06,0.05488,false,true,false
110474,0.05,0.05,0.1,0.03427,false,true,false
110475,0.056,0.126,0.055,0.64,false,true,false
110478,0.061,0.104,0.048,0.07,false,true,false
110479,0.125,0.023,0.065,0.02561,false,false,false
110480,0.075,0.094,0.045,0.045,false,true,false
110481,0.066,0.083,0.04,0.03,false,true,false
110482,0.071,0.109,0.03,0.045,false,true,false
110483,0.1,0.045,0.055,0.03392,false,false,false
110484,0.11,0.045,0.07,0.04749,false,true,false
110485,0.265,0.125,0.055,0.18,false,false,false
110486,0.07,0.113,0.035,0.045,false,false,false
110487,0.045,0.045,0.11,0.04262,false,true,false
110489,0.061,0.086,0.059,0.0479,false,true,false
110490,,,,,false,false,false
110491,0.095,0.075,0.1,0.09766,false,false,true
110492,0.0725,0.095,0.0755,0.08196,false,false,false
110494,0.048,0.125,0.039,0.01,true,false,false
110495,0.124,0.035,0.05,0.02974,false,true,false
110496,0.034,0.032,0.09,0.01873,true,true,false
110497,0.04,0.03,0.099,0.02273,false,true,false
110498,0.056,0.056,0.107,0.03,false,true,false
110499,0.08,0.113,0.081,0.11,false,true,false
110500,0.053,0.033,0.09,0.03012,false,true,false
110501,0.079,0.03,0.188,0.06107,false,false,false
110502,0.044,0.044,0.1,0.03704,false,false,false
110503,0.05,0.035,0.095,0.03181,false,false,false
110504,0.054,0.034,0.11,0.03864,false,true,false
110505,0.255,0.093,0.18,0.18,false,false,true
110506,0.089,0.05,0.15,0.09149,false,true,false
110507,0.064,0.058,0.149,0.07581,false,true,false
110509,0.03,0.03,0.07,0.015,false,false,false
110511,0.15,0.025,0.06,0.03084,false,true,false
110512,0.136,0.14,0.055,0.045,false,true,false
110513,0.042,0.112,0.065,0.055,false,true,false
110514,0.124,0.035,0.05,0.02974,false,true,false
110517,0.05,0.096,0.036,0.06,false,true,false
110518,0.067,0.09,0.069,0.12,true,true,false
110519,0.045,0.039,0.101,0.03391,false,false,false
110520,0.036,0.115,0.028,0.045,false,true,false
110521,0.043,0.125,0.03,0.025,false,false,true
110522,0.042,0.112,0.03,0.047,false,false,false
110523,0.117,0.025,0.035,0.01959,false,false,false
110524,0.037,0.118,0.03,0.025,false,true,false
110525,0.036,0.092,0.022,0.015,false,true,false
110526,0.12,0.025,0.035,0.02009,false,false,true
110527,0.09,0.02,0.03,0.015,false,false,false
110528,0.036,0.116,0.028,0.025,false,false,true
110529,0.09,0.02,0.03,0.015,false,true,false
110530,0.098,0.111,0.038,0.045,false,false,false
110531,0.037,0.108,0.037,0.04,false,false,false
110533,0.125,0.025,0.035,0.02093,false,true,false
110534,0.124,0.029,0.035,0.02408,false,false,false
110535,0.167,0.04,0.052,0.06646,false,true,false
110536,0.035,0.032,0.082,0.01757,false,true,false
110537,0.126,0.034,0.033,0.02705,false,false,false
110538,0.038,0.099,0.041,0.03,false,false,false
110540,0.036,0.121,0.031,0.02,false,true,false
110541,0.037,0.123,0.031,0.025,false,false,false
110542,0.114,0.199,0.071,0.32,false,false,false
110543,0.071,0.094,0.06,0.05488,false,true,false
110546,0.11,0.05,0.06,0.04523,false,true,false
110548,0.084,0.135,0.036,0.045,true,true,false
110551,0.033,0.03,0.078,0.015,false,false,false
110552,0.042,0.126,0.025,0.02,false,true,false
110554,0.078,0.128,0.037,0.075,false,true,false
110555,0.043,0.152,0.032,0.07,false,true,false
110557,0.049,0.03,0.098,0.02756,false,true,false
110558,0.036,0.115,0.029,0.04,false,false,false
110561,0.14,0.018,0.047,0.02266,true,false,false
110562,0.14,0.03,0.072,0.04145,false,false,true
110564,0.135,0.06,0.055,0.06106,false,false,false
110567,0.12,0.02,0.05,0.01645,false,true,false
110568,0.047,0.081,0.028,0.04,false,false,false
110569,0.071,0.094,0.06,0.05488,false,true,false
110572,0.035,0.07,0.032,0.015,false,true,false
110573,0.03,0.03,0.065,0.015,false,true,false
110574,0.03,0.028,0.07,0.015,true,false,false
110575,0.028,0.028,0.083,0.015,false,false,true
110576,0.03,0.03,0.065,0.015,false,false,false
110577,0.035,0.077,0.035,0.017,false,false,false
110580,0.045,0.033,0.105,0.02983,false,true,false
110581,0.12,0.025,0.035,0.02009,false,false,true
110582,0.035,0.07,0.032,0.015,false,true,false
110583,0.043,0.108,0.03,0.025,false,true,false
110585,0.124,0.045,0.05,0.03824,false,true,false
110587,0.08,0.03,0.04,0.01316,false,true,false
110588,0.074,0.129,0.051,0.02,false,true,false
110589,0.039,0.102,0.049,0.06,false,true,false
110590,0.042,0.105,0.067,0.065,false,false,false
110591,0.13,0.085,0.072,0.10905,false,false,false
110592,0.062,0.172,0.095,0.06,false,false,true
110593,0.088,0.145,0.04,0.045,false,true,false
110594,0.09,0.035,0.145,0.0626,false,false,false
110595,0.09,0.035,0.145,0.0626,false,true,false
110596,0.069,0.123,0.028,0.02,false,true,false
110597,0.042,0.14,0.072,0.025,false,true,false
110598,0.045,0.093,0.047,0.031,false,false,false
110599,0.137,0.03,0.07,0.03943,false,true,false
110600,0.137,0.03,0.072,0.04056,false,false,false
110601,0.075,0.147,0.025,0.015,true,false,false
110603,0.06,0.031,0.112,0.02855,false,true,false
110604,0.061,0.031,0.112,0.02903,false,true,false
110606,0.09,0.06,0.07,0.05181,false,false,false
110607,0.097,0.02,0.085,0.0226,false,true,false
110608,0.067,0.082,0.047,0.055,false,false,false
110609,0.078,0.098,0.075,0.10927,false,true,false
110612,0.091,0.098,0.055,0.045,false,true,false
110615,0.115,0.025,0.062,0.02443,true,true,false
110617,0.1,0.046,0.057,0.03594,false,false,false
110618,0.121,0.164,0.051,0.15,false,false,false
110620,0.043,0.103,0.041,0.09,false,true,false
110622,0.11,0.06,0.06,0.05428,false,true,false
110623,0.135,0.058,0.065,0.06976,true,true,false
110624,0.13,0.07,0.07,0.08731,true,true,false
110703,0.043,0.105,0.022,0.02,false,false,false
110710,0.297,0.15,0.115,0.18,false,true,false
110847,0.12,0.08,0.075,0.09868,false,true,false
110918,0.053,0.14,0.048,0.05,false,true,false
111147,0.042,0.042,0.09,0.05,false,false,false
111207,0.046,0.095,0.051,0.045,true,true,false
111208,0.046,0.098,0.072,0.07,false,false,false
111210,0.037,0.114,0.065,0.02,false,true,false
111212,0.058,0.112,0.049,0.04363,false,false,false
111214,0.064,0.133,0.063,0.065,false,true,false
111218,0.15,0.115,0.085,0.18,false,false,true
111220,0.045,0.154,0.06,0.025,false,true,false
111222,0.124,0.025,0.058,0.02464,false,true,false
111223,0.059,0.123,0.028,0.025,false,true,false
111224,0.042,0.175,0.06,0.04,false,false,false
111225,0.071,0.094,0.06,0.05488,false,false,true
111226,0.028,0.14,0.06,0.03,true,false,false
111228,0.063,0.113,0.024,0.06,false,true,false
111229,0.136,0.02,0.055,0.0205,false,false,false
111233,0.09,0.117,0.065,0.14,false,false,true
111236,0.085,0.035,0.06,0.02447,false,false,true
111237,0.048,0.097,0.05,0.04,false,true,false
111238,0.063,0.118,0.066,0.065,false,true,false
111239,0.071,0.111,0.027,0.012,false,true,false
111241,0.028,0.028,0.05,0.015,false,true,false
111242,0.04,0.121,0.061,0.055,false,true,false
111243,0.041,0.122,0.061,0.065,false,false,false
111244,0.125,0.04,0.058,0.03975,false,false,false
111246,0.049,0.084,0.157,0.01,false,false,false
111247,0.048,0.105,0.021,0.015,false,true,false
111249,0.037,0.144,0.06,0.015,false,false,false
111252,0.122,0.06,0.052,0.05217,false,true,false
111257,0.045,0.045,0.075,0.02082,false,true,false
111258,0.045,0.045,0.075,0.02082,true,false,false
111261,0.082,0.16,0.065,0.125,false,false,false
111263,0.04,0.105,0.055,0.03166,true,true,false
111264,0.056,0.114,0.095,0.095,true,true,false
111265,0.116,0.2,0.05,0.15899,false,false,false
111266,0.203,0.097,0.06,0.175,false,false,false
111268,0.137,0.03,0.072,0.04056,true,true,false
111269,0.109,0.04,0.06,0.03586,false,false,true
111270,0.125,0.025,0.06,0.0257,false,true,false
111271,0.058,0.074,0.024,0.01412,false,true,false
111272,0.056,0.069,0.024,0.01,false,false,false
111273,0.12,0.05,0.092,0.07566,false,true,false
111274,0.052,0.1,0.054,0.045,false,false,false
111275,0.053,0.162,0.077,0.025,true,false,true
111276,0.044,0.085,0.06,0.03076,false,true,false
111277,0.102,0.06,0.045,0.03775,false,true,false
111279,0.215,0.09,0.11,0.355,false,false,true
111281,0.136,0.02,0.055,0.0205,false,true,false
111283,0.141,0.077,0.072,0.10714,false,false,false
111284,0.11,0.05,0.057,0.04297,false,true,false
111285,0.11,0.022,0.062,0.02056,false,false,false
111286,0.1,0.05,0.06,0.04112,false,false,true
111289,0.11,0.02,0.065,0.025,false,false,false
111295,0.13,0.025,0.055,0.0245,false,true,false
111296,0.036,0.082,0.044,0.02,false,true,false
111301,0.086,0.023,0.045,0.0122,false,true,false
111303,0.124,0.025,0.067,0.02847,false,true,false
111305,0.028,0.077,0.057,0.015,false,false,false
111307,0.049,0.117,0.038,0.018,false,true,false
111309,0.048,0.047,0.08,0.02474,false,true,false
111310,0.032,0.106,0.06,0.02,false,true,false
111311,0.071,0.094,0.06,0.05488,false,true,false
111312,0.11,0.04,0.055,0.03317,false,true,false
111314,0.102,0.045,0.04,0.02516,false,true,false
111315,0.03,0.03,0.085,0.015,false,true,false
111317,0.071,0.094,0.06,0.05488,true,false,false
111321,0.225,0.105,0.13,0.405,false,false,false
111322,0.155,0.105,0.035,0.07807,false,false,false
111323,0.054,0.136,0.045,0.05,false,false,false
111324,0.142,0.025,0.065,0.03163,false,false,false
111325,0.041,0.098,0.076,0.045,false,false,false
111326,0.077,0.096,0.029,0.06,false,true,false
111328,0.115,0.045,0.075,0.0532,true,false,false
111330,0.05,0.095,0.04,0.045,false,false,false
111331,0.093,0.032,0.063,0.0257,false,true,false
111333,0.071,0.094,0.06,0.05488,false,true,false
111335,0.062,0.133,0.034,0.005,true,true,false
111337,0.061,0.091,0.029,0.02,false,true,false
111341,0.039,0.067,0.032,0.015,false,false,true
111342,0.036,0.085,0.035,0.03,false,true,false
111344,0.13,0.075,0.06,0.08018,false,false,false
111345,0.071,0.094,0.06,0.05488,false,false,false
111348,0.045,0.102,0.032,0.02,false,true,false
111349,0.081,0.099,0.064,0.065,false,true,false
111350,0.046,0.079,0.024,0.01195,false,false,false
111355,,,,,false,true,false
111356,0.085,0.049,0.06,0.03425,false,true,false
111357,0.089,0.123,0.057,0.14,false,false,false
111359,0.048,0.097,0.05,0.05,false,true,false
111361,0.056,0.109,0.064,0.065,false,false,true
111362,0.066,0.103,0.048,0.215,false,true,false
111363,0.035,0.126,0.055,0.08,false,false,false
111366,0.115,0.025,0.05,0.0197,false,true,false
111367,0.08,0.02,0.055,0.01684,false,false,true
111368,0.063,0.126,0.072,0.175,false,true,false
111371,0.09,0.06,0.09,0.06661,false,false,false
111372,0.085,0.06,0.03,0.02097,false,false,false
111373,0.037,0.108,0.085,0.12,false,false,false
111376,0.044,0.085,0.06,0.03076,false,true,false
111377,0.11,0.05,0.06,0.04523,false,false,false
111378,0.085,0.062,0.08,0.05779,false,true,false
111379,0.042,0.111,0.065,0.1,false,false,false
111380,0.045,0.11,0.087,0.14,false,true,false
111383,0.037,0.083,0.054,0.035,false,false,false
111387,0.062,0.137,0.034,0.03,false,true,false
111390,0.042,0.161,0.097,0.015,false,true,false
111391,0.114,0.185,0.088,0.405,false,true,false
111623,0.043,0.129,0.032,0.025,false,true,false
111795,0.083,0.187,0.087,0.24,false,true,false
111832,0.036,0.036,0.079,0.03,false,true,false
111833,0.04,0.099,0.038,0.015,false,false,false
111836,0.071,0.094,0.06,0.05488,false,true,false
111837,0.049,0.116,0.056,0.045,false,false,false
111897,0.088,0.209,0.192,0.585,false,false,false
111964,0.235,0.15,0.04,0.24518,true,false,false
111988,0.035,0.105,0.048,0.023,false,false,true
111990,0.097,0.07,0.07,0.06515,false,false,false
111992,0.043,0.085,0.067,0.045,false,false,false
111995,0.071,0.094,0.06,0.05488,false,true,false
111996,0.096,0.096,0.06,0.07579,true,true,false
111997,0.18,0.086,0.1,0.18,true,false,false
111998,0.115,0.059,0.083,0.07719,false,true,false
111999,0.1,0.045,0.055,0.03392,false,false,false
112001,0.044,0.044,0.113,0.04186,false,false,false
112003,0.106,0.064,0.045,0.04184,false,true,false
112004,0.415,0.085,0.065,0.18,false,false,true
112006,0.112,0.033,0.055,0.02786,false,true,false
112007,0.068,0.127,0.06,0.11,false,true,false
112008,0.114,0.06,0.065,0.06094,false,true,false
112009,0.078,0.098,0.075,0.10927,false,false,false
112010,0.047,0.067,0.05,0.03012,false,true,false
112011,0.085,0.05,0.06,0.03495,false,false,false
112013,0.115,0.045,0.059,0.04185,true,true,false
112017,0.102,0.018,0.065,0.01636,false,true,false
112019,0.071,0.094,0.06,0.05488,false,true,false
112021,0.091,0.098,0.238,0.355,false,false,false
112022,0.059,0.123,0.037,0.015,false,false,false
112023,0.091,0.045,0.07,0.03929,false,false,true
112027,0.095,0.075,0.056,0.05469,false,false,false
112028,0.105,0.02,0.075,0.02159,false,false,false
112029,0.11,0.025,0.082,0.03091,false,true,false
112032,0.069,0.135,0.085,0.08,false,true,false
112034,0.04,0.03,0.097,0.01595,false,false,false
112036,0.105,0.025,0.052,0.01871,false,true,false
112039,0.035,0.105,0.078,0.01,false,true,false
112040,0.054,0.139,0.043,0.055,true,false,true
112041,0.115,0.025,0.062,0.02443,false,false,false
112043,0.071,0.094,0.06,0.05488,false,false,false
112044,0.049,0.113,0.054,0.05,false,true,false
112045,0.085,0.02,0.05,0.01165,false,false,false
112046,0.125,0.03,0.078,0.04009,false,false,false
112051,0.135,0.05,0.055,0.05088,false,false,false
112053,0.053,0.115,0.025,0.005,false,true,false
112056,0.05,0.118,0.039,0.03,false,false,false
112059,0.042,0.154,0.098,0.07,false,true,false
112061,0.043,0.079,0.03,0.025,false,false,false
112066,0.116,0.02,0.05,0.0159,false,false,true
112067,0.079,0.083,0.027,0.045,false,false,false
112068,0.05,0.088,0.038,0.045,false,false,false
112069,0.037,0.106,0.116,0.08,false,true,false
112070,0.039,0.1,0.118,0.08,false,false,false
112071,0.047,0.067,0.05,0.03012,false,false,false
112072,0.044,0.038,0.115,0.03679,false,true,false
112073,0.052,0.039,0.09,0.03492,false,true,false
112077,0.04,0.04,0.07,0.02143,false,false,false
112078,0.085,0.015,0.05,0.01,false,true,false
112080,0.07,0.112,0.072,0.09,false,true,false
112081,0.071,0.138,0.045,0.05,false,true,false
112083,0.065,0.136,0.059,0.06,false,false,false
112084,0.115,0.025,0.082,0.03231,false,true,false
112086,0.037,0.117,0.03,0.025,false,false,false
112087,0.117,0.025,0.035,0.01959,false,false,false
112191,0.12,0.06,0.085,0.08388,false,false,false
112193,0.125,0.06,0.07,0.07196,false,false,false
112194,0.059,0.112,0.039,0.05,true,true,false
112195,0.061,0.114,0.04,0.035,false,true,false
112198,0.111,0.085,0.104,0.13449,false,true,false
112200,0.062,0.114,0.03,0.018,false,true,false
112203,0.054,0.116,0.025,0.015,false,true,false
112204,0.095,0.06,0.07,0.05469,false,true,false
112205,0.077,0.105,0.244,0.04,false,true,false
112207,0.035,0.083,0.053,0.05,false,true,false
112208,0.045,0.085,0.049,0.035,false,false,false
112210,0.046,0.094,0.049,0.04,true,false,false
112211,0.056,0.133,0.026,0.01,false,false,false
112212,0.14,0.035,0.06,0.0403,false,false,false
112213,0.11,0.085,0.07,0.08971,false,true,false
112214,,,,,false,true,false
112215,0.145,0.035,0.06,0.04174,false,false,false
112216,0.058,0.139,0.041,0.045,false,false,false
112217,0.04,0.095,0.039,0.06,false,true,false
112218,,,,,false,false,false
112227,0.09,0.06,0.06,0.04441,false,false,true
112229,0.09,0.03,0.055,0.02035,false,true,false
112230,0.11,0.045,0.07,0.04749,true,true,false
112231,0.042,0.14,0.057,0.01,true,true,false
112233,0.1,0.044,0.047,0.02834,false,false,false
112240,0.097,0.052,0.069,0.0477,false,false,false
112247,0.089,0.096,0.115,0.34,false,false,false
112248,0.086,0.06,0.05,0.03536,false,false,false
112251,0.14,0.14,0.2,0.43,false,true,false
112252,0.042,0.049,0.093,0.045,true,true,false
112254,0.045,0.045,0.1,0.03874,false,false,false
112256,0.071,0.094,0.06,0.05488,false,false,true
112259,0.071,0.094,0.06,0.05488,false,false,false
112262,0.078,0.098,0.075,0.10927,false,false,true
112266,0.078,0.098,0.075,0.10927,false,true,false
112267,0.055,0.045,0.148,0.05021,false,false,false
112269,0.167,0.093,0.16,0.18,false,false,false
112272,0.078,0.098,0.075,0.10927,false,false,false
112273,0.058,0.094,0.094,0.175,false,true,false
112275,0.12,0.025,0.035,0.02009,false,false,true
112277,0.037,0.12,0.029,0.06,false,true,false
112278,0.09,0.02,0.03,0.015,true,true,false
112279,0.038,0.121,0.028,0.025,false,true,false
112281,0.037,0.117,0.03,0.06,false,true,false
112282,0.09,0.02,0.03,0.015,false,true,false
112283,0.047,0.067,0.05,0.03012,false,false,false
112284,0.055,0.118,0.03,0.01,false,false,true
112285,0.041,0.124,0.03,0.025,false,true,false
112286,0.168,0.04,0.05,0.06429,false,false,false
112287,0.04,0.04,0.095,0.02908,false,true,false
112288,0.038,0.115,0.025,0.025,false,true,false
112292,0.048,0.174,0.028,0.045,false,true,false
112294,0.04,0.127,0.032,0.045,false,false,false
112297,0.042,0.149,0.042,0.025,false,true,false
112300,0.042,0.119,0.027,0.025,false,true,false
112302,0.059,0.086,0.072,0.17,false,true,false
112305,0.131,0.169,0.104,0.01,false,false,false
112307,0.071,0.094,0.06,0.05488,false,true,false
112308,0.071,0.094,0.06,0.05488,false,true,false
112312,0.047,0.067,0.05,0.03012,false,true,false
112313,0.071,0.094,0.06,0.05488,false,true,false
112315,0.042,0.133,0.035,0.025,false,false,true
112316,0.047,0.067,0.05,0.03012,false,false,false
112317,0.042,0.1,0.027,0.025,false,true,false
112319,0.13,0.025,0.03,0.01865,false,false,false
112320,0.051,0.147,0.04,0.045,false,false,false
112323,0.035,0.14,0.042,0.015,false,true,false
112324,0.125,0.026,0.036,0.02239,false,false,false
112326,0.036,0.12,0.032,0.02645,false,false,false
112329,0.035,0.112,0.027,0.055,false,true,false
112330,0.048,0.047,0.08,0.02474,false,false,false
112331,0.038,0.122,0.032,0.04,false,false,false
112332,0.125,0.027,0.037,0.02389,false,false,false
112333,0.118,0.025,0.035,0.01975,false,true,false
112334,0.11,0.02,0.03,0.015,false,true,false
112335,0.118,0.025,0.035,0.01975,false,false,false
112340,0.039,0.135,0.027,0.025,false,true,false
112342,0.055,0.132,0.053,0.065,false,false,false
112344,0.045,0.045,0.019,0.015,false,true,false
112347,0.047,0.122,0.027,0.009,false,false,true
112348,0.04,0.125,0.027,0.015,false,true,false
112351,0.047,0.067,0.05,0.03012,false,true,false
112352,0.071,0.094,0.06,0.05488,false,true,false
112353,0.045,0.088,0.034,0.02,false,false,false
112355,0.061,0.123,0.059,0.06,false,true,false
112356,0.071,0.094,0.06,0.05488,false,true,false
112357,0.18,0.085,0.088,0.18,false,true,false
112359,0.137,0.035,0.049,0.0322,false,true,false
112361,0.047,0.067,0.05,0.03012,false,false,false
112363,0.137,0.035,0.05,0.03286,false,true,false
112364,0.096,0.02,0.058,0.02131,false,false,false
112365,0.058,0.094,0.024,0.015,false,true,false
112366,0.045,0.1,0.045,0.02775,false,false,false
112367,0.126,0.025,0.07,0.03022,true,false,true
112368,0.04,0.113,0.045,0.02,false,false,false
112369,0.108,0.02,0.041,0.01214,false,true,false
112371,0.137,0.03,0.072,0.04056,false,true,false
112372,0.13,0.05,0.055,0.049,false,false,false
112374,0.071,0.094,0.06,0.05488,false,true,false
112377,0.105,0.042,0.045,0.0272,false,true,false
112379,0.055,0.11,0.071,0.175,false,true,false
112380,0.058,0.071,0.116,0.175,false,true,false
112381,0.071,0.094,0.06,0.05488,false,false,false
112386,0.063,0.103,0.027,0.025,false,true,false
112387,0.038,0.142,0.062,0.025,false,false,true
112392,0.069,0.127,0.075,0.045,true,true,false
112394,0.09,0.1,0.058,0.115,false,true,false
112395,0.06,0.1,0.09,0.07401,false,true,false
112396,0.078,0.098,0.075,0.10927,false,true,false
112398,0.067,0.132,0.067,0.08122,false,false,false
112400,0.097,0.02,0.05,0.01329,false,false,true
112403,0.415,0.094,0.115,0.18,false,true,false
112404,0.092,0.07,0.063,0.05561,false,true,false
112430,0.042,0.133,0.065,0.02,false,true,false
112431,0.037,0.108,0.095,0.06,false,true,false
112432,0.215,0.09,0.11,0.18,false,true,false
112435,0.079,0.129,0.139,0.27,false,false,true
112440,0.0725,0.095,0.0755,0.08196,true,true,false
112442,0.103,0.137,0.024,0.06,false,true,false
112444,0.044,0.074,0.049,0.045,false,true,false
112445,0.062,0.122,0.023,0.02,false,true,false
112450,0.119,0.025,0.035,0.01992,false,false,false
112451,0.037,0.116,0.028,0.01,false,false,false
112452,0.042,0.098,0.025,0.06,false,false,true
112516,0.071,0.094,0.06,0.05488,false,false,false
113093,0.041,0.041,0.07,0.01,false,false,false
113097,0.18,0.07,0.18,0.18,true,false,false
113098,0.105,0.033,0.085,0.04037,false,true,false
113114,0.045,0.045,0.092,0.03564,false,true,false
113118,0.045,0.045,0.075,0.02906,false,false,false
113119,0.071,0.133,0.063,0.12,false,false,false
113122,0.265,0.04,0.105,0.15255,false,true,false
113124,0.049,0.15,0.075,0.02,false,true,false
113142,0.123,0.015,0.055,0.01391,false,false,false
113143,0.071,0.094,0.06,0.05488,false,false,false
113144,0.055,0.055,0.105,0.06077,false,true,false
113146,0.047,0.067,0.05,0.03012,false,true,false
113152,0.047,0.067,0.05,0.03012,false,false,false
113159,0.071,0.094,0.06,0.05488,false,true,false
113162,0.084,0.103,0.042,0.055,false,true,false
113164,0.04,0.074,0.046,0.055,false,false,false
113165,0.077,0.084,0.197,0.04,false,true,false
113170,0.05,0.054,0.143,0.065,false,true,false
113179,0.078,0.081,0.128,0.24,false,true,false
113194,0.09,0.06,0.09,0.06661,false,true,false
113195,0.073,0.117,0.046,0.07517,false,true,false
113197,0.13,0.025,0.057,0.02539,false,false,false
113201,0.051,0.074,0.052,0.03,false,false,false
113202,0.03,0.03,0.065,0.015,false,true,false
113203,0.029,0.098,0.027,0.024,false,true,false
113205,0.092,0.07,0.064,0.05649,false,true,false
113209,0.077,0.105,0.222,0.56,false,true,false
113216,0.071,0.094,0.06,0.05488,false,true,false
113218,0.047,0.07,0.05,0.01,false,false,false
113225,0.071,0.094,0.06,0.05488,false,false,false
113226,0.051,0.111,0.078,0.11,false,false,true
113227,0.047,0.067,0.05,0.03012,false,true,false
113230,0.12,0.035,0.045,0.03616,false,false,true
113231,0.13,0.03,0.072,0.05372,false,true,false
113232,0.05,0.112,0.068,0.05,false,false,false
113314,0.32,0.24,0.32,0.18,false,true,false
114522,0.092,0.07,0.063,0.05561,false,true,false
114652,0.105,0.07,0.1,0.10074,false,false,false
114745,0.1,0.075,0.084,0.08635,false,true,false
114747,0.047,0.067,0.05,0.03012,false,true,false
114748,0.047,0.067,0.05,0.03012,false,false,false
114762,0.32,0.24,0.32,0.13,true,true,false
114899,0.049,0.126,0.067,0.05,false,true,false
115063,0.082,0.1,0.024,0.035,false,false,false
115077,0.05,0.03,0.11,0.03157,false,false,false
115089,0.11,0.02,0.03,0.015,false,false,false
115095,0.047,0.067,0.05,0.03012,false,false,false
115120,0.05,0.025,0.075,0.01794,false,false,true
