sku,max_item_length,max_item_width,max_item_height,max_item_weight,chilled,tablet,flammable
115130,0.078,0.173,0.049,0.065,false,false,false
115172,0.043,0.193,0.053,0.13,false,true,false
115181,0.042,0.125,0.042,0.045,false,false,false
115355,0.033,0.12,0.037,0.06,true,true,false
115572,0.078,0.098,0.075,0.10927,false,true,false
115573,0.057,0.067,0.093,0.07,false,true,false
115580,0.198,0.03,0.05,0.05682,false,true,false
115584,0.048,0.048,0.125,0.04457,false,true,false
115589,0.21,0.185,0.088,0.18,true,false,false
115591,0.1,0.055,0.045,0.03392,true,true,false
115686,0.047,0.067,0.05,0.03012,false,false,false
115752,0.047,0.067,0.05,0.03012,false,true,false
115770,0.115,0.02,0.05,0.01576,false,true,false
115771,0.047,0.067,0.05,0.03012,true,false,false
115785,0.047,0.067,0.05,0.03012,false,true,false
115786,0.071,0.094,0.06,0.05488,false,true,false
115794,0.049,0.098,0.047,0.025,false,true,false
115951,0.071,0.094,0.06,0.05488,false,false,false
115973,0.087,0.03,0.03,0.015,false,true,false
115980,0.071,0.094,0.06,0.05488,false,true,false
115987,0.071,0.094,0.06,0.05488,false,true,false
115988,0.185,0.112,0.09,0.18,false,true,false
115997,0.1,0.05,0.045,0.03084,false,true,false
116001,0.047,0.067,0.05,0.03012,false,false,false
116041,0.047,0.067,0.05,0.03012,false,true,false
116363,0.049,0.083,0.041,0.02,false,true,false
117002,0.047,0.067,0.05,0.03012,true,false,false
117010,0.047,0.067,0.05,0.03012,false,false,true
117011,0.071,0.094,0.06,0.05488,false,false,true
117015,0.071,0.094,0.06,0.05488,false,false,false
117024,0.071,0.094,0.06,0.05488,false,true,false
117025,0.071,0.094,0.06,0.05488,false,false,false
117027,0.07,0.064,0.055,0.03377,false,true,false
117029,0.095,0.091,0.06,0.07109,false,false,true
117030,0.078,0.098,0.075,0.10927,false,false,true
117084,0.32,0.24,0.32,0.13,false,true,false
117140,0.205,0.13,0.095,0.18,false,true,false
117146,0.047,0.067,0.05,0.03012,false,true,false
117402,0.032,0.114,0.05,0.025,false,true,false
117415,0.047,0.067,0.05,0.03012,false,false,false
117418,0.047,0.067,0.05,0.03012,true,true,false
117422,0.047,0.067,0.05,0.03012,false,false,false
117427,0.047,0.067,0.05,0.03012,false,false,false
117429,0.059,0.108,0.026,0.015,true,false,false
117431,0.059,0.094,0.056,0.05,false,true,false
117432,0.061,0.033,0.112,0.0309,false,true,false
117442,0.112,0.146,0.105,0.275,false,false,false
118300,0.047,0.067,0.05,0.03012,false,true,false
118396,0.071,0.094,0.06,0.05488,false,false,false
118430,0.047,0.067,0.05,0.03012,false,false,false
118459,0.071,0.094,0.06,0.05488,true,true,false
118468,0.047,0.067,0.05,0.03012,false,false,false
118475,0.071,0.094,0.06,0.05488,false,false,false
118483,0.047,0.067,0.05,0.03012,false,true,false
118493,0.039,0.086,0.025,0.03,false,true,false
118498,0.047,0.067,0.05,0.03012,false,false,false
118501,0.047,0.067,0.05,0.03012,false,true,false
118504,0.054,0.129,0.061,0.145,false,true,false
118506,0.077,0.121,0.044,0.055,false,true,false
118512,0.071,0.094,0.06,0.05488,true,false,false
118513,0.071,0.094,0.06,0.05488,false,true,false
118518,0.061,0.033,0.111,0.04275,false,true,false
118520,0.047,0.067,0.05,0.03012,false,true,false
118529,0.042,0.126,0.075,0.012,false,true,false
118531,0.047,0.067,0.05,0.03012,false,true,false
118532,0.038,0.101,0.06,0.02,false,false,true
118539,0.25,0.1,0.13,0.355,false,true,false
119514,0.089,0.096,0.065,0.09657,false,false,false
119516,0.047,0.067,0.05,0.03012,false,true,false
119644,0.1,0.1,0.25,0.13,false,false,false
119945,0.047,0.067,0.05,0.03012,false,false,false
119948,0.04,0.102,0.037,0.025,true,true,false
120049,0.094,0.217,0.116,0.245,false,true,false
120052,0.135,0.03,0.095,0.05273,false,false,false
120167,0.071,0.094,0.06,0.05488,false,true,false
120184,0.047,0.067,0.05,0.03012,false,true,false
120235,0.215,0.11,0.09,0.18,false,false,false
120257,0.071,0.094,0.06,0.05488,false,true,false
120272,0.08,0.018,0.042,0.015,false,true,false
120318,0.061,0.115,0.053,0.095,false,true,false
120359,0.137,0.025,0.058,0.02723,false,true,false
120382,0.04,0.03,0.117,0.02686,false,true,false
120447,0.07,0.065,0.112,0.06985,false,true,false
120448,0.067,0.11,0.067,0.085,false,false,false
120449,0.07,0.065,0.112,0.06985,false,true,false
120450,0.061,0.111,0.074,0.12,false,true,false
120775,0.106,0.025,0.065,0.02361,false,true,false
120778,0.12,0.025,0.075,0.03084,false,false,false
120779,0.049,0.077,0.182,0.015,false,false,false
121567,0.04,0.078,0.062,0.03,false,false,true
121568,0.08,0.04,0.06,0.02632,false,true,false
121570,0.08,0.04,0.06,0.02632,false,true,false
121710,0.047,0.067,0.05,0.03012,true,true,false
121745,0.068,0.117,0.079,0.175,false,false,true
121807,0.071,0.094,0.06,0.05488,false,false,false
121814,0.047,0.067,0.05,0.03012,false,true,false
121833,0.042,0.102,0.034,0.02,false,true,false
121874,0.038,0.099,0.049,0.04,false,false,false
121875,0.064,0.091,0.025,0.525,false,false,false
121892,0.071,0.094,0.06,0.05488,false,true,false
121904,0.061,0.105,0.028,0.025,false,false,false
121914,0.119,0.12,0.113,0.27,false,true,false
121917,0.058,0.116,0.054,0.05,false,false,true
121926,0.071,0.094,0.06,0.05488,false,true,false
121930,0.047,0.067,0.05,0.03012,false,false,true
121937,0.049,0.11,0.055,0.055,true,false,false
121939,0.11,0.091,0.07,0.09604,false,false,false
122555,0.071,0.094,0.06,0.05488,true,true,false
122556,0.057,0.099,0.026,0.02,false,false,false
122631,0.035,0.119,0.027,0.025,false,true,false
122632,0.042,0.125,0.027,0.03,false,true,false
122643,0.116,0.024,0.066,0.02518,false,false,false
122644,0.071,0.094,0.06,0.05488,false,true,false
122645,0.135,0.039,0.072,0.05196,false,false,false
122675,0.051,0.115,0.047,0.17,false,true,false
122678,0.071,0.094,0.06,0.05488,false,false,true
122682,0.042,0.147,0.06,0.03,true,true,false
122686,0.071,0.094,0.06,0.05488,false,true,false
122687,0.047,0.067,0.05,0.03012,false,false,false
122697,0.0725,0.095,0.0755,0.08196,true,false,false
122778,0.071,0.094,0.06,0.05488,false,true,false
122814,0.145,0.045,0.08,0.07155,false,false,false
122938,0.057,0.147,0.097,0.085,false,true,false
122941,0.071,0.094,0.06,0.05488,false,true,false
122980,0.064,0.111,0.04,0.03,false,true,false
123034,0.071,0.094,0.06,0.05488,false,true,false
123035,0.058,0.084,0.022,0.015,false,false,true
123063,0.071,0.094,0.06,0.05488,false,true,false
123069,0.024,0.092,0.027,0.09,false,false,true
123094,0.047,0.067,0.05,0.03012,false,true,false
123128,0.051,0.114,0.057,0.015,true,false,false
123129,0.071,0.094,0.06,0.05488,true,true,false
123130,0.071,0.094,0.06,0.05488,false,true,false
123149,,,,,false,true,false
123252,0.042,0.061,0.117,0.06,false,true,false
123272,0.041,0.041,0.104,0.06,false,true,false
123304,0.047,0.067,0.05,0.03012,false,true,false
123305,0.073,0.167,0.042,0.09796,false,false,false
123306,0.047,0.165,0.023,0.06,false,false,false
123309,0.047,0.067,0.05,0.03012,false,true,false
123310,0.071,0.094,0.06,0.05488,false,true,false
123311,0.068,0.151,0.061,0.05,false,false,false
123753,0.085,0.04,0.055,0.02563,true,true,false
123763,0.042,0.133,0.072,0.051,false,true,false
123788,0.095,0.125,0.029,0.031,false,false,false
124008,0.091,0.112,0.12,0.125,false,false,true
124012,0.09,0.04,0.088,0.06061,true,true,false
124034,0.042,0.025,0.085,0.01708,false,false,false
124080,0.095,0.02,0.04,0.015,false,false,true
124183,0.038,0.131,0.035,0.045,false,true,false
124184,0.047,0.164,0.04,0.075,false,false,false
124205,0.045,0.035,0.12,0.03616,false,false,false
124207,0.064,0.108,0.04,0.055,false,false,false
124208,0.097,0.03,0.056,0.02234,false,false,false
124210,0.09,0.025,0.05,0.01542,false,true,false
124211,0.059,0.085,0.026,0.008,false,false,false
124230,0.165,0.04,0.09,0.11365,false,true,false
124233,0.044,0.044,0.076,0.02017,true,false,false
124234,0.045,0.045,0.075,0.02082,false,true,false
124272,0.047,0.067,0.05,0.03012,false,false,false
124298,0.043,0.053,0.152,0.045,false,true,false
124335,0.071,0.094,0.06,0.05488,false,false,true
124402,0.04,0.129,0.066,0.135,false,false,false
124403,0.044,0.128,0.081,0.015,false,false,true
124476,0.047,0.067,0.05,0.03012,false,true,false
124478,0.069,0.141,0.03,0.02,false,true,false
124483,0.043,0.159,0.062,0.035,false,true,false
124666,0.071,0.094,0.06,0.05488,false,false,false
124702,0.056,0.122,0.027,0.015,false,false,false
124704,0.041,0.104,0.057,0.05,false,false,false
124705,0.134,0.038,0.072,0.05025,false,false,false
124794,0.071,0.094,0.06,0.05488,false,false,false
124795,0.071,0.094,0.06,0.05488,false,false,true
124826,0.14,0.02,0.068,0.03643,false,true,false
124896,0.14,0.02,0.065,0.03482,false,false,false
124899,0.073,0.151,0.035,0.075,false,true,false
124994,0.049,0.101,0.051,0.045,true,true,false
125121,0.071,0.094,0.06,0.05488,false,true,false
125172,0.071,0.094,0.06,0.05488,false,true,false
125174,0.071,0.094,0.06,0.05488,false,true,false
125175,0.14,0.02,0.055,0.02111,false,false,false
125176,0.045,0.02,0.093,0.01147,false,true,false
125179,0.066,0.15,0.041,0.095,false,true,false
125180,0.113,0.028,0.047,0.02038,false,true,false
125181,0.062,0.128,0.034,0.025,false,false,true
125183,0.112,0.148,0.027,0.055,false,false,false
125185,0.073,0.099,0.057,0.07,false,true,false
125194,0.071,0.094,0.06,0.05488,false,false,false
125246,0.056,0.077,0.048,0.035,false,true,false
125286,0.047,0.067,0.05,0.03012,false,false,false
125297,0.047,0.067,0.05,0.03012,false,false,false
125371,0.059,0.134,0.031,0.05,false,true,false
125389,0.071,0.094,0.06,0.05488,false,false,false
125413,0.071,0.094,0.06,0.05488,false,false,false
125461,0.071,0.094,0.06,0.05488,false,false,true
125462,0.071,0.094,0.06,0.05488,true,true,false
125463,0.045,0.103,0.056,0.03,false,false,false
125469,0.038,0.102,0.039,0.055,true,true,false
125500,0.071,0.094,0.06,0.05488,false,true,false
125535,0.055,0.134,0.044,0.05,false,false,false
125547,0.047,0.067,0.05,0.03012,false,true,false
125549,0.047,0.067,0.05,0.03012,false,true,false
125570,0.071,0.094,0.06,0.05488,false,true,false
125583,0.084,0.091,0.168,0.03,false,true,false
125617,0.082,0.137,0.034,0.02,false,true,false
125639,0.04,0.168,0.039,0.08,false,true,false
125701,0.035,0.147,0.07,0.02,false,false,false
125831,0.067,0.117,0.026,0.03,false,true,false
126301,0.071,0.094,0.06,0.05488,false,true,false
126308,0.057,0.108,0.034,0.08,false,true,false
126345,0.049,0.105,0.05,0.03,true,false,false
126347,0.042,0.091,0.035,0.03,true,true,false
126832,0.051,0.127,0.082,0.035,false,true,false
126833,0.037,0.11,0.088,0.04,false,false,false
126834,0.071,0.094,0.06,0.05488,false,true,false
127260,0.11,0.05,0.254,0.18,false,false,false
127276,0.11,0.03,0.052,0.02352,false,true,false
127326,0.047,0.067,0.05,0.03012,false,false,false
127332,0.038,0.042,0.07,0.078,false,false,false
127405,0.071,0.094,0.06,0.05488,true,false,true
127444,0.04,0.041,0.071,0.04,true,true,false
127445,0.04,0.041,0.071,0.043,false,false,false
127465,0.047,0.067,0.05,0.03012,true,true,false
127468,0.071,0.094,0.06,0.05488,false,true,false
127570,0.057,0.103,0.049,0.015,false,false,false
127626,0.049,0.126,0.067,0.01,false,false,false
127627,0.071,0.094,0.06,0.05488,true,true,false
127717,0.04,0.04,0.11,0.03367,false,false,true
129517,0.059,0.083,0.049,0.055,false,false,false
129518,0.047,0.067,0.05,0.03012,false,true,false
129530,0.044,0.134,0.072,0.06,false,false,false
129531,0.044,0.077,0.022,0.015,false,true,false
129578,0.071,0.094,0.06,0.05488,false,false,false
129717,0.047,0.067,0.05,0.03012,false,false,false
129719,0.105,0.04,0.045,0.0259,false,true,false
129726,0.071,0.094,0.06,0.05488,false,false,false
129752,0.083,0.119,0.09,0.32,false,false,false
129782,0.089,0.096,0.065,0.09657,true,true,false
129854,0.15,0.04,0.06,0.04934,false,true,false
130011,0.037,0.134,0.072,0.03,false,false,false
130718,0.071,0.094,0.06,0.05488,true,true,false
131140,0.071,0.094,0.06,0.05488,false,false,false
131216,0.071,0.094,0.06,0.05488,false,true,false
131218,0.095,0.11,0.05,0.095,false,true,false
131530,0.062,0.103,0.029,0.013,false,false,false
131531,0.071,0.094,0.06,0.05488,false,false,false
131532,0.071,0.094,0.06,0.05488,false,false,false
131589,0.035,0.126,0.055,0.025,false,false,true
131590,0.049,0.14,0.062,0.025,false,false,false
131591,0.071,0.094,0.06,0.05488,false,false,false
131642,0.089,0.1575,0.1005,0.34428,false,true,false
131653,0.071,0.094,0.06,0.05488,false,false,false
131656,0.047,0.067,0.05,0.03012,true,true,false
131663,0.047,0.067,0.05,0.03012,false,true,false
131887,0.061,0.086,0.059,0.0479,false,false,false
131888,0.089,0.1575,0.1005,0.34428,false,true,false
131889,0.091,0.151,0.077,0.26,false,false,false
131891,0.047,0.067,0.05,0.03012,false,false,false
131970,0.059,0.091,0.051,0.035,false,true,false
131976,0.09,0.149,0.059,0.07,false,true,false
131980,0.071,0.094,0.06,0.05488,false,true,false
131990,0.047,0.067,0.05,0.03012,false,true,false
132276,0.046,0.129,0.03,0.245,false,false,false
132277,0.062,0.128,0.03,0.06,false,true,false
132278,0.047,0.067,0.05,0.03012,true,false,false
132279,0.036,0.121,0.027,0.045,false,false,false
132280,0.047,0.067,0.05,0.03012,false,true,false
132315,0.047,0.067,0.05,0.03012,false,true,false
132414,0.071,0.094,0.06,0.05488,false,true,false
132418,0.047,0.067,0.05,0.03012,false,false,false
132437,0.089,0.1575,0.1005,0.34428,false,false,false
132450,0.087,0.164,0.124,0.43,false,true,false
132452,0.071,0.094,0.06,0.05488,false,false,false
132494,0.071,0.094,0.06,0.05488,false,false,false
132495,0.071,0.094,0.06,0.05488,false,true,false
132591,0.071,0.094,0.06,0.05488,false,false,true
132597,0.047,0.067,0.05,0.03012,false,false,false
132607,0.047,0.067,0.05,0.03012,false,false,true
132610,0.089,0.096,0.065,0.09657,false,true,false
132613,0.047,0.067,0.05,0.03012,false,true,false
132625,0.067,0.081,0.028,0.035,false,true,false
132636,0.071,0.094,0.06,0.05488,false,true,false
133206,0.062,0.159,0.076,0.115,true,false,false
133300,0.037,0.116,0.03,0.05,false,false,false
133303,0.047,0.067,0.05,0.03012,false,false,false
133306,0.071,0.094,0.06,0.05488,false,false,false
133307,0.047,0.067,0.05,0.03012,false,true,false
133308,0.089,0.096,0.065,0.09657,false,true,false
133309,0.047,0.067,0.05,0.03012,false,true,false
133910,0.047,0.067,0.05,0.03012,false,true,false
133947,0.061,0.086,0.059,0.0479,false,false,true
134027,0.071,0.094,0.06,0.05488,false,true,false
134028,0.063,0.11,0.094,0.13,false,false,false
134029,0.071,0.094,0.06,0.05488,false,false,false
134100,0.047,0.067,0.05,0.03012,false,true,false
134101,0.047,0.067,0.05,0.03012,true,false,false
134122,0.044,0.065,0.048,0.04,false,false,false
134412,0.047,0.067,0.05,0.03012,false,true,false
134413,0.071,0.094,0.06,0.05488,false,false,false
134484,0.071,0.094,0.06,0.05488,false,true,false
134499,0.071,0.094,0.06,0.05488,false,false,false
134500,0.071,0.094,0.06,0.05488,false,true,false
134546,0.074,0.123,0.031,0.01,false,false,false
134553,0.113,0.129,0.092,0.57,true,false,false
134598,0.071,0.094,0.06,0.05488,false,false,false
134599,0.061,0.083,0.03,0.015,false,true,false
134611,0.044,0.071,0.035,0.06,true,false,false
134639,0.059,0.153,0.098,0.1,false,false,false
134642,0.071,0.094,0.06,0.05488,false,true,false
134659,0.042,0.134,0.072,0.03,true,false,false
134660,0.071,0.094,0.06,0.05488,false,false,false
134669,0.047,0.067,0.05,0.03012,false,true,false
134677,0.047,0.067,0.05,0.03012,true,true,false
134679,0.071,0.094,0.06,0.05488,false,false,false
134680,0.046,0.097,0.062,0.02,false,true,false
134683,0.071,0.094,0.06,0.05488,false,true,false
134686,0.065,0.101,0.036,0.03239,false,false,false
134698,0.071,0.094,0.06,0.05488,false,true,false
134810,0.071,0.094,0.06,0.05488,false,true,false
134817,0.041,0.099,0.047,0.015,true,true,false
134885,0.047,0.067,0.05,0.03012,false,true,false
134916,0.047,0.067,0.05,0.03012,false,false,false
135012,0.048,0.079,0.03,0.015,false,true,false
135013,0.071,0.094,0.06,0.05488,false,false,false
135025,0.039,0.095,0.041,0.02,false,true,false
135026,0.039,0.095,0.04,0.035,false,true,false
135075,0.047,0.067,0.05,0.03012,false,false,false
135095,0.047,0.067,0.05,0.03012,false,true,false
135096,0.047,0.067,0.05,0.03012,false,true,false
135156,0.071,0.094,0.06,0.05488,false,true,false
135157,0.071,0.094,0.06,0.05488,false,true,false
135158,0.071,0.094,0.06,0.05488,false,true,false
135160,0.039,0.042,0.099,0.105,false,true,false
135161,0.0725,0.095,0.0755,0.08196,false,true,false
135181,0.071,0.094,0.06,0.05488,false,false,false
135185,0.071,0.094,0.06,0.05488,false,false,false
135193,0.071,0.094,0.06,0.05488,false,false,false
135194,0.071,0.094,0.06,0.05488,false,true,false
135368,0.079,0.118,0.03,0.014,false,true,false
135420,0.048,0.135,0.07,0.045,true,true,false
135531,0.047,0.067,0.05,0.03012,false,false,false
135545,0.039,0.101,0.047,0.105,false,true,false
135742,0.047,0.067,0.05,0.03012,false,true,false
135744,0.071,0.094,0.06,0.05488,false,false,false
135887,0.071,0.094,0.06,0.05488,false,false,true
136197,0.047,0.122,0.03,0.01,false,false,false
136877,0.047,0.067,0.05,0.03012,true,true,false
136918,0.047,0.067,0.05,0.03012,true,true,false
136921,0.047,0.067,0.05,0.03012,false,true,false
136923,0.071,0.094,0.06,0.05488,false,true,false
136957,0.071,0.094,0.06,0.05488,false,true,false
136966,0.125,0.209,0.129,0.415,false,true,false
136967,0.084,0.174,0.123,0.02,true,false,false
136977,0.071,0.094,0.06,0.05488,false,true,false
136998,0.047,0.067,0.05,0.03012,false,true,false
137330,0.077,0.154,0.085,0.105,false,true,false
137523,0.111,0.158,0.052,0.135,false,true,false
137560,0.047,0.067,0.05,0.03012,false,false,false
137562,0.049,0.091,0.052,0.042,false,true,false
137575,0.047,0.067,0.05,0.03012,false,false,true
137931,0.071,0.094,0.06,0.05488,false,true,false
138090,0.047,0.067,0.05,0.03012,false,false,false
138245,0.047,0.067,0.05,0.03012,false,true,false
138350,0.081,0.111,0.034,0.02,false,false,false
138351,0.077,0.118,0.033,0.045,false,true,false
138352,0.076,0.121,0.033,0.01,false,false,false
138355,0.047,0.067,0.05,0.03012,false,true,false
138368,0.03,0.137,0.057,0.015,false,true,false
138386,0.071,0.094,0.06,0.05488,false,false,true
138387,0.047,0.067,0.05,0.03012,false,false,true
138388,0.071,0.094,0.06,0.05488,false,true,false
138468,0.071,0.094,0.06,0.05488,false,true,false
138469,0.047,0.067,0.05,0.03012,false,true,false
138499,0.071,0.094,0.06,0.05488,false,true,false
138500,0.071,0.094,0.06,0.05488,false,false,false
138501,0.071,0.094,0.06,0.05488,false,false,false
138661,0.071,0.094,0.06,0.05488,true,true,false
138901,0.071,0.094,0.06,0.05488,false,true,false
138902,0.071,0.094,0.06,0.05488,false,false,true
138904,0.047,0.067,0.05,0.03012,false,false,false
138935,0.047,0.067,0.05,0.03012,true,true,false
138936,0.071,0.094,0.06,0.05488,false,true,false
138990,0.071,0.094,0.06,0.05488,false,false,true
139021,0.071,0.094,0.06,0.05488,false,false,false
139112,1.5,0.5,0.95,0.18,false,true,false
139113,0.071,0.094,0.06,0.05488,false,true,false
139114,0.071,0.094,0.06,0.05488,true,true,false
139115,0.071,0.094,0.06,0.05488,false,false,false
139116,0.071,0.094,0.06,0.05488,false,true,false
139147,0.047,0.067,0.05,0.03012,false,false,false
139148,0.071,0.094,0.06,0.05488,false,true,false
139149,0.047,0.067,0.05,0.03012,false,false,false
139150,0.071,0.094,0.06,0.05488,false,true,false
139154,0.071,0.094,0.06,0.05488,false,false,false
139166,0.047,0.067,0.05,0.03012,false,true,false
139195,0.047,0.067,0.05,0.03012,false,false,false
139198,0.071,0.094,0.06,0.05488,false,false,false
139225,0.071,0.094,0.06,0.05488,false,false,false
139236,0.071,0.094,0.06,0.05488,false,true,false
139243,0.071,0.094,0.06,0.05488,false,true,false
139323,0.047,0.067,0.05,0.03012,false,true,false
140001,0.047,0.067,0.05,0.03012,false,true,false
140005,0.047,0.067,0.05,0.03012,false,true,false
140015,0.0725,0.095,0.0755,0.08196,true,false,true
140016,0.047,0.067,0.05,0.03012,true,true,false
140021,0.047,0.067,0.05,0.03012,false,false,false
140078,0.047,0.067,0.05,0.03012,false,false,false
140079,0.071,0.094,0.06,0.05488,false,true,false
140082,0.0725,0.095,0.0755,0.08196,false,false,false
140084,0.061,0.086,0.059,0.0479,false,true,false
140087,0.047,0.067,0.05,0.03012,false,true,false
140089,0.047,0.067,0.05,0.03012,false,true,false
140397,0.047,0.067,0.05,0.03012,false,false,false
140800,0.036,0.074,0.032,0.03,false,true,false
140839,0.047,0.067,0.05,0.03012,false,false,false
140881,0.071,0.094,0.06,0.05488,false,true,false
140965,0.047,0.067,0.05,0.03012,false,false,true
141084,0.047,0.067,0.05,0.03012,false,false,true
141276,0.052,0.03,0.118,0.03522,true,true,false
141277,0.064,0.037,0.135,0.06116,false,true,false
141922,0.047,0.067,0.05,0.03012,false,true,false
143024,0.047,0.067,0.05,0.03012,false,false,false
143381,0.047,0.067,0.05,0.03012,false,false,false
149303,0.047,0.067,0.05,0.03012,false,false,false
149346,0.047,0.067,0.05,0.03012,false,true,false
149347,0.035,0.098,0.065,0.15,false,true,false
149398,0.047,0.067,0.05,0.03012,true,true,false
149467,0.047,0.067,0.05,0.03012,false,true,false
149642,0.071,0.094,0.06,0.05488,true,true,false
149920,0.061,0.086,0.059,0.0479,false,true,false
150452,0.071,0.094,0.06,0.05488,false,true,false
150455,0.071,0.094,0.06,0.05488,false,true,false
214618,0.119,0.065,0.06,0.06361,false,true,false
214619,0.157,0.015,0.075,0.02421,false,true,false
