workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,3600.000000004331,0.27109352350182786,678,360
WS_8_20,3380.0000000035307,0.2545266970655647,604,338
WS_13_20,3790.0000000050222,0.2854012372422369,735,379
WS_19_20,2750.0000000012387,0.2070853304526293,463,275
WS_25_20,2990.000000002112,0.22515823201946183,438,299
WS_30_20,3460.0000000038217,0.2605509975878422,553,346
