job_id,task_id,store_id,robot,rack_id,workstation,covered_skus,covered_lines,dispatch_time_s,completion_time_s,station_release_time_s,to_pickup_time_s,pickup_wait_time_s,to_dropoff_entry_time_s,to_workstation_time_s,dropoff_wait_time_s,to_ingestor_exit_time_s,to_return_time_s,return_wait_time_s,idle_time_s,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,empty_distance_m,loaded_distance_m
J000001,2023-01-03/AMPP,AMPP,AMR_01,G15_10,WS_13_20,"[""107328"", ""110227"", ""110519""]",4,0.05,117.14999999999549,62.2999999999986,0.05,6.8999999999999835,10.95000000000002,52.19999999999917,52.24999999999917,62.2499999999986,62.2999999999986,113.09999999999572,117.14999999999549,18.100000000000122,62.849999999998566,12.400000000000041,0,23.5000000000002,0.25,0,4.0,56.00000000000027
J000002,2023-01-03/BDBU,BDBU,AMR_02,G15_8,WS_19_20,"[""107238"", ""124208""]",3,0.05,222.15000000001626,184.30000000000766,0.05,64.99999999999845,69.04999999999822,174.20000000000536,174.25000000000537,184.25000000000765,184.30000000000766,218.10000000001534,222.15000000001626,18.100000000000122,113.24999999999571,19.100000000000136,0,71.39999999999809,0.25,0,42.00000000000013,72.00000000000068
J000003,2023-01-03/APUR,APUR,AMR_03,G35_15,WS_25_20,"[""101202"", ""107381""]",2,0.05,159.0000000000019,81.94999999999749,0.05,37.30000000000002,41.34999999999979,71.84999999999806,71.89999999999806,81.89999999999749,81.94999999999749,154.95000000000098,159.0000000000019,18.100000000000122,93.69999999999682,10.450000000000014,0,36.45000000000007,0.25,0,40.00000000000021,68.00000000000001
J000004,2023-01-03/BDPP,BDPP,AMR_08,G2_10,WS_2_20,"[""110153""]",1,0.05,101.29999999999639,66.84999999999835,0.05,4.749999999999991,8.79999999999999,56.74999999999891,56.79999999999891,66.79999999999835,66.84999999999835,97.24999999999662,101.29999999999639,18.100000000000122,53.99999999999907,5.699999999999988,0,23.200000000000195,0.25,0,4.0,52.00000000000033
J000005,2023-01-03/BDRW,BDRW,AMR_04,G29_14,WS_30_20,"[""124208""]",1,0.05,120.89999999999527,92.89999999999687,0.05,41.99999999999975,46.04999999999952,82.79999999999744,82.84999999999744,92.84999999999687,92.89999999999687,116.8499999999955,120.89999999999527,18.100000000000122,74.39999999999792,13.350000000000055,0,14.750000000000075,0.25,0,32.0,44.00000000000004
J000006,2023-01-03/BKIN,BKIN,AMR_27,G11_15,WS_8_20,"[""112316""]",1,0.05,86.44999999999723,56.9499999999989,0.05,0.05,4.099999999999993,46.849999999999476,46.89999999999947,56.899999999998904,56.9499999999989,82.39999999999746,86.44999999999723,18.100000000000122,40.29999999999985,6.649999999999984,0,21.150000000000166,0.2,0,0.0,40.000000000000156
J000007,2023-01-03/AMPP,AMPP,AMR_05,G24_14,WS_13_20,"[""110178"", ""112432""]",4,0.05,168.250000000004,113.59999999999569,0.05,31.95000000000032,36.00000000000009,103.49999999999626,103.54999999999626,113.54999999999569,113.59999999999569,164.2000000000031,168.250000000004,18.100000000000122,97.74999999999659,15.300000000000082,0,36.80000000000005,0.25,0,26.0,80.00000000000034
J000008,2023-01-03/BDBU,BDBU,AMR_40,G21_14,WS_19_20,"[""132437""]",1,0.05,107.24999999999605,71.39999999999809,0.05,29.550000000000285,33.60000000000023,61.299999999998654,61.34999999999865,71.34999999999809,71.39999999999809,103.19999999999628,107.24999999999605,18.100000000000122,70.39999999999814,13.350000000000055,0,5.09999999999999,0.25,0,28.0,44.00000000000004
J000009,2023-01-03/APUR,APUR,AMR_39,G27_15,WS_25_20,"[""112432""]",1,0.05,269.1500000000269,146.04999999999896,0.05,114.14999999999566,118.19999999999543,135.94999999999666,135.99999999999667,145.99999999999895,146.04999999999896,265.100000000026,269.1500000000269,18.100000000000122,81.34999999999752,10.500000000000014,0,158.90000000000188,0.25,0,40.00000000000003,36.0
J000010,2023-01-03/BDPP,BDPP,AMR_09,G3_10,WS_2_20,"[""107398""]",1,0.05,80.84999999999755,49.499999999999325,0.05,9.800000000000004,13.850000000000062,39.3999999999999,39.449999999999896,49.44999999999933,49.499999999999325,76.79999999999778,80.84999999999755,18.100000000000122,53.199999999999115,6.649999999999984,0,2.5999999999999988,0.25,0,8.0,52.0000000000004
J000011,2023-01-03/BDRW,BDRW,AMR_36,G33_14,WS_30_20,"[""110178""]",1,0.05,236.4000000000195,195.40000000001018,0.05,152.50000000000043,156.55000000000135,185.30000000000788,185.3500000000079,195.35000000001017,195.40000000001018,232.35000000001858,236.4000000000195,18.100000000000122,143.29999999999833,21.050000000000164,0,53.64999999999909,0.25,0,110.00000000000112,48.00000000000004
J000012,2023-01-03/BKIN,BKIN,AMR_26,G11_14,WS_8_20,"[""110569""]",1,0.05,74.39999999999792,40.99999999999981,0.05,0.05,4.099999999999993,30.900000000000304,30.950000000000305,40.94999999999981,40.99999999999981,70.34999999999815,74.39999999999792,18.100000000000122,41.79999999999976,7.649999999999981,0,6.5999999999999845,0.2,0,0.0,44.00000000000021
J000013,2023-01-03/AMPP,AMPP,AMR_38,G15_15,WS_13_20,"[""110543""]",1,0.05,126.74999999999494,96.54999999999666,0.05,21.800000000000175,25.850000000000232,86.44999999999723,86.49999999999723,96.49999999999666,96.54999999999666,122.69999999999517,126.74999999999494,18.100000000000122,48.84999999999936,8.599999999999987,0,50.899999999999245,0.25,0,14.0,32.0
J000014,2023-01-03/BDBU,BDBU,AMR_37,G23_15,WS_19_20,"[""112010""]",1,0.05,167.8000000000039,122.39999999999519,0.05,56.09999999999895,60.14999999999872,112.29999999999576,112.34999999999576,122.34999999999519,122.39999999999519,163.75000000000298,167.8000000000039,18.100000000000122,72.899999999998,11.400000000000027,0,65.09999999999845,0.25,0,32.0,40.0
