workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4990.000000009388,0.22372819042679287,713,499
WS_8_20,5560.000000011461,0.24928431638741333,836,556
WS_13_20,5690.000000011934,0.2551129065187829,850,569
WS_19_20,4780.000000008624,0.21431277559919587,789,478
WS_25_20,5190.000000010115,0.23269525216736145,797,519
WS_30_20,5350.0000000106975,0.23986890155981633,848,535
