workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4980.000000009351,0.20758130267907876,713,498
WS_8_20,5560.000000011461,0.231757438332508,836,556
WS_13_20,5660.000000011825,0.23592573758309926,850,566
WS_19_20,4800.000000008697,0.20007836402801452,789,480
WS_25_20,5220.0000000102245,0.21758522088049775,797,522
WS_30_20,5350.0000000106975,0.2230040099062664,848,535
