workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,4310.000000006914,0.2724227292858496,678,431
WS_8_20,4000.000000005786,0.2528285190587533,604,400
WS_13_20,4490.000000007569,0.28380001264351845,735,449
WS_19_20,3190.0000000028394,0.20163074394924355,463,319
WS_25_20,3250.0000000030577,0.20542317173513316,438,325
WS_30_20,3960.0000000056407,0.2503002338681602,553,396
