task_id,date,store_id,workstation,release_time_s,completion_time_s,source_lines,completed_lines,status
2023-01-03/AMPP,2023-01-03,AMPP,WS_13_20,0.0,909.7499999997203,30,30,completed
2023-01-03/APUR,2023-01-03,APUR,WS_25_20,0.0,809.0999999998119,14,14,completed
2023-01-03/BDBU,2023-01-03,BDBU,WS_19_20,0.0,668.7999999999395,14,14,completed
2023-01-03/BDMC,2023-01-03,BDMC,WS_19_20,0.0,1249.5499999994113,19,19,completed
2023-01-03/BDPP,2023-01-03,BDPP,WS_2_20,0.0,432.250000000064,7,7,completed
2023-01-03/BDRW,2023-01-03,BDRW,WS_30_20,0.0,586.2500000000146,14,14,completed
2023-01-03/BHAU,2023-01-03,BHAU,WS_30_20,0.0,892.7999999997357,3,3,completed
2023-01-03/BIFG,2023-01-03,BIFG,WS_25_20,0.0,1065.099999999579,2,2,completed
2023-01-03/BKIN,2023-01-03,BKIN,WS_8_20,0.0,419.5000000000611,7,7,completed
2023-01-03/BKPS,2023-01-03,BKPS,WS_25_20,0.0,1368.599999999303,4,4,completed
2023-01-03/BKSD,2023-01-03,BKSD,WS_25_20,0.0,1989.0499999987387,26,26,completed
2023-01-03/BLOS,2023-01-03,BLOS,WS_25_20,0.0,2064.9499999987465,2,2,completed
2023-01-03/BNUT,2023-01-03,BNUT,WS_13_20,0.0,1082.9999999995628,1,1,completed
2023-01-03/BSAR,2023-01-03,BSAR,WS_25_20,0.0,2571.350000000589,9,9,completed
2023-01-03/CENT,2023-01-03,CENT,WS_8_20,0.0,1400.599999999274,58,58,completed
2023-01-03/CTHR,2023-01-03,CTHR,WS_8_20,0.0,2013.7499999987162,19,19,completed
2023-01-03/CTSQ,2023-01-03,CTSQ,WS_13_20,0.0,3572.550000004231,178,178,completed
2023-01-03/DEPE,2023-01-03,DEPE,WS_13_20,0.0,3838.050000005197,6,6,completed
2023-01-03/DESA,2023-01-03,DESA,WS_19_20,0.0,1640.7499999990555,10,10,completed
2023-01-03/DMHS,2023-01-03,DMHS,WS_8_20,0.0,2627.250000000792,12,12,completed
2023-01-03/DSHA,2023-01-03,DSHA,WS_25_20,0.0,2708.9500000010894,7,7,completed
2023-01-03/DSKD,2023-01-03,DSKD,WS_19_20,0.0,1994.0999999987341,8,8,completed
2023-01-03/GLPT,2023-01-03,GLPT,WS_30_20,0.0,1037.749999999604,3,3,completed
2023-01-03/HQMW,2023-01-03,HQMW,WS_19_20,0.0,2028.1499999987032,1,1,completed
2023-01-03/IPBC,2023-01-03,IPBC,WS_8_20,0.0,2747.050000001228,3,3,completed
2023-01-03/IPGD,2023-01-03,IPGD,WS_25_20,0.0,2802.300000001429,3,3,completed
2023-01-03/IPMG,2023-01-03,IPMG,WS_25_20,0.0,2940.00000000193,1,1,completed
2023-01-03/JJNG,2023-01-03,JJNG,WS_19_20,0.0,2304.6999999996187,1,1,completed
2023-01-03/JLTS,2023-01-03,JLTS,WS_25_20,0.0,3104.2500000025275,1,1,completed
2023-01-03/JMNS,2023-01-03,JMNS,WS_2_20,0.0,457.7500000000698,1,1,completed
2023-01-03/KAMP,2023-01-03,KAMP,WS_8_20,0.0,2848.4000000015967,2,2,completed
2023-01-03/KBES,2023-01-03,KBES,WS_2_20,0.0,2744.1500000012174,119,119,completed
2023-01-03/KCTJ,2023-01-03,KCTJ,WS_30_20,0.0,1372.999999999299,11,11,completed
2023-01-03/KELS,2023-01-03,KELS,WS_30_20,0.0,1520.399999999165,5,5,completed
2023-01-03/KIDP,2023-01-03,KIDP,WS_25_20,0.0,3230.1500000029855,4,4,completed
2023-01-03/KJIN,2023-01-03,KJIN,WS_30_20,0.0,2724.450000001146,29,29,completed
2023-01-03/KJRH,2023-01-03,KJRH,WS_2_20,0.0,4948.100000009235,96,96,completed
2023-01-03/KJSC,2023-01-03,KJSC,WS_25_20,0.0,3612.3000000043758,9,9,completed
2023-01-03/KLGU,2023-01-03,KLGU,WS_2_20,0.0,5817.050000012397,17,17,completed
2023-01-03/KOLA,2023-01-03,KOLA,WS_19_20,0.0,4934.150000009185,167,167,completed
2023-01-03/KOMA,2023-01-03,KOMA,WS_25_20,0.0,4232.3500000066315,26,26,completed
2023-01-03/KPAS,2023-01-03,KPAS,WS_30_20,0.0,5263.7000000103835,120,120,completed
2023-01-03/KPBR,2023-01-03,KPBR,WS_2_20,0.0,6610.800000015284,18,18,completed
2023-01-03/KTUN,2023-01-03,KTUN,WS_8_20,0.0,5512.650000011289,146,146,completed
2023-01-03/KULA,2023-01-03,KULA,WS_19_20,0.0,5395.500000010863,11,11,completed
2023-01-03/LARK,2023-01-03,LARK,WS_30_20,0.0,7334.500000017917,107,107,completed
2023-01-03/MMIM,2023-01-03,MMIM,WS_2_20,0.0,8449.350000017292,54,54,completed
2023-01-03/MMJJ,2023-01-03,MMJJ,WS_13_20,0.0,4236.800000006648,7,7,completed
2023-01-03/MMMR,2023-01-03,MMMR,WS_8_20,0.0,5674.600000011878,3,3,completed
2023-01-03/MMNB,2023-01-03,MMNB,WS_13_20,0.0,4614.550000008022,2,2,completed
2023-01-03/MMPL,2023-01-03,MMPL,WS_13_20,0.0,8238.700000020357,165,165,completed
2023-01-03/MMSA,2023-01-03,MMSA,WS_2_20,0.0,8617.250000014848,6,6,completed
2023-01-03/MMST,2023-01-03,MMST,WS_8_20,0.0,7486.300000018469,56,56,completed
2023-01-03/MMTI,2023-01-03,MMTI,WS_13_20,0.0,8503.350000016506,3,3,completed
2023-01-03/MMTU,2023-01-03,MMTU,WS_19_20,0.0,7478.20000001844,92,92,completed
2023-01-03/MSAI,2023-01-03,MSAI,WS_30_20,0.0,8320.650000019165,26,26,completed
2023-01-03/MTKB,2023-01-03,MTKB,WS_13_20,0.0,11102.149999978688,127,127,completed
2023-01-03/PAGU,2023-01-03,PAGU,WS_30_20,0.0,9255.400000005562,32,32,completed
2023-01-03/PANJ,2023-01-03,PANJ,WS_30_20,0.0,9922.449999995855,17,17,completed
2023-01-03/PERL,2023-01-03,PERL,WS_13_20,0.0,11392.899999974457,4,4,completed
2023-01-03/PJOT,2023-01-03,PJOT,WS_8_20,0.0,8086.850000020654,10,10,completed
2023-01-03/PKMT,2023-01-03,PKMT,WS_13_20,0.0,11792.949999968636,2,2,completed
2023-01-03/PMJY,2023-01-03,PMJY,WS_8_20,0.0,8306.050000019377,6,6,completed
2023-01-03/PONT,2023-01-03,PONT,WS_2_20,0.0,8751.700000012892,3,3,completed
2023-01-03/PULA,2023-01-03,PULA,WS_2_20,0.0,12728.899999955016,211,211,completed
2023-01-03/PUPT,2023-01-03,PUPT,WS_19_20,0.0,7516.150000018578,1,1,completed
2023-01-03/SEBR,2023-01-03,SEBR,WS_25_20,0.0,6706.2500000156315,68,68,completed
2023-01-03/SEMY,2023-01-03,SEMY,WS_19_20,0.0,8200.150000020918,10,10,completed
2023-01-03/SPER,2023-01-03,SPER,WS_30_20,0.0,10395.499999988971,15,15,completed
2023-01-03/SPRG,2023-01-03,SPRG,WS_25_20,0.0,6931.850000016452,2,2,completed
2023-01-03/SRPA,2023-01-03,SRPA,WS_8_20,0.0,8873.950000011113,14,14,completed
2023-01-03/SRSD,2023-01-03,SRSD,WS_8_20,0.0,9571.350000000964,15,15,completed
2023-01-03/SS02,2023-01-03,SS02,WS_19_20,0.0,8225.50000002055,1,1,completed
2023-01-03/SS14,2023-01-03,SS14,WS_13_20,0.0,12562.249999957441,17,17,completed
2023-01-03/STT3,2023-01-03,STT3,WS_19_20,0.0,8494.000000016642,8,8,completed
2023-01-03/TGKK,2023-01-03,TGKK,WS_25_20,0.0,7237.250000017563,1,1,completed
2023-01-03/TJKR,2023-01-03,TJKR,WS_30_20,0.0,10974.999999980539,14,14,completed
2023-01-03/TMAB,2023-01-03,TMAB,WS_25_20,0.0,9510.150000001855,98,98,completed
2023-01-03/TMCO,2023-01-03,TMCO,WS_25_20,0.0,10450.499999988171,29,29,completed
2023-01-03/TMKR,2023-01-03,TMKR,WS_2_20,0.0,13132.69999994914,12,12,completed
2023-01-03/TMMI,2023-01-03,TMMI,WS_13_20,0.0,13045.599999950407,6,6,completed
2023-01-03/TMMU,2023-01-03,TMMU,WS_13_20,0.0,13491.949999943912,19,19,completed
