workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,3740.0000000048403,0.20304182716095887,713,374
WS_8_20,4030.0000000058953,0.21878571215475998,836,403
WS_13_20,3880.0000000053496,0.21064232336486285,850,388
WS_19_20,3410.00000000364,0.18512637182318523,789,341
WS_25_20,3840.000000005204,0.2084707530208903,797,384
WS_30_20,3750.0000000048767,0.20358471974695203,848,375
