robot,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,empty_distance_m,loaded_distance_m,busy_seconds,utilization
AMR_01,904.9999999997247,6050.4000000132455,855.3499999997698,0,6787.150000015926,11.60000000000003,1000.9999999996373,1316.0000000002115,5091.999999996326,14609.500000028665,0.9358764933929092
AMR_02,941.1999999996917,5870.650000012592,877.6999999997495,0,6109.150000013459,12.100000000000037,1799.699999998911,1426.000000000236,4707.999999997131,13810.800000025492,0.8847122129401613
AMR_03,868.7999999997576,5704.700000011988,827.1999999997954,0,6415.400000014573,11.250000000000025,1783.149999998926,1160.0000000001623,4839.999999996791,13827.350000026114,0.8857723967908204
AMR_04,832.5999999997905,6265.650000014029,908.8499999997211,0,6244.300000013951,11.250000000000025,1347.8499999993219,1522.0000000002758,5143.999999996046,14262.65000002749,0.9136574741428463
AMR_05,868.7999999997576,6070.80000001332,913.7999999997166,0,5976.050000012975,11.800000000000033,1769.2499999989386,1626.0000000003076,4691.999999997288,13841.250000025768,0.8866628231064241
AMR_06,796.3999999998234,6044.500000013224,883.1999999997445,0,6678.550000015531,10.450000000000014,1197.3999999994587,1534.000000000309,4827.999999996735,14413.100000028324,0.9232952179692242
AMR_07,923.0999999997082,6345.600000014319,865.3999999997607,0,5775.100000012244,12.30000000000004,1688.9999999990116,1298.0000000002315,5547.9999999955835,13921.500000026032,0.8918035937416191
AMR_08,868.7999999997576,5832.500000012453,881.499999999746,0,6339.150000014296,11.200000000000024,1677.3499999990222,1448.000000000245,4667.999999997125,13933.150000026253,0.8925498863011326
AMR_09,886.8999999997411,5759.150000012186,829.6499999997932,0,6891.450000016305,11.300000000000026,1232.0499999994272,1198.0000000001671,4823.99999999712,14378.450000028024,0.9210755581248571
AMR_10,923.0999999997082,6364.550000014388,934.8499999996975,0,6093.400000013402,12.050000000000036,1282.5499999993813,1724.000000000367,5023.999999996371,14327.950000027196,0.917840556042854
AMR_11,941.1999999996917,6372.300000014417,926.7499999997049,0,6088.6000000133845,12.30000000000004,1269.3499999993933,1532.0000000002685,5187.999999996075,14341.150000027197,0.9186861407454627
AMR_12,814.499999999807,5882.350000012634,856.4499999997688,0,6304.750000014171,10.650000000000016,1741.7999999989636,1802.0000000003815,4279.999999997721,13868.700000026382,0.8884212549312066
AMR_13,868.7999999997576,6172.750000013691,905.9499999997238,0,6253.600000013985,11.450000000000028,1397.9499999992763,1742.0000000003733,4787.9999999967,14212.550000027157,0.9104480958397418
AMR_14,941.1999999996917,6078.800000013349,873.2499999997535,0,6010.650000013101,12.400000000000041,1694.1999999990069,1448.0000000002512,4959.999999996808,13916.300000025894,0.8914704846163402
AMR_15,832.5999999997905,5756.700000012177,825.9999999997965,0,6860.700000016193,10.85000000000002,1323.649999999344,1480.0000000002476,4567.999999997316,14286.850000027958,0.9152077127643257
AMR_16,814.499999999807,5749.050000012149,817.8499999998039,0,6113.600000013475,10.800000000000018,2104.699999998891,1506.000000000294,4591.999999997001,13505.800000025236,0.86517408155411
AMR_17,778.2999999998399,6083.950000013368,840.0499999997837,0,6235.70000001392,10.550000000000015,1661.9499999990362,1528.000000000307,4987.999999996344,13948.55000002691,0.8935364017875514
AMR_18,886.8999999997411,6324.050000014241,934.8499999996975,0,6065.5000000133,11.800000000000033,1387.399999999286,1740.000000000359,4919.999999996683,14223.10000002698,0.9111239230073458
