robot,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,empty_distance_m,loaded_distance_m,busy_seconds,utilization
AMR_01,1158.3999999994942,8607.750000014987,1138.899999999512,0,5474.45000001115,15.900000000000091,1690.9499999990098,2895.999999999227,6515.999999994105,16395.400000025144,0.906506840801853
AMR_02,1031.6999999996094,8303.500000019414,1063.5999999995804,0,5208.250000010182,14.100000000000065,2465.2000000002026,2907.999999999276,6247.999999994229,15621.150000028787,0.8636983139292878
AMR_03,1212.6999999994448,8691.850000013763,1202.7499999994538,0,5955.750000012901,16.300000000000097,1006.9999999996319,2637.999999999632,6739.999999993842,17079.350000025563,0.9443226521736924
AMR_04,1085.99999999956,8514.400000016345,1086.3999999995597,0,6052.250000013252,14.600000000000072,1332.6999999993357,2741.999999999649,6563.999999993995,16753.650000028716,0.9263145963747578
AMR_05,1049.799999999593,8413.250000017817,1066.7499999995775,0,5876.300000012612,14.050000000000065,1666.1999999990323,2821.9999999993815,6391.999999994356,16420.1500000296,0.9078752761138216
AMR_06,1212.6999999994448,8822.150000011867,1207.7499999994493,0,5254.3500000103495,16.5500000000001,1572.8499999991172,3055.9999999991787,6567.999999994126,16513.500000021108,0.9130366270769591
AMR_07,1176.4999999994777,8635.600000014581,1140.89999999951,0,5646.350000011776,16.200000000000095,1470.79999999921,2879.999999999372,6511.999999994143,16615.550000025345,0.9186790037867392
AMR_08,1085.99999999956,8312.75000001928,1115.0499999995336,0,5459.850000011097,14.900000000000077,2097.799999998866,2809.999999999485,6247.999999994627,15988.550000029469,0.8840119758900028
AMR_09,1140.2999999995106,8026.5000000204345,1085.3499999995606,0,5766.750000012214,15.250000000000082,2052.1999999987,2529.99999999989,6123.99999999473,16034.150000031717,0.8865332142826337
AMR_10,1104.0999999995436,8171.500000020962,1136.4499999995141,0,5955.000000012898,15.10000000000008,1704.1999999989978,3201.999999998863,5567.999999995462,16382.150000032918,0.9057742441202496
AMR_11,1122.199999999527,8610.30000001495,1113.8999999995347,0,5395.500000010863,15.350000000000083,1829.0999999988842,2466.000000000057,7023.999999993279,16257.250000024875,0.8988684836982246
AMR_12,1158.3999999994942,8163.250000020932,1105.0499999995427,0,5869.950000012589,15.550000000000086,1774.1499999989342,2523.9999999998377,6279.999999994843,16312.200000032557,0.9019066865422509
AMR_13,1140.2999999995106,8572.250000015503,1102.0999999995454,0,5277.150000010432,15.650000000000087,1978.899999998748,2346.0000000000637,6939.999999993562,16107.450000024992,0.8905859944175847
AMR_14,1104.0999999995436,8039.200000020481,1057.9999999995855,0,5674.550000011878,14.950000000000077,2195.5499999992217,2236.0000000002105,6487.999999994153,15890.80000003149,0.8786073475377568
AMR_15,1248.8999999994119,8585.050000015317,1163.7999999994893,0,5425.0500000109705,16.700000000000102,1646.84999999905,3049.999999999166,6307.999999994643,16439.50000002519,0.9089451437209243
AMR_16,1230.7999999994283,8741.150000013045,1194.3499999994615,0,5209.850000010188,16.5500000000001,1693.6499999990074,2899.9999999992897,6523.999999994244,16392.700000022123,0.906357556949498
AMR_17,1176.4999999994777,8367.450000018483,1150.3499999995015,0,5492.000000011214,15.900000000000091,1884.1499999988341,2817.999999999342,6143.999999995115,16202.200000028677,0.8958247518232707
AMR_18,1067.8999999995765,8329.95000001903,1085.6499999995604,0,5373.800000010784,14.550000000000072,2214.4999999992906,2879.9999999992624,6239.99999999436,15871.850000028948,0.8775595960565199
AMR_19,1176.4999999994777,8624.300000014746,1162.2999999994906,0,5078.100000009708,16.050000000000093,2029.0999999987023,3091.999999998975,6295.9999999945585,16057.250000023421,0.8878104205731158
AMR_20,1122.199999999527,8893.900000010823,1142.6999999995085,0,5620.900000011683,15.200000000000081,1291.4499999993732,2599.9999999997112,7123.999999993244,16794.900000021542,0.9285953218938983
AMR_21,1140.2999999995106,8717.400000013391,1158.3999999994942,0,5375.750000010791,15.500000000000085,1678.9999999990207,3301.9999999987135,6183.999999994617,16407.350000023187,0.9071675600734652
AMR_22,1176.4999999994777,8199.500000020927,1117.999999999531,0,5360.850000010737,15.900000000000091,2215.5999999992946,2789.9999999994525,6111.999999994942,15870.750000030674,0.8774987767094277
AMR_23,1049.799999999593,8013.8500000203885,1066.349999999578,0,6048.95000001324,14.45000000000007,1892.9499999988261,2400.0000000000327,6191.999999994682,16193.400000032801,0.8953381970459975
AMR_24,1049.799999999593,8553.20000001578,1126.5499999995232,0,5495.850000011228,14.200000000000067,1846.7499999988681,2991.9999999992688,6371.999999994119,16239.600000026127,0.89789260962751
AMR_25,1104.0999999995436,8607.200000014995,1119.999999999529,0,5409.600000010914,14.950000000000077,1830.499999998883,3239.9999999989686,6299.999999994153,16255.850000024982,0.8987910772563553
AMR_26,1085.99999999956,8517.850000016295,1108.04999999954,0,5775.600000012246,14.650000000000073,1584.199999999107,2411.9999999999245,6899.999999993521,16502.150000027643,0.9124090819949751
AMR_27,1158.3999999994942,8648.900000014388,1111.0499999995372,0,5788.500000012293,15.700000000000088,1363.7999999993074,2553.9999999998736,6931.999999993147,16722.550000025713,0.9245950675586497
AMR_28,1085.99999999956,8132.850000020821,1067.4999999995769,0,5879.550000012624,14.850000000000076,1905.5999999988146,2416.000000000013,6375.999999994522,16180.750000032584,0.8946387745533274
AMR_29,1176.4999999994777,8774.950000012554,1192.3999999994633,0,5804.950000012353,15.950000000000092,1121.5999999995277,2677.999999999556,6811.999999993745,16964.750000023847,0.9379863820029561
AMR_30,1158.3999999994942,8428.700000017592,1116.5499999995322,0,5296.600000010503,15.80000000000009,2070.299999998766,2312.0000000001955,6859.999999993802,16016.05000002712,0.8855324595695644
AMR_31,1140.2999999995106,8711.450000013478,1158.1499999994944,0,5680.4000000118995,15.500000000000085,1380.5499999992921,2727.9999999994757,6855.99999999369,16705.80000002438,0.9236689547718551
AMR_32,1266.9999999993954,8810.25000001204,1178.2499999994761,0,5198.100000010145,17.050000000000107,1615.6999999990783,2587.9999999997126,6979.999999993326,16470.650000021054,0.9106674370524188
AMR_33,1122.199999999527,8725.300000013276,1142.9999999995082,0,4842.3000000088505,15.450000000000085,2238.0999999993765,2717.9999999996385,6927.999999993294,15848.250000021164,0.8762547446073361
AMR_34,1285.099999999379,8698.25000001367,1188.5499999994668,0,5312.050000010559,17.400000000000112,1584.9999999991062,2485.9999999999472,6943.999999993602,16501.350000023074,0.9123648497422223
AMR_35,1285.099999999379,8352.500000018701,1165.9999999994873,0,6002.550000013071,17.30000000000011,1262.8999999993991,2288.0000000001746,6607.999999994461,16823.450000030636,0.9301738604054989
AMR_36,1230.7999999994283,8674.550000014015,1175.6499999994785,0,5288.900000010475,16.750000000000103,1699.6999999990019,2879.9999999993584,6455.999999994367,16386.650000023397,0.9060230505400364
AMR_37,1248.8999999994119,9161.850000006923,1258.699999999403,0,5346.400000010684,17.000000000000107,1053.4999999995896,3051.9999999990778,6843.999999993418,17032.85000001642,0.9417516524966177
AMR_38,1122.199999999527,8248.75000002021,1166.0999999994872,0,5457.2000000110875,15.350000000000083,2076.7499999987895,2979.9999999993747,5783.999999995401,16009.600000030314,0.8851758370339587
AMR_39,1194.5999999994613,8669.200000014092,1156.499999999496,0,5746.1000000121385,16.200000000000095,1303.749999999362,2949.9999999992806,6367.99999999459,16782.60000002519,0.9279152510119107
AMR_40,1122.199999999527,8674.15000001402,1198.8999999994573,0,4853.600000008892,15.250000000000082,2222.249999999319,3161.999999998917,6311.999999994576,15864.100000021897,0.8771310961100351
