job_id,task_id,store_id,robot,rack_id,workstation,covered_skus,covered_lines,dispatch_time_s,completion_time_s,station_release_time_s,to_pickup_time_s,pickup_wait_time_s,to_dropoff_entry_time_s,to_workstation_time_s,dropoff_wait_time_s,to_ingestor_exit_time_s,to_return_time_s,return_wait_time_s,idle_time_s,handling_service_seconds,translation_seconds,rotation_seconds,safety_blocking_seconds,reservation_path_wait_seconds,other_active_wait_seconds,idle_seconds,empty_distance_m,loaded_distance_m
J000001,2023-03-03/AMPP,AMPP,AMR_28,G9_2,WS_13_20,"[""101192"", ""112040"", ""112392"", ""115591""]",4,0.05,154.6000000000009,99.84999999999647,0.05,6.8999999999999835,10.95000000000002,89.74999999999704,89.79999999999704,99.79999999999647,99.84999999999647,150.54999999999998,154.6000000000009,18.100000000000122,87.94999999999715,11.500000000000028,0,36.75000000000005,0.25,0,4.0,96.00000000000148
J000002,2023-03-03/BAMP,BAMP,AMR_04,G24_2,WS_19_20,"[""110299"", ""110336"", ""110393"", ""121875"", ""134029""]",5,0.05,207.70000000001298,98.74999999999653,0.05,27.10000000000025,31.150000000000308,88.6499999999971,88.6999999999971,98.69999999999654,98.74999999999653,203.65000000001206,207.70000000001298,18.100000000000122,122.74999999999517,12.35000000000004,0,54.19999999999906,0.25,0,25.999999999999996,108.00000000000064
J000003,2023-03-03/APUR,APUR,AMR_29,G17_2,WS_25_20,"[""110569""]",2,0.05,169.60000000000431,117.04999999999549,0.05,19.050000000000136,23.100000000000193,106.94999999999607,106.99999999999606,116.9999999999955,117.04999999999549,165.5500000000034,169.60000000000431,18.100000000000122,118.49999999999541,14.250000000000068,0,18.450000000000127,0.25,0,16.0,124.00000000000163
J000004,2023-03-03/ALMA,ALMA,AMR_03,G24_15,WS_2_20,"[""110109"", ""112357""]",2,0.05,328.8000000000405,148.94999999999962,0.05,25.60000000000023,29.650000000000286,138.84999999999732,138.89999999999733,148.8999999999996,148.94999999999962,324.75000000003956,328.8000000000405,18.100000000000122,161.05000000000237,19.050000000000136,0,130.29999999999538,0.25,0,22.0,148.000000000001
J000005,2023-03-03/BANT,BANT,AMR_33,G9_8,WS_30_20,"[""101181"", ""101330"", ""121833""]",3,0.05,333.50000000004155,177.4000000000061,0.05,6.8999999999999835,10.95000000000002,167.3000000000038,167.3500000000038,177.35000000000608,177.4000000000061,329.45000000004063,333.50000000004155,18.100000000000122,160.65000000000228,23.000000000000192,0,131.44999999999564,0.25,0,4.0,175.9999999999975
J000006,2023-03-03/AUST,AUST,AMR_32,G9_7,WS_8_20,"[""110569""]",1,0.05,106.89999999999607,51.34999999999922,0.05,6.8999999999999835,10.95000000000002,41.249999999999794,41.29999999999979,51.29999999999922,51.34999999999922,102.8499999999963,106.89999999999607,18.100000000000122,69.4999999999982,11.500000000000028,0,7.499999999999981,0.25,0,4.0,72.00000000000068
J000007,2023-03-03/AMPP,AMPP,AMR_31,G12_6,WS_13_20,"[""110306"", ""110363"", ""123094""]",3,0.05,104.5499999999962,65.7999999999984,0.05,3.399999999999996,7.4499999999999815,55.69999999999897,55.74999999999897,65.74999999999841,65.7999999999984,100.49999999999643,104.5499999999962,18.100000000000122,71.89999999999806,9.5,0,4.749999999999991,0.25,0,2.0,76.00000000000085
J000008,2023-03-03/BAMP,BAMP,AMR_02,G30_8,WS_19_20,"[""110385"", ""112083"", ""119644""]",3,0.05,177.75000000000617,115.79999999999556,0.05,38.749999999999936,42.799999999999706,105.69999999999614,105.74999999999613,115.74999999999557,115.79999999999556,173.70000000000525,177.75000000000617,18.100000000000122,124.44999999999507,15.250000000000082,0,19.650000000000144,0.25,0,36.000000000000014,104.00000000000054
J000009,2023-03-03/ALMA,ALMA,AMR_40,G38_15,WS_2_20,"[""110485"", ""125570""]",2,0.05,402.2000000000572,279.7000000000293,0.05,79.79999999999761,83.84999999999738,269.600000000027,269.65000000002703,279.6500000000293,279.7000000000293,398.15000000005625,402.2000000000572,18.100000000000122,220.45000000001588,20.05000000000015,0,143.29999999999833,0.25,0,60.00000000000003,187.99999999999574
J000010,2023-03-03/BANT,BANT,AMR_01,G15_10,WS_30_20,"[""112331"", ""112333""]",2,0.05,144.54999999999862,76.09999999999782,0.05,6.8999999999999835,10.95000000000002,65.9999999999984,66.04999999999839,76.04999999999782,76.09999999999782,140.4999999999977,144.54999999999862,18.100000000000122,96.34999999999667,13.350000000000055,0,16.4500000000001,0.25,0,4.0,108.00000000000017
