workstation,service_seconds,utilization,completed_lines,completed_rack_jobs
WS_2_20,5600.000000011607,0.2380410918460177,757,560
WS_8_20,5250.000000010334,0.22316352360561834,707,525
WS_13_20,4130.000000006259,0.17555530523634025,563,413
WS_19_20,6330.000000014263,0.2690714484617079,896,633
WS_25_20,6740.000000015754,0.28649945697189005,913,674
WS_30_20,5440.000000011025,0.23123991779326372,746,544
